,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_interval,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff
897,2007-11-28,Blackburn,Aston Villa,0,4,A,2007-12-01,5,5,7,7,-2,-2,3,3,0
898,2007-12-01,Aston Villa,Arsenal,1,2,A,2007-12-01,5,2,2,2,3,0,0,3,-3
899,2007-12-01,Blackburn,Newcastle,3,1,H,2007-12-01,5,1,7,7,-2,-6,3,0,3
900,2007-12-01,Chelsea,West Ham,1,0,H,2007-12-01,1,1,0,0,1,1,3,0,3
901,2007-12-01,Portsmouth,Everton,0,0,D,2007-12-01,0,0,0,0,0,0,1,1,0
902,2007-12-01,Reading,Middlesbrough,1,1,D,2007-12-01,1,1,1,1,0,0,1,1,0
903,2007-12-01,Sunderland,Derby,1,0,H,2007-12-01,1,0,0,0,1,0,3,0,3
904,2007-12-01,Wigan,Man City,1,1,D,2007-12-01,1,1,1,1,0,0,1,1,0
905,2007-12-02,Liverpool,Bolton,4,0,H,2007-12-08,5,0,3,3,2,-3,3,0,3
906,2007-12-02,Tottenham,Birmingham,2,3,A,2007-12-08,2,4,3,3,-1,1,0,3,-3
907,2007-12-03,Man United,Fulham,2,0,H,2007-12-08,6,0,1,1,5,-1,6,0,6
908,2007-12-05,Newcastle,Arsenal,1,1,D,2007-12-08,3,1,2,2,1,-1,4,1,3
909,2007-12-08,Aston Villa,Portsmouth,1,3,A,2007-12-08,1,3,3,3,-2,0,0,3,-3
910,2007-12-08,Chelsea,Sunderland,2,0,H,2007-12-08,2,0,0,0,2,0,3,0,3
911,2007-12-08,Everton,Fulham,3,0,H,2007-12-08,3,0,0,0,3,0,3,0,3
912,2007-12-08,Man United,Derby,4,1,H,2007-12-08,6,1,1,1,5,0,6,0,6
913,2007-12-08,Newcastle,Birmingham,2,1,H,2007-12-08,3,4,2,2,1,2,4,3,1
914,2007-12-08,Reading,Liverpool,3,1,H,2007-12-08,3,5,1,1,2,4,3,0,3
915,2007-12-09,Blackburn,West Ham,0,1,A,2007-12-15,3,1,6,6,-3,-5,0,3,-3
916,2007-12-09,Bolton,Wigan,4,1,H,2007-12-15,6,6,5,5,1,1,3,0,3
917,2007-12-09,Middlesbrough,Arsenal,2,1,H,2007-12-15,3,1,1,1,2,0,3,0,3
918,2007-12-09,Tottenham,Man City,2,1,H,2007-12-15,3,5,1,1,2,4,3,0,3
919,2007-12-15,Birmingham,Reading,1,1,D,2007-12-15,1,1,1,1,0,0,1,1,0
920,2007-12-15,Derby,Middlesbrough,0,1,A,2007-12-15,0,3,1,1,-1,2,0,3,-3
921,2007-12-15,Fulham,Newcastle,0,1,A,2007-12-15,0,1,1,1,-1,0,0,3,-3
922,2007-12-15,Man City,Bolton,4,2,H,2007-12-15,5,6,4,4,1,2,3,0,3
923,2007-12-15,Portsmouth,Tottenham,0,1,A,2007-12-15,0,3,1,1,-1,2,0,3,-3
924,2007-12-15,Sunderland,Aston Villa,1,1,D,2007-12-15,1,1,1,1,0,0,1,1,0
925,2007-12-15,West Ham,Everton,0,2,A,2007-12-15,1,2,2,2,-1,0,0,3,-3
926,2007-12-15,Wigan,Blackburn,5,3,H,2007-12-15,6,3,7,7,-1,-4,3,0,3
927,2007-12-16,Arsenal,Chelsea,1,0,H,2007-12-22,3,0,1,1,2,-1,6,0,6
928,2007-12-16,Liverpool,Man United,0,1,A,2007-12-22,4,1,2,2,2,-1,3,3,0
929,2007-12-22,Arsenal,Tottenham,2,1,H,2007-12-22,3,1,1,1,2,0,6,0,6
930,2007-12-22,Aston Villa,Man City,1,1,D,2007-12-22,1,1,1,1,0,0,1,1,0
931,2007-12-22,Bolton,Birmingham,3,0,H,2007-12-22,3,0,0,0,3,0,3,0,3
932,2007-12-22,Fulham,Wigan,1,1,D,2007-12-22,1,1,1,1,0,0,1,1,0
933,2007-12-22,Liverpool,Portsmouth,4,1,H,2007-12-22,4,1,2,2,2,-1,3,0,3
934,2007-12-22,Middlesbrough,West Ham,1,2,A,2007-12-22,1,2,2,2,-1,0,0,3,-3
935,2007-12-22,Reading,Sunderland,2,1,H,2007-12-22,2,1,1,1,1,0,3,0,3
936,2007-12-23,Blackburn,Chelsea,0,1,A,2007-12-29,2,7,3,3,-1,4,0,3,-3
937,2007-12-23,Man United,Everton,2,1,H,2007-12-29,7,4,3,3,4,1,3,0,3
938,2007-12-23,Newcastle,Derby,2,2,D,2007-12-29,3,3,5,5,-2,-2,1,1,0
939,2007-12-26,Birmingham,Middlesbrough,3,0,H,2007-12-29,4,1,1,1,3,0,4,3,1
940,2007-12-26,Chelsea,Aston Villa,4,4,D,2007-12-29,7,6,5,5,2,1,4,4,0
941,2007-12-26,Derby,Liverpool,1,2,A,2007-12-29,3,2,4,4,-1,-2,0,3,-3
942,2007-12-26,Everton,Bolton,2,0,H,2007-12-29,4,1,6,6,-2,-5,3,0,3
943,2007-12-26,Portsmouth,Arsenal,0,0,D,2007-12-29,0,4,1,1,-1,3,1,4,-3
944,2007-12-26,Sunderland,Man United,0,4,A,2007-12-29,3,7,5,5,-2,2,3,3,0
945,2007-12-26,Tottenham,Fulham,5,1,H,2007-12-29,11,2,5,5,6,-3,6,1,5
946,2007-12-26,West Ham,Reading,1,1,D,2007-12-29,3,5,2,2,1,3,4,1,3
947,2007-12-26,Wigan,Newcastle,1,0,H,2007-12-29,2,3,2,2,0,1,3,0,3
948,2007-12-27,Man City,Blackburn,2,2,D,2007-12-29,2,2,2,2,0,0,1,1,0
949,2007-12-29,Birmingham,Fulham,1,1,D,2007-12-29,4,2,1,1,3,1,4,1,3
950,2007-12-29,Chelsea,Newcastle,2,1,H,2007-12-29,7,3,5,5,2,-2,4,0,4
951,2007-12-29,Everton,Arsenal,1,4,A,2007-12-29,4,4,6,6,-2,-2,3,4,-1
952,2007-12-29,Portsmouth,Middlesbrough,0,1,A,2007-12-29,0,1,1,1,-1,0,1,3,-2
953,2007-12-29,Sunderland,Bolton,3,1,H,2007-12-29,3,1,5,5,-2,-4,3,0,3
954,2007-12-29,Tottenham,Reading,6,4,H,2007-12-29,11,5,5,5,6,0,6,1,5
955,2007-12-29,West Ham,Man United,2,1,H,2007-12-29,3,7,2,2,1,5,4,3,1
956,2007-12-29,Wigan,Aston Villa,1,2,A,2007-12-29,2,6,2,2,0,4,3,4,-1
957,2007-12-30,Derby,Blackburn,1,2,A,2008-01-05,1,3,3,3,-2,0,0,3,-3
958,2007-12-30,Man City,Liverpool,0,0,D,2008-01-05,2,1,0,0,2,1,1,1,0
959,2008-01-01,Arsenal,West Ham,2,0,H,2008-01-05,2,0,0,0,2,0,3,0,3
960,2008-01-01,Aston Villa,Tottenham,2,1,H,2008-01-05,2,1,1,1,1,0,3,0,3
961,2008-01-01,Fulham,Chelsea,1,2,A,2008-01-05,1,2,2,2,-1,0,0,3,-3
962,2008-01-01,Man United,Birmingham,1,0,H,2008-01-05,1,0,0,0,1,0,3,0,3
963,2008-01-01,Middlesbrough,Everton,0,2,A,2008-01-05,0,2,2,2,-2,0,0,3,-3
964,2008-01-01,Reading,Portsmouth,0,2,A,2008-01-05,0,2,2,2,-2,0,0,3,-3
965,2008-01-02,Blackburn,Sunderland,1,0,H,2008-01-05,3,0,1,1,2,-1,3,0,3
966,2008-01-02,Bolton,Derby,1,0,H,2008-01-05,1,1,0,0,1,1,3,0,3
967,2008-01-02,Liverpool,Wigan,1,1,D,2008-01-05,1,1,1,1,0,0,1,1,0
968,2008-01-02,Newcastle,Man City,0,2,A,2008-01-05,0,2,2,2,-2,0,0,3,-3
969,2008-01-12,Arsenal,Birmingham,1,1,D,2008-01-12,1,1,1,1,0,0,1,1,0
970,2008-01-12,Aston Villa,Reading,3,1,H,2008-01-12,3,1,1,1,2,0,3,0,3
971,2008-01-12,Chelsea,Tottenham,2,0,H,2008-01-12,2,0,0,0,2,0,3,0,3
972,2008-01-12,Derby,Wigan,0,1,A,2008-01-12,0,1,1,1,-1,0,0,3,-3
973,2008-01-12,Everton,Man City,1,0,H,2008-01-12,1,0,0,0,1,0,3,0,3
974,2008-01-12,Man United,Newcastle,6,0,H,2008-01-12,6,0,0,0,6,0,3,0,3
975,2008-01-12,Middlesbrough,Liverpool,1,1,D,2008-01-12,1,1,1,1,0,0,1,1,0
976,2008-01-12,West Ham,Fulham,2,1,H,2008-01-12,2,1,1,1,1,0,3,0,3
977,2008-01-13,Bolton,Blackburn,1,2,A,2008-01-19,1,3,2,2,-1,1,0,3,-3
978,2008-01-13,Sunderland,Portsmouth,2,0,H,2008-01-19,2,3,2,2,0,1,3,0,3
979,2008-01-19,Birmingham,Chelsea,0,1,A,2008-01-19,0,1,1,1,-1,0,0,3,-3
980,2008-01-19,Blackburn,Middlesbrough,1,1,D,2008-01-19,3,1,2,2,1,-1,1,1,0
981,2008-01-19,Fulham,Arsenal,0,3,A,2008-01-19,0,3,3,3,-3,0,0,3,-3
982,2008-01-19,Newcastle,Bolton,0,0,D,2008-01-19,0,1,0,0,0,1,1,1,0
983,2008-01-19,Portsmouth,Derby,3,1,H,2008-01-19,3,1,3,3,0,-2,3,0,3
984,2008-01-19,Reading,Man United,0,2,A,2008-01-19,0,2,2,2,-2,0,0,3,-3
985,2008-01-19,Tottenham,Sunderland,2,0,H,2008-01-19,2,2,0,0,2,2,3,0,3
986,2008-01-20,Man City,West Ham,1,1,D,2008-01-26,1,1,1,1,0,0,1,1,0
987,2008-01-20,Wigan,Everton,1,2,A,2008-01-26,1,2,2,2,-1,0,0,3,-3
988,2008-01-21,Liverpool,Aston Villa,2,2,D,2008-01-26,2,3,2,2,0,1,1,1,0
989,2008-01-26,Aston Villa,Blackburn,1,1,D,2008-01-26,3,1,3,3,0,-2,1,1,0
990,2008-01-29,Arsenal,Newcastle,3,0,H,2008-02-02,6,0,1,1,5,-1,3,0,3
991,2008-01-29,Bolton,Fulham,0,0,D,2008-02-02,2,0,0,0,2,0,1,1,0
992,2008-01-29,Middlesbrough,Wigan,1,0,H,2008-02-02,1,1,0,0,1,1,3,0,3
993,2008-01-29,Sunderland,Birmingham,2,0,H,2008-02-02,2,1,3,3,-1,-2,3,0,3
994,2008-01-30,Chelsea,Reading,1,0,H,2008-02-02,2,0,1,1,1,-1,3,0,3
995,2008-01-30,Derby,Man City,1,1,D,2008-02-02,2,2,2,2,0,0,1,1,0
996,2008-01-30,Everton,Tottenham,0,0,D,2008-02-02,0,1,0,0,0,1,1,1,0
997,2008-01-30,Man United,Portsmouth,2,0,H,2008-02-02,3,1,1,1,2,0,3,0,3
998,2008-01-30,West Ham,Liverpool,1,0,H,2008-02-02,1,3,1,1,0,2,3,0,3
999,2008-02-02,Birmingham,Derby,1,1,D,2008-02-02,1,2,3,3,-2,-1,1,1,0
1000,2008-02-02,Blackburn,Everton,0,0,D,2008-02-02,0,0,0,0,0,0,1,1,0
1001,2008-02-02,Liverpool,Sunderland,3,0,H,2008-02-02,3,2,1,1,2,1,3,0,3
1002,2008-02-02,Man City,Arsenal,1,3,A,2008-02-02,2,6,4,4,-2,2,0,3,-3
1003,2008-02-02,Portsmouth,Chelsea,1,1,D,2008-02-02,1,2,3,3,-2,-1,1,1,0
1004,2008-02-02,Reading,Bolton,0,2,A,2008-02-02,0,2,3,3,-3,-1,0,3,-3
1005,2008-02-02,Tottenham,Man United,1,1,D,2008-02-02,1,3,1,1,0,2,1,1,0
1006,2008-02-02,Wigan,West Ham,1,0,H,2008-02-02,1,1,1,1,0,0,3,0,3
1007,2008-02-03,Fulham,Aston Villa,2,1,H,2008-02-09,2,5,2,2,0,3,3,0,3
1008,2008-02-03,Newcastle,Middlesbrough,1,1,D,2008-02-09,2,2,5,5,-3,-3,1,1,0
1009,2008-02-09,Aston Villa,Newcastle,4,1,H,2008-02-09,5,2,3,3,2,-1,3,0,3
1010,2008-02-09,Bolton,Portsmouth,0,1,A,2008-02-09,0,1,1,1,-1,0,0,3,-3
1011,2008-02-09,Derby,Tottenham,0,3,A,2008-02-09,0,3,3,3,-3,0,0,3,-3
1012,2008-02-09,Everton,Reading,1,0,H,2008-02-09,1,0,0,0,1,0,3,0,3
1013,2008-02-09,Middlesbrough,Fulham,1,0,H,2008-02-09,2,2,1,1,1,1,3,0,3
1014,2008-02-09,Sunderland,Wigan,2,0,H,2008-02-09,2,0,0,0,2,0,3,0,3
1015,2008-02-09,West Ham,Birmingham,1,1,D,2008-02-09,1,1,1,1,0,0,1,1,0
1016,2008-02-10,Chelsea,Liverpool,0,0,D,2008-02-16,0,0,0,0,0,0,1,1,0
1017,2008-02-10,Man United,Man City,1,2,A,2008-02-16,1,2,2,2,-1,0,0,3,-3
1018,2008-02-11,Arsenal,Blackburn,2,0,H,2008-02-16,2,0,0,0,2,0,3,0,3
1019,2008-02-23,Birmingham,Arsenal,2,2,D,2008-02-23,2,2,2,2,0,0,1,1,0
1020,2008-02-23,Fulham,West Ham,0,1,A,2008-02-23,0,1,1,1,-1,0,0,3,-3
1021,2008-02-23,Liverpool,Middlesbrough,3,2,H,2008-02-23,3,2,2,2,1,0,3,0,3
1022,2008-02-23,Newcastle,Man United,1,5,A,2008-02-23,1,5,5,5,-4,0,0,3,-3
1023,2008-02-23,Portsmouth,Sunderland,1,0,H,2008-02-23,1,0,0,0,1,0,3,0,3
1024,2008-02-23,Wigan,Derby,2,0,H,2008-02-23,2,0,0,0,2,0,3,0,3
1025,2008-02-24,Blackburn,Bolton,4,1,H,2008-03-01,5,1,1,1,4,0,3,0,3
1026,2008-02-24,Reading,Aston Villa,1,2,A,2008-03-01,2,3,2,2,0,1,0,4,-4
1027,2008-02-25,Man City,Everton,0,2,A,2008-03-01,0,2,2,2,-2,0,1,3,-2
1028,2008-03-01,Arsenal,Aston Villa,1,1,D,2008-03-01,1,3,1,1,0,2,1,4,-3
1029,2008-03-01,Birmingham,Tottenham,4,1,H,2008-03-01,4,1,1,1,3,0,3,0,3
1030,2008-03-01,Derby,Sunderland,0,0,D,2008-03-01,0,0,0,0,0,0,1,1,0
1031,2008-03-01,Fulham,Man United,0,3,A,2008-03-01,0,3,3,3,-3,0,0,3,-3
1032,2008-03-01,Man City,Wigan,0,0,D,2008-03-01,0,0,2,2,-2,-2,1,1,0
1033,2008-03-01,Middlesbrough,Reading,0,1,A,2008-03-01,0,2,1,1,-1,1,0,3,-3
1034,2008-03-01,Newcastle,Blackburn,0,1,A,2008-03-01,0,5,1,1,-1,4,0,3,-3
1035,2008-03-01,West Ham,Chelsea,0,4,A,2008-03-01,0,4,4,4,-4,0,0,3,-3
1036,2008-03-02,Bolton,Liverpool,1,3,A,2008-03-08,1,10,3,3,-2,7,0,3,-3
1037,2008-03-02,Everton,Portsmouth,3,1,H,2008-03-08,3,1,1,1,2,0,3,0,3
1038,2008-03-05,Liverpool,West Ham,4,0,H,2008-03-08,10,0,1,1,9,-1,6,0,6
1039,2008-03-08,Blackburn,Fulham,1,1,D,2008-03-08,1,1,1,1,0,0,1,1,0
1040,2008-03-08,Liverpool,Newcastle,3,0,H,2008-03-08,10,0,1,1,9,-1,6,0,6
1041,2008-03-08,Reading,Man City,2,0,H,2008-03-08,2,0,0,0,2,0,3,0,3
1042,2008-03-09,Sunderland,Everton,0,1,A,2008-03-15,0,1,2,2,-2,-1,0,3,-3
1043,2008-03-09,Tottenham,West Ham,4,0,H,2008-03-15,4,2,0,0,4,2,3,0,3
1044,2008-03-09,Wigan,Arsenal,0,0,D,2008-03-15,0,1,0,0,0,1,1,1,0
1045,2008-03-12,Aston Villa,Middlesbrough,1,1,D,2008-03-15,1,2,3,3,-2,-1,1,2,-1
1046,2008-03-12,Chelsea,Derby,6,1,H,2008-03-15,7,1,1,1,6,0,3,0,3
1047,2008-03-12,Portsmouth,Birmingham,4,2,H,2008-03-15,6,2,2,2,4,0,6,0,6
1048,2008-03-15,Arsenal,Middlesbrough,1,1,D,2008-03-15,1,2,1,1,0,1,1,2,-1
1049,2008-03-15,Derby,Man United,0,1,A,2008-03-15,1,1,7,7,-6,-6,0,3,-3
1050,2008-03-15,Liverpool,Reading,2,1,H,2008-03-15,2,1,1,1,1,0,3,0,3
1051,2008-03-15,Portsmouth,Aston Villa,2,0,H,2008-03-15,6,1,2,2,4,-1,6,0,6
1052,2008-03-15,Sunderland,Chelsea,0,1,A,2008-03-15,0,7,2,2,-2,5,0,3,-3
1053,2008-03-15,West Ham,Blackburn,2,1,H,2008-03-15,2,1,5,5,-3,-4,3,0,3
1054,2008-03-16,Fulham,Everton,1,0,H,2008-03-22,1,1,2,2,-1,-1,3,0,3
1055,2008-03-16,Man City,Tottenham,2,1,H,2008-03-22,2,7,1,1,1,6,3,0,3
1056,2008-03-16,Wigan,Bolton,1,0,H,2008-03-22,2,0,3,3,-1,-3,3,0,3
1057,2008-03-17,Birmingham,Newcastle,1,1,D,2008-03-22,2,3,3,3,-1,0,1,1,0
1058,2008-03-19,Man United,Bolton,2,0,H,2008-03-22,2,0,0,0,2,0,3,0,3
1059,2008-03-19,Tottenham,Chelsea,4,4,D,2008-03-22,7,4,6,6,1,-2,4,1,3
1060,2008-03-22,Aston Villa,Sunderland,0,1,A,2008-03-22,0,1,1,1,-1,0,0,3,-3
1061,2008-03-22,Blackburn,Wigan,3,1,H,2008-03-22,3,2,1,1,2,1,3,0,3
1062,2008-03-22,Bolton,Man City,0,0,D,2008-03-22,0,2,3,3,-3,-1,1,1,0
1063,2008-03-22,Everton,West Ham,1,1,D,2008-03-22,1,1,2,2,-1,-1,1,1,0
1064,2008-03-22,Middlesbrough,Derby,1,0,H,2008-03-22,1,0,0,0,1,0,3,0,3
1065,2008-03-22,Newcastle,Fulham,2,0,H,2008-03-22,3,1,1,1,2,0,3,0,3
1066,2008-03-22,Reading,Birmingham,2,1,H,2008-03-22,2,2,1,1,1,1,3,0,3
1067,2008-03-22,Tottenham,Portsmouth,2,0,H,2008-03-22,7,0,6,6,1,-6,4,0,4
1068,2008-03-23,Chelsea,Arsenal,2,1,H,2008-03-29,2,4,1,1,1,3,3,3,0
1069,2008-03-23,Man United,Liverpool,3,0,H,2008-03-29,7,0,0,0,7,0,6,0,6
1070,2008-03-29,Birmingham,Man City,3,1,H,2008-03-29,3,1,1,1,2,0,3,0,3
1071,2008-03-29,Bolton,Arsenal,2,3,A,2008-03-29,2,4,3,3,-1,1,0,3,-3
1072,2008-03-29,Derby,Fulham,2,2,D,2008-03-29,2,2,2,2,0,0,1,1,0
1073,2008-03-29,Man United,Aston Villa,4,0,H,2008-03-29,7,0,0,0,7,0,6,0,6
1074,2008-03-29,Portsmouth,Wigan,2,0,H,2008-03-29,2,0,0,0,2,0,3,0,3
1075,2008-03-29,Reading,Blackburn,0,0,D,2008-03-29,0,0,0,0,0,0,1,1,0
1076,2008-03-29,Sunderland,West Ham,2,1,H,2008-03-29,2,1,1,1,1,0,3,0,3
1077,2008-03-30,Chelsea,Middlesbrough,1,0,H,2008-04-05,3,0,0,0,3,0,3,0,3
1078,2008-03-30,Liverpool,Everton,1,0,H,2008-04-05,2,0,1,1,1,-1,3,0,3
1079,2008-03-30,Tottenham,Newcastle,1,4,A,2008-04-05,2,7,5,5,-3,2,0,3,-3
1080,2008-04-05,Arsenal,Liverpool,1,1,D,2008-04-05,1,2,1,1,0,1,1,1,0
1081,2008-04-05,Aston Villa,Bolton,4,0,H,2008-04-05,4,0,0,0,4,0,3,0,3
1082,2008-04-05,Blackburn,Tottenham,1,1,D,2008-04-05,1,2,1,1,0,1,1,1,0
1083,2008-04-05,Fulham,Sunderland,1,3,A,2008-04-05,1,3,3,3,-2,0,0,3,-3
1084,2008-04-05,Man City,Chelsea,0,2,A,2008-04-05,0,3,2,2,-2,1,0,3,-3
1085,2008-04-05,Newcastle,Reading,3,0,H,2008-04-05,7,0,1,1,6,-1,3,0,3
1086,2008-04-05,Wigan,Birmingham,2,0,H,2008-04-05,2,0,0,0,2,0,3,0,3
1087,2008-04-06,Everton,Derby,1,0,H,2008-04-12,2,0,1,1,1,-1,3,0,3
1088,2008-04-06,Middlesbrough,Man United,2,2,D,2008-04-12,3,2,3,3,0,-1,1,1,0
1089,2008-04-08,West Ham,Portsmouth,0,1,A,2008-04-12,0,1,2,2,-2,-1,0,3,-3
1090,2008-04-12,Birmingham,Everton,1,1,D,2008-04-12,1,2,1,1,0,1,1,1,0
1091,2008-04-12,Bolton,West Ham,1,0,H,2008-04-12,1,0,0,0,1,0,3,0,3
1092,2008-04-12,Derby,Aston Villa,0,6,A,2008-04-12,0,6,7,7,-7,-1,0,3,-3
1093,2008-04-12,Portsmouth,Newcastle,0,0,D,2008-04-12,1,0,0,0,1,0,1,1,0
1094,2008-04-12,Reading,Fulham,0,2,A,2008-04-12,0,2,2,2,-2,0,0,3,-3
1095,2008-04-12,Sunderland,Man City,1,2,A,2008-04-12,1,2,2,2,-1,0,0,3,-3
1096,2008-04-12,Tottenham,Middlesbrough,1,1,D,2008-04-12,1,3,1,1,0,2,1,1,0
1097,2008-04-13,Liverpool,Blackburn,3,1,H,2008-04-19,5,2,1,1,4,1,3,0,3
1098,2008-04-13,Man United,Arsenal,2,1,H,2008-04-19,3,3,2,2,1,1,3,0,3
1099,2008-04-14,Chelsea,Wigan,1,1,D,2008-04-19,2,2,1,1,1,1,1,1,0
1100,2008-04-17,Everton,Chelsea,0,1,A,2008-04-19,0,2,1,1,-1,1,0,3,-3
1101,2008-04-19,Arsenal,Reading,2,0,H,2008-04-19,3,0,2,2,1,-2,3,0,3
1102,2008-04-19,Blackburn,Man United,1,1,D,2008-04-19,2,3,4,4,-2,-1,1,1,0
1103,2008-04-19,Fulham,Liverpool,0,2,A,2008-04-19,0,5,2,2,-2,3,0,3,-3
1104,2008-04-19,Middlesbrough,Bolton,0,1,A,2008-04-19,0,1,1,1,-1,0,0,3,-3
1105,2008-04-19,West Ham,Derby,2,1,H,2008-04-19,2,1,1,1,1,0,3,0,3
1106,2008-04-19,Wigan,Tottenham,1,1,D,2008-04-19,2,1,2,2,0,-1,1,1,0
1107,2008-04-20,Aston Villa,Birmingham,5,1,H,2008-04-26,5,3,1,1,4,2,3,0,3
1108,2008-04-20,Man City,Portsmouth,3,1,H,2008-04-26,5,1,4,4,1,-3,3,0,3
1109,2008-04-20,Newcastle,Sunderland,2,0,H,2008-04-26,4,3,2,2,2,1,3,0,3
1110,2008-04-26,Birmingham,Liverpool,2,2,D,2008-04-26,3,2,7,7,-4,-5,1,1,0
1111,2008-04-26,Chelsea,Man United,2,1,H,2008-04-26,2,1,1,1,1,0,3,0,3
1112,2008-04-26,Man City,Fulham,2,3,A,2008-04-26,5,3,4,4,1,-1,3,3,0
1113,2008-04-26,Sunderland,Middlesbrough,3,2,H,2008-04-26,3,2,4,4,-1,-2,3,0,3
1114,2008-04-26,Tottenham,Bolton,1,1,D,2008-04-26,1,1,1,1,0,0,1,1,0
1115,2008-04-26,West Ham,Newcastle,2,2,D,2008-04-26,2,4,2,2,0,2,1,1,0
1116,2008-04-26,Wigan,Reading,0,0,D,2008-04-26,0,0,0,0,0,0,1,1,0
1117,2008-04-27,Everton,Aston Villa,2,2,D,2008-05-03,2,2,2,2,0,0,1,1,0
1118,2008-04-27,Portsmouth,Blackburn,0,1,A,2008-05-03,0,4,3,3,-3,1,0,3,-3
1119,2008-04-28,Derby,Arsenal,2,6,A,2008-05-03,3,6,9,9,-6,-3,0,3,-3
1120,2008-05-03,Aston Villa,Wigan,0,2,A,2008-05-03,2,2,4,4,-2,-2,0,3,-3
1121,2008-05-03,Blackburn,Derby,3,1,H,2008-05-03,4,3,1,1,3,2,3,0,3
1122,2008-05-03,Bolton,Sunderland,2,0,H,2008-05-03,2,0,0,0,2,0,3,0,3
1123,2008-05-03,Fulham,Birmingham,2,0,H,2008-05-03,2,0,0,0,2,0,3,0,3
1124,2008-05-03,Man United,West Ham,4,1,H,2008-05-03,4,1,1,1,3,0,3,0,3
1125,2008-05-03,Middlesbrough,Portsmouth,2,0,H,2008-05-03,2,0,0,0,2,0,3,0,3
1126,2008-05-03,Reading,Tottenham,0,1,A,2008-05-03,0,1,1,1,-1,0,0,3,-3
1127,2008-05-04,Arsenal,Everton,1,0,H,2008-05-10,1,0,0,0,1,0,3,0,3
1128,2008-05-04,Liverpool,Man City,1,0,H,2008-05-10,1,0,0,0,1,0,3,0,3
1129,2008-05-05,Newcastle,Chelsea,0,2,A,2008-05-10,0,2,2,2,-2,0,0,3,-3
1130,2008-05-11,Birmingham,Blackburn,4,1,H,2008-05-17,4,1,1,1,3,0,3,0,3
1131,2008-05-11,Chelsea,Bolton,1,1,D,2008-05-17,1,1,1,1,0,0,1,1,0
1132,2008-05-11,Derby,Reading,0,4,A,2008-05-17,0,4,4,4,-4,0,0,3,-3
1133,2008-05-11,Everton,Newcastle,3,1,H,2008-05-17,3,1,1,1,2,0,3,0,3
1134,2008-05-11,Middlesbrough,Man City,8,1,H,2008-05-17,8,1,1,1,7,0,3,0,3
1135,2008-05-11,Portsmouth,Fulham,0,1,A,2008-05-17,0,1,1,1,-1,0,0,3,-3
1136,2008-05-11,Sunderland,Arsenal,0,1,A,2008-05-17,0,1,1,1,-1,0,0,3,-3
1137,2008-05-11,Tottenham,Liverpool,0,2,A,2008-05-17,0,2,2,2,-2,0,0,3,-3
1138,2008-05-11,West Ham,Aston Villa,2,2,D,2008-05-17,2,2,2,2,0,0,1,1,0
1139,2008-05-11,Wigan,Man United,0,2,A,2008-05-17,0,2,2,2,-2,0,0,3,-3
1140,2008-08-16,Arsenal,West Brom,1,0,H,2008-08-16,1,0,0,0,1,0,3,0,3
1141,2008-08-16,Bolton,Stoke,3,1,H,2008-08-16,3,1,1,1,2,0,3,0,3
1142,2008-08-16,Everton,Blackburn,2,3,A,2008-08-16,2,3,3,3,-1,0,0,3,-3
1143,2008-08-16,Hull,Fulham,2,1,H,2008-08-16,2,1,1,1,1,0,3,0,3
1144,2008-08-16,Middlesbrough,Tottenham,2,1,H,2008-08-16,2,1,1,1,1,0,3,0,3
1145,2008-08-16,Sunderland,Liverpool,0,1,A,2008-08-16,0,1,1,1,-1,0,0,3,-3
1146,2008-08-16,West Ham,Wigan,2,1,H,2008-08-16,2,1,1,1,1,0,3,0,3
1147,2008-08-17,Aston Villa,Man City,4,2,H,2008-08-23,6,2,5,5,1,-3,3,0,3
1148,2008-08-17,Chelsea,Portsmouth,4,0,H,2008-08-23,4,0,0,0,4,0,3,0,3
1149,2008-08-17,Man United,Newcastle,1,1,D,2008-08-23,1,2,1,1,0,1,1,1,0
1150,2008-08-23,Blackburn,Hull,1,1,D,2008-08-23,1,1,1,1,0,0,1,1,0
1151,2008-08-23,Fulham,Arsenal,1,0,H,2008-08-23,1,0,0,0,1,0,3,0,3
1152,2008-08-23,Liverpool,Middlesbrough,2,1,H,2008-08-23,2,1,1,1,1,0,3,0,3
1153,2008-08-23,Newcastle,Bolton,1,0,H,2008-08-23,2,0,1,1,1,-1,3,0,3
1154,2008-08-23,Stoke,Aston Villa,3,2,H,2008-08-23,3,6,2,2,1,4,3,0,3
1155,2008-08-23,Tottenham,Sunderland,1,2,A,2008-08-23,1,2,2,2,-1,0,0,3,-3
1156,2008-08-23,West Brom,Everton,1,2,A,2008-08-23,1,2,2,2,-1,0,0,3,-3
1157,2008-08-24,Man City,West Ham,3,0,H,2008-08-30,3,4,0,0,3,4,3,0,3
1158,2008-08-24,Wigan,Chelsea,0,1,A,2008-08-30,5,1,1,1,4,0,0,3,-3
1159,2008-08-25,Portsmouth,Man United,0,1,A,2008-08-30,3,1,1,1,2,0,0,3,-3
1160,2008-08-30,Arsenal,Newcastle,3,0,H,2008-08-30,3,0,0,0,3,0,3,0,3
1161,2008-08-30,Bolton,West Brom,0,0,D,2008-08-30,0,0,0,0,0,0,1,1,0
