,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_interval,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff
3463,2014-09-20,Swansea,Southampton,0,1,A,2014-09-20,0,1,1,1,-1,0,0,3,-3
3464,2014-09-20,West Ham,Liverpool,3,1,H,2014-09-20,5,1,3,3,2,-2,3,0,3
3465,2014-09-21,Everton,Crystal Palace,2,3,A,2014-09-27,3,5,4,4,-1,1,0,3,-3
3466,2014-09-21,Leicester,Man United,5,3,H,2014-09-27,5,5,5,5,0,0,3,0,3
3467,2014-09-21,Man City,Chelsea,1,1,D,2014-09-27,5,4,3,3,2,1,1,1,0
3468,2014-09-21,Tottenham,West Brom,0,1,A,2014-09-27,1,1,2,2,-1,-1,0,3,-3
3469,2014-09-27,Arsenal,Tottenham,1,1,D,2014-09-27,1,1,1,1,0,0,1,1,0
3470,2014-09-27,Chelsea,Aston Villa,3,0,H,2014-09-27,4,0,1,1,3,-1,3,0,3
3471,2014-09-27,Crystal Palace,Leicester,2,0,H,2014-09-27,5,5,2,2,3,3,3,0,3
3472,2014-09-27,Hull,Man City,2,4,A,2014-09-27,2,5,4,4,-2,1,0,3,-3
3473,2014-09-27,Liverpool,Everton,1,1,D,2014-09-27,1,3,1,1,0,2,1,1,0
3474,2014-09-27,Man United,West Ham,2,1,H,2014-09-27,5,1,6,6,-1,-5,3,0,3
3475,2014-09-27,Southampton,QPR,2,1,H,2014-09-27,2,1,1,1,1,0,3,0,3
3476,2014-09-27,Sunderland,Swansea,0,0,D,2014-09-27,0,0,0,0,0,0,1,1,0
3477,2014-09-28,West Brom,Burnley,4,0,H,2014-10-04,5,2,2,2,3,0,3,1,2
3478,2014-09-29,Stoke,Newcastle,1,0,H,2014-10-04,2,2,3,3,-1,-1,3,1,2
3479,2014-10-04,Aston Villa,Man City,0,2,A,2014-10-04,0,2,2,2,-2,0,0,3,-3
3480,2014-10-04,Hull,Crystal Palace,2,0,H,2014-10-04,2,0,0,0,2,0,3,0,3
3481,2014-10-04,Leicester,Burnley,2,2,D,2014-10-04,2,2,2,2,0,0,1,1,0
3482,2014-10-04,Liverpool,West Brom,2,1,H,2014-10-04,2,5,1,1,1,4,3,0,3
3483,2014-10-04,Sunderland,Stoke,3,1,H,2014-10-04,3,2,1,1,2,1,3,0,3
3484,2014-10-04,Swansea,Newcastle,2,2,D,2014-10-04,2,2,2,2,0,0,1,1,0
3485,2014-10-05,Chelsea,Arsenal,2,0,H,2014-10-11,2,0,0,0,2,0,3,0,3
3486,2014-10-05,Man United,Everton,2,1,H,2014-10-11,2,1,1,1,1,0,3,0,3
3487,2014-10-05,Tottenham,Southampton,1,0,H,2014-10-11,1,0,0,0,1,0,3,0,3
3488,2014-10-05,West Ham,QPR,2,0,H,2014-10-11,2,0,0,0,2,0,3,0,3
3489,2014-10-18,Arsenal,Hull,2,2,D,2014-10-18,2,2,2,2,0,0,1,1,0
3490,2014-10-18,Burnley,West Ham,1,3,A,2014-10-18,1,3,3,3,-2,0,0,3,-3
3491,2014-10-18,Crystal Palace,Chelsea,1,2,A,2014-10-18,1,2,2,2,-1,0,0,3,-3
3492,2014-10-18,Everton,Aston Villa,3,0,H,2014-10-18,3,0,0,0,3,0,3,0,3
3493,2014-10-18,Man City,Tottenham,4,1,H,2014-10-18,4,1,1,1,3,0,3,0,3
3494,2014-10-18,Newcastle,Leicester,1,0,H,2014-10-18,1,0,0,0,1,0,3,0,3
3495,2014-10-18,Southampton,Sunderland,8,0,H,2014-10-18,8,0,0,0,8,0,3,0,3
3496,2014-10-19,QPR,Liverpool,2,3,A,2014-10-25,2,3,3,3,-1,0,0,3,-3
3497,2014-10-19,Stoke,Swansea,2,1,H,2014-10-25,2,3,2,2,0,1,3,0,3
3498,2014-10-20,West Brom,Man United,2,2,D,2014-10-25,4,2,4,4,0,-2,2,1,1
3499,2014-10-25,Liverpool,Hull,0,0,D,2014-10-25,3,0,2,2,1,-2,1,1,0
3500,2014-10-25,Southampton,Stoke,1,0,H,2014-10-25,1,2,0,0,1,2,3,0,3
3501,2014-10-25,Sunderland,Arsenal,0,2,A,2014-10-25,0,2,2,2,-2,0,0,3,-3
3502,2014-10-25,Swansea,Leicester,2,0,H,2014-10-25,3,0,2,2,1,-2,3,0,3
3503,2014-10-25,West Brom,Crystal Palace,2,2,D,2014-10-25,4,2,4,4,0,-2,2,1,1
3504,2014-10-25,West Ham,Man City,2,1,H,2014-10-25,2,1,1,1,1,0,3,0,3
3505,2014-10-26,Burnley,Everton,1,3,A,2014-11-01,1,3,6,6,-5,-3,0,3,-3
3506,2014-10-26,Man United,Chelsea,1,1,D,2014-11-01,1,3,1,1,0,2,1,1,0
3507,2014-10-26,Tottenham,Newcastle,1,2,A,2014-11-01,1,3,2,2,-1,1,0,3,-3
3508,2014-10-27,QPR,Aston Villa,2,0,H,2014-11-01,3,0,2,2,1,-2,3,0,3
3509,2014-11-01,Arsenal,Burnley,3,0,H,2014-11-01,3,1,0,0,3,1,3,0,3
3510,2014-11-01,Chelsea,QPR,2,1,H,2014-11-01,3,3,2,2,1,1,3,0,3
3511,2014-11-01,Everton,Swansea,0,0,D,2014-11-01,3,0,1,1,2,-1,1,1,0
3512,2014-11-01,Hull,Southampton,0,1,A,2014-11-01,0,1,1,1,-1,0,0,3,-3
3513,2014-11-01,Leicester,West Brom,0,1,A,2014-11-01,0,1,1,1,-1,0,0,3,-3
3514,2014-11-01,Newcastle,Liverpool,1,0,H,2014-11-01,3,0,1,1,2,-1,3,0,3
3515,2014-11-01,Stoke,West Ham,2,2,D,2014-11-01,2,2,2,2,0,0,1,1,0
3516,2014-11-02,Aston Villa,Tottenham,1,2,A,2014-11-08,1,2,2,2,-1,0,0,3,-3
3517,2014-11-02,Man City,Man United,1,0,H,2014-11-08,3,1,2,2,1,-1,3,0,3
3518,2014-11-03,Crystal Palace,Sunderland,1,3,A,2014-11-08,1,3,4,4,-3,-1,0,3,-3
3519,2014-11-08,Burnley,Hull,1,0,H,2014-11-08,1,0,0,0,1,0,3,0,3
3520,2014-11-08,Liverpool,Chelsea,1,2,A,2014-11-08,1,2,2,2,-1,0,0,3,-3
3521,2014-11-08,Man United,Crystal Palace,1,0,H,2014-11-08,1,1,1,1,0,0,3,0,3
3522,2014-11-08,QPR,Man City,2,2,D,2014-11-08,2,3,2,2,0,1,1,1,0
3523,2014-11-08,Southampton,Leicester,2,0,H,2014-11-08,2,0,0,0,2,0,3,0,3
3524,2014-11-08,West Ham,Aston Villa,0,0,D,2014-11-08,0,1,0,0,0,1,1,1,0
3525,2014-11-09,Sunderland,Everton,1,1,D,2014-11-15,1,1,1,1,0,0,1,1,0
3526,2014-11-09,Swansea,Arsenal,2,1,H,2014-11-15,2,1,1,1,1,0,3,0,3
3527,2014-11-09,Tottenham,Stoke,1,2,A,2014-11-15,1,2,2,2,-1,0,0,3,-3
3528,2014-11-09,West Brom,Newcastle,0,2,A,2014-11-15,0,2,2,2,-2,0,0,3,-3
3529,2014-11-22,Arsenal,Man United,1,2,A,2014-11-22,1,2,2,2,-1,0,0,3,-3
3530,2014-11-22,Chelsea,West Brom,2,0,H,2014-11-22,2,0,0,0,2,0,3,0,3
3531,2014-11-22,Everton,West Ham,2,1,H,2014-11-22,2,1,1,1,1,0,3,0,3
3532,2014-11-22,Leicester,Sunderland,0,0,D,2014-11-22,0,0,0,0,0,0,1,1,0
3533,2014-11-22,Man City,Swansea,2,1,H,2014-11-22,2,1,1,1,1,0,3,0,3
3534,2014-11-22,Newcastle,QPR,1,0,H,2014-11-22,1,0,0,0,1,0,3,0,3
3535,2014-11-22,Stoke,Burnley,1,2,A,2014-11-22,1,2,2,2,-1,0,0,3,-3
3536,2014-11-23,Crystal Palace,Liverpool,3,1,H,2014-11-29,4,2,2,2,2,0,3,0,3
3537,2014-11-23,Hull,Tottenham,1,2,A,2014-11-29,1,2,5,5,-4,-3,0,3,-3
3538,2014-11-24,Aston Villa,Southampton,1,1,D,2014-11-29,2,1,2,2,0,-1,1,1,0
3539,2014-11-29,Burnley,Aston Villa,1,1,D,2014-11-29,1,2,1,1,0,1,1,1,0
3540,2014-11-29,Liverpool,Stoke,1,0,H,2014-11-29,2,0,3,3,-1,-3,3,0,3
3541,2014-11-29,Man United,Hull,3,0,H,2014-11-29,3,1,0,0,3,1,3,0,3
3542,2014-11-29,QPR,Leicester,3,2,H,2014-11-29,3,2,2,2,1,0,3,0,3
3543,2014-11-29,Sunderland,Chelsea,0,0,D,2014-11-29,0,0,0,0,0,0,1,1,0
3544,2014-11-29,Swansea,Crystal Palace,1,1,D,2014-11-29,1,4,1,1,0,3,1,1,0
3545,2014-11-29,West Brom,Arsenal,0,1,A,2014-11-29,0,1,1,1,-1,0,0,3,-3
3546,2014-11-29,West Ham,Newcastle,1,0,H,2014-11-29,1,0,0,0,1,0,3,0,3
3547,2014-11-30,Southampton,Man City,0,3,A,2014-12-06,0,8,4,4,-4,4,0,6,-6
3548,2014-11-30,Tottenham,Everton,2,1,H,2014-12-06,2,2,4,4,-2,-2,4,0,4
3549,2014-12-02,Burnley,Newcastle,1,1,D,2014-12-06,1,3,3,3,-2,0,1,1,0
3550,2014-12-02,Crystal Palace,Aston Villa,0,1,A,2014-12-06,0,1,1,1,-1,0,0,3,-3
3551,2014-12-02,Leicester,Liverpool,1,3,A,2014-12-06,1,3,3,3,-2,0,0,3,-3
3552,2014-12-02,Man United,Stoke,2,1,H,2014-12-06,2,4,1,1,1,3,3,0,3
3553,2014-12-02,Swansea,QPR,2,0,H,2014-12-06,2,2,0,0,2,2,3,0,3
3554,2014-12-02,West Brom,West Ham,1,2,A,2014-12-06,1,2,2,2,-1,0,0,3,-3
3555,2014-12-03,Arsenal,Southampton,1,0,H,2014-12-06,3,0,3,3,0,-3,3,0,3
3556,2014-12-03,Chelsea,Tottenham,3,0,H,2014-12-06,4,2,2,2,2,0,3,0,3
3557,2014-12-03,Everton,Hull,1,1,D,2014-12-06,2,1,4,4,-2,-3,1,1,0
3558,2014-12-03,Sunderland,Man City,1,4,A,2014-12-06,1,8,4,4,-3,4,0,6,-6
3559,2014-12-06,Hull,West Brom,0,0,D,2014-12-06,1,1,1,1,0,0,1,1,0
3560,2014-12-06,Liverpool,Sunderland,0,0,D,2014-12-06,3,1,1,1,2,0,1,1,0
3561,2014-12-06,Man City,Everton,1,0,H,2014-12-06,8,2,1,1,7,1,3,0,3
3562,2014-12-06,Newcastle,Chelsea,2,1,H,2014-12-06,3,4,2,2,1,2,3,0,3
3563,2014-12-06,QPR,Burnley,2,0,H,2014-12-06,2,1,2,2,0,-1,3,0,3
3564,2014-12-06,Stoke,Arsenal,3,2,H,2014-12-06,4,3,4,4,0,-1,3,0,3
3565,2014-12-06,Tottenham,Crystal Palace,0,0,D,2014-12-06,2,0,4,4,-2,-4,4,1,3
3566,2014-12-07,Aston Villa,Leicester,2,1,H,2014-12-13,2,1,2,2,0,-1,3,0,3
3567,2014-12-07,West Ham,Swansea,3,1,H,2014-12-13,4,1,2,2,2,-1,3,0,3
3568,2014-12-08,Southampton,Man United,1,2,A,2014-12-13,1,2,3,3,-2,-1,0,3,-3
3569,2014-12-13,Arsenal,Newcastle,4,1,H,2014-12-13,4,1,1,1,3,0,3,0,3
3570,2014-12-13,Burnley,Southampton,1,0,H,2014-12-13,1,1,0,0,1,1,3,0,3
3571,2014-12-13,Chelsea,Hull,2,0,H,2014-12-13,2,0,0,0,2,0,3,0,3
3572,2014-12-13,Crystal Palace,Stoke,1,1,D,2014-12-13,1,1,1,1,0,0,1,1,0
3573,2014-12-13,Leicester,Man City,0,1,A,2014-12-13,1,1,3,3,-2,-2,0,3,-3
3574,2014-12-13,Sunderland,West Ham,1,1,D,2014-12-13,1,4,1,1,0,3,1,1,0
3575,2014-12-13,West Brom,Aston Villa,1,0,H,2014-12-13,1,2,0,0,1,2,3,0,3
3576,2014-12-14,Man United,Liverpool,3,0,H,2014-12-20,4,0,1,1,3,-1,3,0,3
3577,2014-12-14,Swansea,Tottenham,1,2,A,2014-12-20,2,4,2,2,0,2,0,3,-3
3578,2014-12-15,Everton,QPR,3,1,H,2014-12-20,3,4,4,4,-1,0,3,0,3
3579,2014-12-20,Aston Villa,Man United,1,1,D,2014-12-20,1,4,1,1,0,3,1,1,0
3580,2014-12-20,Hull,Swansea,0,1,A,2014-12-20,0,2,1,1,-1,1,0,3,-3
3581,2014-12-20,Man City,Crystal Palace,3,0,H,2014-12-20,3,0,0,0,3,0,3,0,3
3582,2014-12-20,QPR,West Brom,3,2,H,2014-12-20,4,2,5,5,-1,-3,3,0,3
3583,2014-12-20,Southampton,Everton,3,0,H,2014-12-20,3,3,0,0,3,3,3,0,3
3584,2014-12-20,Tottenham,Burnley,2,1,H,2014-12-20,4,1,2,2,2,-1,3,0,3
3585,2014-12-20,West Ham,Leicester,2,0,H,2014-12-20,2,0,0,0,2,0,3,0,3
3586,2014-12-21,Liverpool,Arsenal,2,2,D,2014-12-27,3,4,2,2,1,2,1,1,0
3587,2014-12-21,Newcastle,Sunderland,0,1,A,2014-12-27,1,2,4,4,-3,-2,0,3,-3
3588,2014-12-22,Stoke,Chelsea,0,2,A,2014-12-27,1,4,2,2,-1,2,0,3,-3
3589,2014-12-26,Arsenal,QPR,2,1,H,2014-12-27,4,1,3,3,1,-2,3,0,3
3590,2014-12-26,Burnley,Liverpool,0,1,A,2014-12-27,0,3,1,1,-1,2,0,3,-3
3591,2014-12-26,Chelsea,West Ham,2,0,H,2014-12-27,4,0,0,0,4,0,3,0,3
3592,2014-12-26,Crystal Palace,Southampton,1,3,A,2014-12-27,1,3,3,3,-2,0,0,3,-3
3593,2014-12-26,Everton,Stoke,0,1,A,2014-12-27,0,1,1,1,-1,0,0,3,-3
3594,2014-12-26,Leicester,Tottenham,1,2,A,2014-12-27,1,2,2,2,-1,0,0,3,-3
3595,2014-12-26,Man United,Newcastle,3,1,H,2014-12-27,3,1,1,1,2,0,3,0,3
3596,2014-12-26,Sunderland,Hull,1,3,A,2014-12-27,2,3,3,3,-1,0,0,3,-3
3597,2014-12-26,Swansea,Aston Villa,1,0,H,2014-12-27,1,0,0,0,1,0,3,0,3
3598,2014-12-26,West Brom,Man City,1,3,A,2014-12-27,1,3,3,3,-2,0,0,3,-3
3599,2014-12-28,Aston Villa,Sunderland,0,0,D,2015-01-03,0,2,0,0,0,2,2,1,1
3600,2014-12-28,Hull,Leicester,0,1,A,2015-01-03,2,3,1,1,1,2,3,4,-1
3601,2014-12-28,Man City,Burnley,2,2,D,2015-01-03,5,5,4,4,1,1,4,2,2
3602,2014-12-28,Newcastle,Everton,3,2,H,2015-01-03,6,2,5,5,1,-3,4,0,4
3603,2014-12-28,QPR,Crystal Palace,0,0,D,2015-01-03,1,0,1,1,0,-1,2,2,0
3604,2014-12-28,Southampton,Chelsea,1,1,D,2015-01-03,3,4,1,1,2,3,4,1,3
3605,2014-12-28,Stoke,West Brom,2,0,H,2015-01-03,3,1,1,1,2,0,4,1,3
3606,2014-12-28,Tottenham,Man United,0,0,D,2015-01-03,5,1,3,3,2,-2,4,2,2
3607,2014-12-28,West Ham,Arsenal,1,2,A,2015-01-03,2,2,3,3,-1,-1,1,3,-2
3608,2014-12-29,Liverpool,Swansea,4,1,H,2015-01-03,6,2,3,3,3,-1,4,1,3
3609,2015-01-01,Aston Villa,Crystal Palace,0,0,D,2015-01-03,0,0,0,0,0,0,2,2,0
3610,2015-01-01,Hull,Everton,2,0,H,2015-01-03,2,2,1,1,1,1,3,0,3
3611,2015-01-01,Liverpool,Leicester,2,2,D,2015-01-03,6,3,3,3,3,0,4,4,0
3612,2015-01-01,Man City,Sunderland,3,2,H,2015-01-03,5,2,4,4,1,-2,4,1,3
3613,2015-01-01,Newcastle,Burnley,3,3,D,2015-01-03,6,5,5,5,1,0,4,2,2
3614,2015-01-01,QPR,Swansea,1,1,D,2015-01-03,1,2,1,1,0,1,2,1,1
3615,2015-01-01,Southampton,Arsenal,2,0,H,2015-01-03,3,2,1,1,2,1,4,3,1
3616,2015-01-01,Stoke,Man United,1,1,D,2015-01-03,3,1,1,1,2,0,4,2,2
3617,2015-01-01,Tottenham,Chelsea,5,3,H,2015-01-03,5,4,3,3,2,1,4,1,3
3618,2015-01-01,West Ham,West Brom,1,1,D,2015-01-03,2,1,3,3,-1,-2,1,1,0
3619,2015-01-10,Burnley,QPR,2,1,H,2015-01-10,2,1,1,1,1,0,3,0,3
3620,2015-01-10,Chelsea,Newcastle,2,0,H,2015-01-10,2,0,0,0,2,0,3,0,3
3621,2015-01-10,Crystal Palace,Tottenham,2,1,H,2015-01-10,2,1,1,1,1,0,3,0,3
3622,2015-01-10,Everton,Man City,1,1,D,2015-01-10,1,1,1,1,0,0,1,1,0
3623,2015-01-10,Leicester,Aston Villa,1,0,H,2015-01-10,1,0,0,0,1,0,3,0,3
3624,2015-01-10,Sunderland,Liverpool,0,1,A,2015-01-10,0,1,1,1,-1,0,0,3,-3
3625,2015-01-10,Swansea,West Ham,1,1,D,2015-01-10,1,1,1,1,0,0,1,1,0
3626,2015-01-10,West Brom,Hull,1,0,H,2015-01-10,1,0,0,0,1,0,3,0,3
3627,2015-01-11,Arsenal,Stoke,3,0,H,2015-01-17,3,1,0,0,3,1,3,3,0
3628,2015-01-11,Man United,Southampton,0,1,A,2015-01-17,2,3,1,1,1,2,0,6,-6
3629,2015-01-17,Aston Villa,Liverpool,0,2,A,2015-01-17,0,2,2,2,-2,0,0,3,-3
3630,2015-01-17,Burnley,Crystal Palace,2,3,A,2015-01-17,2,3,3,3,-1,0,0,3,-3
3631,2015-01-17,Leicester,Stoke,0,1,A,2015-01-17,0,1,1,1,-1,0,0,3,-3
3632,2015-01-17,Newcastle,Southampton,1,2,A,2015-01-17,1,3,2,2,-1,1,0,6,-6
3633,2015-01-17,QPR,Man United,0,2,A,2015-01-17,0,2,2,2,-2,0,0,3,-3
3634,2015-01-17,Swansea,Chelsea,0,5,A,2015-01-17,0,5,5,5,-5,0,0,3,-3
3635,2015-01-17,Tottenham,Sunderland,2,1,H,2015-01-17,2,1,1,1,1,0,3,0,3
3636,2015-01-18,Man City,Arsenal,0,2,A,2015-01-24,0,2,2,2,-2,0,0,3,-3
3637,2015-01-18,West Ham,Hull,3,0,H,2015-01-24,3,0,0,0,3,0,3,0,3
3638,2015-01-19,Everton,West Brom,0,0,D,2015-01-24,0,0,0,0,0,0,1,1,0
3639,2015-01-31,Chelsea,Man City,1,1,D,2015-01-31,1,1,1,1,0,0,1,1,0
3640,2015-01-31,Crystal Palace,Everton,0,1,A,2015-01-31,0,1,1,1,-1,0,0,3,-3
3641,2015-01-31,Hull,Newcastle,0,3,A,2015-01-31,0,3,3,3,-3,0,0,3,-3
3642,2015-01-31,Liverpool,West Ham,2,0,H,2015-01-31,2,0,0,0,2,0,3,0,3
3643,2015-01-31,Man United,Leicester,3,1,H,2015-01-31,3,1,1,1,2,0,3,0,3
3644,2015-01-31,Stoke,QPR,3,1,H,2015-01-31,3,1,1,1,2,0,3,0,3
3645,2015-01-31,Sunderland,Burnley,2,0,H,2015-01-31,2,0,0,0,2,0,3,0,3
3646,2015-01-31,West Brom,Tottenham,0,3,A,2015-01-31,0,3,3,3,-3,0,0,3,-3
3647,2015-02-01,Arsenal,Aston Villa,5,0,H,2015-02-07,6,1,2,2,4,-1,3,0,3
3648,2015-02-01,Southampton,Swansea,0,1,A,2015-02-07,1,2,1,1,0,1,0,3,-3
3649,2015-02-07,Aston Villa,Chelsea,1,2,A,2015-02-07,1,2,7,7,-6,-5,0,3,-3
3650,2015-02-07,Everton,Liverpool,0,0,D,2015-02-07,0,0,0,0,0,0,1,1,0
3651,2015-02-07,Leicester,Crystal Palace,0,1,A,2015-02-07,0,1,1,1,-1,0,0,3,-3
3652,2015-02-07,Man City,Hull,1,1,D,2015-02-07,1,1,1,1,0,0,1,1,0
3653,2015-02-07,QPR,Southampton,0,1,A,2015-02-07,0,1,1,1,-1,0,0,3,-3
3654,2015-02-07,Swansea,Sunderland,1,1,D,2015-02-07,2,1,1,1,1,0,1,1,0
3655,2015-02-07,Tottenham,Arsenal,2,1,H,2015-02-07,2,6,1,1,1,5,3,0,3
3656,2015-02-08,Burnley,West Brom,2,2,D,2015-02-14,3,4,5,5,-2,-1,1,1,0
3657,2015-02-08,Newcastle,Stoke,1,1,D,2015-02-14,2,2,2,2,0,0,1,1,0
3658,2015-02-08,West Ham,Man United,1,1,D,2015-02-14,1,4,1,1,0,3,1,1,0
3659,2015-02-10,Arsenal,Leicester,2,1,H,2015-02-14,2,1,1,1,1,0,3,0,3
3660,2015-02-10,Hull,Aston Villa,2,0,H,2015-02-14,2,0,0,0,2,0,3,0,3
3661,2015-02-10,Liverpool,Tottenham,3,2,H,2015-02-14,3,2,2,2,1,0,3,0,3
3662,2015-02-10,Sunderland,QPR,0,2,A,2015-02-14,0,2,2,2,-2,0,0,3,-3
3663,2015-02-11,Chelsea,Everton,1,0,H,2015-02-14,1,0,0,0,1,0,3,0,3
3664,2015-02-11,Crystal Palace,Newcastle,1,1,D,2015-02-14,1,2,1,1,0,1,1,1,0
3665,2015-02-11,Man United,Burnley,3,1,H,2015-02-14,4,3,2,2,2,1,3,0,3
3666,2015-02-11,Southampton,West Ham,0,0,D,2015-02-14,0,1,0,0,0,1,1,1,0
3667,2015-02-11,Stoke,Man City,1,4,A,2015-02-14,2,4,5,5,-3,-1,0,3,-3
3668,2015-02-11,West Brom,Swansea,2,0,H,2015-02-14,4,0,2,2,2,-2,3,0,3
3669,2015-02-21,Aston Villa,Stoke,1,2,A,2015-02-21,1,2,2,2,-1,0,0,3,-3
3670,2015-02-21,Chelsea,Burnley,1,1,D,2015-02-21,1,1,1,1,0,0,1,1,0
3671,2015-02-21,Crystal Palace,Arsenal,1,2,A,2015-02-21,1,2,2,2,-1,0,0,3,-3
3672,2015-02-21,Hull,QPR,2,1,H,2015-02-21,2,1,1,1,1,0,3,0,3
3673,2015-02-21,Man City,Newcastle,5,0,H,2015-02-21,5,0,0,0,5,0,3,0,3
3674,2015-02-21,Sunderland,West Brom,0,0,D,2015-02-21,0,0,0,0,0,0,1,1,0
3675,2015-02-21,Swansea,Man United,2,1,H,2015-02-21,2,1,1,1,1,0,3,0,3
3676,2015-02-22,Everton,Leicester,2,2,D,2015-02-28,2,2,2,2,0,0,1,1,0
3677,2015-02-22,Southampton,Liverpool,0,2,A,2015-02-28,0,2,3,3,-3,-1,0,3,-3
3678,2015-02-22,Tottenham,West Ham,2,2,D,2015-02-28,2,3,2,2,0,1,1,1,0
3679,2015-02-28,Burnley,Swansea,0,1,A,2015-02-28,0,1,1,1,-1,0,0,3,-3
3680,2015-02-28,Man United,Sunderland,2,0,H,2015-02-28,2,0,0,0,2,0,3,0,3
3681,2015-02-28,Newcastle,Aston Villa,1,0,H,2015-02-28,1,0,0,0,1,0,3,0,3
3682,2015-02-28,Stoke,Hull,1,0,H,2015-02-28,1,0,0,0,1,0,3,0,3
3683,2015-02-28,West Brom,Southampton,1,0,H,2015-02-28,1,0,0,0,1,0,3,0,3
3684,2015-02-28,West Ham,Crystal Palace,1,3,A,2015-02-28,3,3,5,5,-2,-2,0,3,-3
3685,2015-03-01,Arsenal,Everton,2,0,H,2015-03-07,4,0,1,1,3,-1,3,0,3
3686,2015-03-01,Liverpool,Man City,2,1,H,2015-03-07,4,3,1,1,3,2,6,0,6
3687,2015-03-03,Aston Villa,West Brom,2,1,H,2015-03-07,2,1,1,1,1,0,3,0,3
3688,2015-03-03,Hull,Sunderland,1,1,D,2015-03-07,1,1,1,1,0,0,1,1,0
3689,2015-03-03,Southampton,Crystal Palace,1,0,H,2015-03-07,1,0,0,0,1,0,3,0,3
3690,2015-03-04,Liverpool,Burnley,2,0,H,2015-03-07,4,0,1,1,3,-1,6,0,6
3691,2015-03-04,Man City,Leicester,2,0,H,2015-03-07,3,0,2,2,1,-2,3,0,3
3692,2015-03-04,Newcastle,Man United,0,1,A,2015-03-07,0,1,1,1,-1,0,0,3,-3
3693,2015-03-04,QPR,Arsenal,1,2,A,2015-03-07,2,4,4,4,-2,0,0,3,-3
3694,2015-03-04,Stoke,Everton,2,0,H,2015-03-07,2,0,0,0,2,0,3,0,3
3695,2015-03-04,Tottenham,Swansea,3,2,H,2015-03-07,5,2,3,3,2,-1,3,0,3
3696,2015-03-04,West Ham,Chelsea,0,1,A,2015-03-07,0,1,1,1,-1,0,0,3,-3
3697,2015-03-07,QPR,Tottenham,1,2,A,2015-03-07,2,5,4,4,-2,1,0,3,-3
3698,2015-03-14,Arsenal,West Ham,3,0,H,2015-03-14,3,0,0,0,3,0,3,0,3
3699,2015-03-14,Burnley,Man City,1,0,H,2015-03-14,1,0,0,0,1,0,3,0,3
3700,2015-03-14,Crystal Palace,QPR,3,1,H,2015-03-14,3,1,1,1,2,0,3,0,3
3701,2015-03-14,Leicester,Hull,0,0,D,2015-03-14,0,0,0,0,0,0,1,1,0
3702,2015-03-14,Sunderland,Aston Villa,0,4,A,2015-03-14,0,4,4,4,-4,0,0,3,-3
3703,2015-03-14,West Brom,Stoke,1,0,H,2015-03-14,1,0,0,0,1,0,3,0,3
3704,2015-03-15,Chelsea,Southampton,1,1,D,2015-03-21,1,3,1,1,0,2,1,1,0
3705,2015-03-15,Everton,Newcastle,3,0,H,2015-03-21,3,1,0,0,3,1,3,0,3
3706,2015-03-15,Man United,Tottenham,3,0,H,2015-03-21,3,4,0,0,3,4,3,0,3
3707,2015-03-16,Swansea,Liverpool,0,1,A,2015-03-21,1,1,1,1,0,0,0,3,-3
3708,2015-03-21,Aston Villa,Swansea,0,1,A,2015-03-21,0,1,1,1,-1,0,0,3,-3
3709,2015-03-21,Man City,West Brom,3,0,H,2015-03-21,3,0,0,0,3,0,3,0,3
3710,2015-03-21,Newcastle,Arsenal,1,2,A,2015-03-21,1,2,5,5,-4,-3,0,3,-3
3711,2015-03-21,Southampton,Burnley,2,0,H,2015-03-21,3,0,1,1,2,-1,3,0,3
3712,2015-03-21,Stoke,Crystal Palace,1,2,A,2015-03-21,1,2,2,2,-1,0,0,3,-3
3713,2015-03-21,Tottenham,Leicester,4,3,H,2015-03-21,4,3,6,6,-2,-3,3,0,3
3714,2015-03-21,West Ham,Sunderland,1,0,H,2015-03-21,1,0,0,0,1,0,3,0,3
3715,2015-03-22,Hull,Chelsea,2,3,A,2015-03-28,2,3,3,3,-1,0,0,3,-3
3716,2015-03-22,Liverpool,Man United,1,2,A,2015-03-28,1,2,2,2,-1,0,0,3,-3
3717,2015-03-22,QPR,Everton,1,2,A,2015-03-28,1,2,2,2,-1,0,0,3,-3
3718,2015-04-04,Arsenal,Liverpool,4,1,H,2015-04-04,4,1,1,1,3,0,3,0,3
3719,2015-04-04,Chelsea,Stoke,2,1,H,2015-04-04,2,1,1,1,1,0,3,0,3
3720,2015-04-04,Everton,Southampton,1,0,H,2015-04-04,1,0,0,0,1,0,3,0,3
3721,2015-04-04,Leicester,West Ham,2,1,H,2015-04-04,2,1,1,1,1,0,3,0,3
3722,2015-04-04,Man United,Aston Villa,3,1,H,2015-04-04,3,1,1,1,2,0,3,0,3
3723,2015-04-04,Swansea,Hull,3,1,H,2015-04-04,3,1,1,1,2,0,3,0,3
3724,2015-04-04,West Brom,QPR,1,4,A,2015-04-04,1,4,4,4,-3,0,0,3,-3
3725,2015-04-05,Burnley,Tottenham,0,0,D,2015-04-11,0,0,1,1,-1,-1,1,1,0
3726,2015-04-05,Sunderland,Newcastle,1,0,H,2015-04-11,2,0,4,4,-2,-4,3,0,3
3727,2015-04-06,Crystal Palace,Man City,2,1,H,2015-04-11,6,1,2,2,4,-1,3,0,3
