Season,Date,Date_interval,HomeTeam,AwayTeam,FTR,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA,Referee
2012/2013,2013-04-07,2013-04-13,Chelsea,Sunderland,H,59,33,32,43,24,-11,39,13,26,4,-3,36,29,1.33,4.933333333333334,9.933333333333334,N Swarbrick
2012/2013,2013-04-07,2013-04-13,Liverpool,West Ham,D,59,35,40,44,19,-19,27,11,12,2,-1,35,0,1.3533333333333335,5.1000000000000005,8.200000000000001,A Taylor
2012/2013,2013-04-07,2013-04-13,Newcastle,Fulham,H,41,43,56,46,-1,-13,25,15,5,3,1,37,33,2.0166666666666666,3.3833333333333333,3.766666666666666,K Friend
2012/2013,2013-04-07,2013-04-13,QPR,Wigan,D,28,36,51,56,-13,-8,15,17,-10,1,1,24,27,2.36,3.3166666666666664,3.033333333333333,P Dowd
2012/2013,2013-04-07,2013-04-13,Tottenham,Everton,D,53,47,38,35,20,2,38,18,24,-1,-2,39,34,2.1833333333333336,3.3166666666666664,3.366666666666667,A Marriner
2012/2013,2013-04-08,2013-04-13,Man United,Man City,A,70,55,31,26,31,10,48,33,41,12,-1,41,40,2.1666666666666665,3.4,3.3666666666666667,M Dean
2012/2013,2013-04-13,2013-04-13,Arsenal,Norwich,H,61,30,34,49,19,-22,34,10,22,3,-1,38,28,1.2433333333333334,6,11.933333333333332,M Jones
2012/2013,2013-04-13,2013-04-13,Aston Villa,Fulham,D,35,43,59,46,-29,-14,16,16,-15,-1,1,26,33,2.25,3.266666666666667,3.283333333333333,P Dowd
2012/2013,2013-04-13,2013-04-13,Everton,QPR,H,47,28,35,51,18,-16,37,10,25,3,-2,34,24,1.42,4.616666666666666,7.3999999999999995,L Mason
2012/2013,2013-04-13,2013-04-13,Reading,Liverpool,D,36,59,63,40,-9,13,26,22,-4,-3,1,0,35,7.116666666666667,4.36,1.4633333333333332,M Clattenburg
2012/2013,2013-04-13,2013-04-13,Southampton,West Ham,D,46,35,53,44,0,-19,27,13,7,2,-1,0,0,1.8533333333333335,3.65,4.1000000000000005,M Dean
2012/2013,2013-04-14,2013-04-20,Newcastle,Sunderland,A,42,34,56,45,0,-12,28,13,7,4,-4,37,29,1.92,3.4,4.183333333333334,H Webb
2012/2013,2013-04-14,2013-04-20,Stoke,Man United,A,28,71,39,33,2,23,29,35,12,-1,3,32,41,6.2,3.75,1.6000000000000003,J Moss
2012/2013,2013-04-16,2013-04-20,Arsenal,Everton,D,64,51,35,37,21,4,37,19,25,4,0,38,34,1.75,3.733333333333333,4.6499999999999995,N Swarbrick
2012/2013,2013-04-17,2013-04-20,Fulham,Chelsea,A,44,61,48,33,4,16,28,25,8,2,-3,33,36,4.3500000000000005,3.6833333333333336,1.8066666666666666,M Dean
2012/2013,2013-04-17,2013-04-20,Man City,Wigan,H,57,37,27,57,35,-8,42,18,36,2,0,40,27,1.25,6,11.5,J Moss
2012/2013,2013-04-17,2013-04-20,West Ham,Man United,D,36,71,45,33,5,25,25,39,8,1,3,0,41,5.2,3.75,1.6733333333333331,L Probert
2012/2013,2013-04-20,2013-04-20,Fulham,Arsenal,A,44,64,48,35,0,13,28,32,5,2,2,33,38,4.6499999999999995,3.766666666666667,1.75,A Marriner
2012/2013,2013-04-20,2013-04-20,Norwich,Reading,H,31,36,52,63,-1,-25,25,5,9,0,-4,28,0,1.7066666666666668,3.766666666666667,4.883333333333334,M Dean
2012/2013,2013-04-20,2013-04-20,QPR,Stoke,A,29,28,54,39,-15,-10,16,9,-10,0,-6,24,32,2.183333333333333,3.3666666666666667,3.3333333333333335,C Foy
2012/2013,2013-04-20,2013-04-20,Sunderland,Everton,H,34,51,45,37,-2,3,21,20,-9,-1,0,29,34,3.266666666666667,3.3333333333333335,2.233333333333333,P Dowd
2012/2013,2013-04-20,2013-04-20,Swansea,Southampton,D,43,47,42,54,12,-14,28,17,10,-2,1,31,0,2.31,3.3000000000000003,3.1,M Halsey
2012/2013,2013-04-20,2013-04-20,West Brom,Newcastle,D,42,42,43,56,8,-23,33,8,16,-1,-4,30,37,2.25,3.3333333333333335,3.216666666666667,M Jones
2012/2013,2013-04-20,2013-04-20,West Ham,Wigan,H,36,37,45,57,7,-11,29,18,8,1,0,0,27,2.2666666666666666,3.3166666666666664,3.2000000000000006,N Swarbrick
2012/2013,2013-04-21,2013-04-27,Liverpool,Chelsea,D,59,64,40,33,19,19,28,28,11,0,1,35,36,2.1333333333333333,3.4666666666666663,3.3666666666666667,K Friend
2012/2013,2013-04-21,2013-04-27,Tottenham,Man City,H,55,58,40,27,20,11,39,36,24,0,1,39,40,3.1166666666666667,3.383333333333333,2.283333333333333,L Mason
2012/2013,2013-04-22,2013-04-27,Man United,Aston Villa,H,75,36,35,60,30,-24,48,17,38,-1,2,41,26,1.24,6.333333333333333,11.266666666666666,A Taylor
2012/2013,2013-04-27,2013-04-27,Everton,Fulham,H,51,44,38,52,20,-15,40,17,28,4,0,34,33,1.5,4.166666666666667,6.866666666666667,J Moss
2012/2013,2013-04-27,2013-04-27,Man City,West Ham,H,58,40,27,47,36,-19,45,15,39,3,0,40,0,1.27,5.566666666666666,11.333333333333334,H Webb
2012/2013,2013-04-27,2013-04-27,Newcastle,Liverpool,A,43,59,60,40,-3,13,28,23,4,-1,0,37,35,2.86,3.383333333333333,2.4333333333333336,A Marriner
2012/2013,2013-04-27,2013-04-27,Southampton,West Brom,A,47,43,54,44,0,-8,28,18,6,0,-1,0,30,1.8666666666666665,3.6,4.166666666666667,R Madley
2012/2013,2013-04-27,2013-04-27,Stoke,Norwich,H,30,33,41,53,2,-24,29,10,8,-2,-2,32,28,2.1333333333333333,3.233333333333333,3.6,A Taylor
2012/2013,2013-04-27,2013-04-27,Wigan,Tottenham,D,37,55,60,40,-13,13,16,35,-16,2,1,27,39,3.7999999999999994,3.516666666666667,1.9666666666666668,M Atkinson
2012/2013,2013-04-28,2013-05-04,Arsenal,Man United,D,65,78,35,35,22,27,38,43,25,0,0,38,41,2.1166666666666667,3.5,3.3666666666666667,P Dowd
2012/2013,2013-04-28,2013-05-04,Chelsea,Swansea,H,66,43,35,42,25,-2,42,22,29,5,0,36,31,1.3033333333333335,5.416666666666667,9.6,M Clattenburg
2012/2013,2013-04-28,2013-05-04,Reading,QPR,D,37,29,65,56,-9,-18,27,10,-4,0,-3,0,24,2.5166666666666666,3.4,2.7433333333333336,K Friend
2012/2013,2013-04-29,2013-05-04,Aston Villa,Sunderland,H,36,38,63,45,-29,-8,17,16,-15,0,1,26,29,2.1666666666666665,3.2833333333333337,3.4666666666666663,L Probert
2012/2013,2013-05-04,2013-05-04,Fulham,Reading,A,44,37,53,65,-4,-26,28,5,2,-2,-5,33,0,1.6833333333333333,3.733333333333333,5.133333333333334,N Swarbrick
2012/2013,2013-05-04,2013-05-04,Norwich,Aston Villa,A,33,36,54,63,0,-27,28,17,12,1,-1,28,26,2.433333333333333,3.266666666666667,2.9333333333333336,K Friend
2012/2013,2013-05-04,2013-05-04,QPR,Arsenal,A,29,65,56,35,-17,14,16,35,-13,-1,3,24,38,7.533333333333334,4.783333333333333,1.3966666666666665,J Moss
2012/2013,2013-05-04,2013-05-04,Swansea,Man City,D,43,61,42,31,12,10,29,36,10,0,-1,31,40,4.833333333333333,3.75,1.7166666666666668,M Jones
2012/2013,2013-05-04,2013-05-04,Tottenham,Southampton,H,60,47,43,57,22,-14,42,18,27,1,0,39,0,1.4299999999999997,4.616666666666666,7.1000000000000005,M Clattenburg
2012/2013,2013-05-04,2013-05-04,West Brom,Wigan,A,46,39,44,62,8,-14,34,18,16,0,-2,30,27,2.3666666666666667,3.35,2.966666666666667,L Probert
2012/2013,2013-05-04,2013-05-04,West Ham,Newcastle,D,41,43,49,66,9,-26,33,9,12,1,0,0,37,2.3433333333333333,3.2999999999999994,3.0833333333333335,P Dowd
2012/2013,2013-05-05,2013-05-11,Liverpool,Everton,D,67,52,42,38,25,2,29,21,11,0,-1,35,34,1.9666666666666668,3.4333333333333336,3.9,M Oliver
2012/2013,2013-05-05,2013-05-11,Man United,Chelsea,A,79,68,36,35,33,19,51,29,41,1,0,41,36,2.15,3.4333333333333336,3.3333333333333335,H Webb
2012/2013,2013-05-06,2013-05-11,Sunderland,Stoke,D,39,31,51,41,2,-10,24,12,-7,1,1,29,32,2,3.3166666666666664,3.9333333333333336,L Mason
2012/2013,2013-05-07,2013-05-11,Man City,West Brom,H,61,48,31,47,35,-5,48,21,42,4,1,40,30,1.3633333333333333,4.933333333333334,8.200000000000001,P Dowd
2012/2013,2013-05-07,2013-05-11,Wigan,Swansea,A,42,43,64,44,-13,-4,17,22,-16,0,-1,27,31,1.7833333333333332,3.6166666666666667,4.566666666666666,K Friend
2012/2013,2013-05-08,2013-05-11,Chelsea,Tottenham,D,68,61,35,43,27,15,45,36,32,6,0,36,39,1.8733333333333333,3.6166666666666667,4.033333333333334,M Dean
2012/2013,2013-05-11,2013-05-11,Aston Villa,Chelsea,A,44,68,65,35,-23,21,20,35,-12,1,0,26,36,4.376666666666666,3.783333333333333,1.7666666666666666,L Mason
2012/2013,2013-05-12,2013-05-18,Everton,West Ham,H,52,41,38,49,21,-20,43,15,31,5,-1,34,0,1.4666666666666668,4.25,7.083333333333333,P Dowd
2012/2013,2013-05-12,2013-05-18,Fulham,Liverpool,A,46,67,57,42,-6,19,28,26,-1,-3,1,33,35,3.6,3.4666666666666663,2.0500000000000003,M Halsey
2012/2013,2013-05-12,2013-05-18,Man United,Swansea,H,79,46,37,46,32,-3,51,25,35,-1,1,41,31,1.2733333333333332,5.566666666666666,10.833333333333334,J Moss
2012/2013,2013-05-12,2013-05-18,Norwich,West Brom,H,34,48,56,48,-1,-6,28,21,9,-1,-1,28,30,2.066666666666667,3.4,3.5666666666666664,H Webb
2012/2013,2013-05-12,2013-05-18,QPR,Newcastle,A,29,43,57,66,-18,-26,16,10,-16,-2,0,24,37,3.266666666666667,3.3666666666666667,2.1999999999999997,L Probert
2012/2013,2013-05-12,2013-05-18,Stoke,Tottenham,A,32,63,42,45,3,15,32,37,11,1,0,32,39,4.333333333333333,3.516666666666667,1.8466666666666667,K Friend
2012/2013,2013-05-12,2013-05-18,Sunderland,Southampton,D,40,47,52,58,2,-15,25,18,-7,0,-1,29,0,2.65,3.0666666666666664,2.783333333333333,M Dean
2012/2013,2013-05-14,2013-05-18,Arsenal,Wigan,H,67,44,36,67,23,-13,39,21,25,0,1,38,27,1.36,5.25,7.616666666666667,M Dean
2012/2013,2013-05-14,2013-05-18,Reading,Man City,A,41,62,67,31,-7,10,28,37,-4,0,0,0,40,5.683333333333334,4.11,1.5666666666666667,M Atkinson
2012/2013,2013-05-19,2013-05-25,Chelsea,Everton,H,73,54,38,38,29,2,46,22,32,0,0,36,34,1.6166666666666665,3.9166666666666665,5.533333333333334,A Taylor
2012/2013,2013-05-19,2013-05-25,Liverpool,QPR,H,70,30,43,59,25,-19,30,11,11,0,0,35,24,1.2233333333333334,6.333333333333333,12,M Atkinson
2012/2013,2013-05-19,2013-05-25,Man City,Norwich,A,64,38,31,56,36,-25,51,10,45,5,-3,40,28,1.2933333333333332,5.333333333333333,10.333333333333334,M Halsey
2012/2013,2013-05-19,2013-05-25,Newcastle,Arsenal,A,45,71,67,37,-9,15,28,38,1,-2,4,37,38,6.166666666666667,4.376666666666666,1.4933333333333334,H Webb
2012/2013,2013-05-19,2013-05-25,Southampton,Stoke,D,48,33,59,44,-3,-10,28,13,3,-1,0,0,32,1.7666666666666666,3.5666666666666664,4.766666666666667,L Probert
2012/2013,2013-05-19,2013-05-25,Swansea,Fulham,A,47,47,48,60,10,-16,30,17,10,0,-1,31,33,1.7733333333333334,3.6833333333333336,4.483333333333333,L Mason
2012/2013,2013-05-19,2013-05-25,Tottenham,Sunderland,H,65,41,46,53,23,-13,45,16,30,2,-1,39,29,1.26,5.733333333333333,11.333333333333334,A Marriner
2012/2013,2013-05-19,2013-05-25,West Brom,Man United,D,48,81,52,38,7,27,34,44,13,-1,0,30,41,4.3999999999999995,3.6666666666666665,1.7933333333333332,M Oliver
2012/2013,2013-05-19,2013-05-25,West Ham,Reading,H,41,41,51,69,9,-24,34,8,12,0,1,0,0,1.6566666666666665,3.8000000000000003,5.316666666666666,M Dean
2012/2013,2013-05-19,2013-05-25,Wigan,Aston Villa,D,45,45,71,67,-14,-21,17,20,-19,-1,1,27,26,2.0833333333333335,3.4666666666666663,3.4666666666666663,N Swarbrick
2013/2014,2013-08-17,2013-08-17,Arsenal,Aston Villa,A,0,0,0,0,0,0,0,0,0,1,0,37,25,1.39,4.783333333333333,7.75,A Taylor
2013/2014,2013-08-17,2013-08-17,Liverpool,Stoke,H,0,0,0,0,0,0,0,0,0,1,0,35,29,1.3999999999999997,4.576666666666667,8.35,M Atkinson
2013/2014,2013-08-17,2013-08-17,Norwich,Everton,D,0,0,0,0,0,0,0,0,0,1,-1,28,36,3.066666666666667,3.3166666666666664,2.333333333333333,M Oliver
2013/2014,2013-08-17,2013-08-17,Sunderland,Fulham,A,0,0,0,0,0,0,0,0,0,0,1,27,30,2.25,3.266666666666667,3.2833333333333337,N Swarbrick
2013/2014,2013-08-17,2013-08-17,Swansea,Man United,A,0,0,0,0,0,0,0,0,0,-1,0,33,41,4.166666666666667,3.5,1.89,P Dowd
2013/2014,2013-08-17,2013-08-17,West Brom,Southampton,A,0,0,0,0,0,0,0,0,0,0,0,34,31,2.3,3.3166666666666664,3.1333333333333333,K Friend
2013/2014,2013-08-17,2013-08-17,West Ham,Cardiff,H,0,0,0,0,0,0,0,0,0,1,0,32,0,1.9366666666666668,3.483333333333333,3.9333333333333336,H Webb
2013/2014,2013-08-18,2013-08-24,Chelsea,Hull,H,0,0,0,0,0,0,0,0,0,1,0,39,0,1.1966666666666665,6.3500000000000005,16.333333333333332,J Moss
2013/2014,2013-08-18,2013-08-24,Crystal Palace,Tottenham,A,0,0,0,0,0,0,0,0,0,0,1,0,38,4.566666666666666,3.65,1.7833333333333332,M Clattenburg
2013/2014,2013-08-19,2013-08-24,Man City,Newcastle,H,0,0,0,0,0,0,0,0,0,-1,1,40,26,1.3099999999999998,5.25,9.916666666666666,A Marriner
2013/2014,2013-08-21,2013-08-24,Chelsea,Aston Villa,H,0,3,0,1,3,2,6,3,6,1,1,39,25,1.29,5.25,9.666666666666666,K Friend
2013/2014,2013-08-24,2013-08-24,Aston Villa,Liverpool,A,3,1,1,0,0,0,0,0,0,-1,2,25,35,3.8000000000000003,3.5499999999999994,1.9533333333333331,M Clattenburg
2013/2014,2013-08-24,2013-08-24,Everton,West Brom,D,2,0,2,1,0,0,0,0,0,6,-2,36,34,1.55,4.11,6.033333333333334,R East
2013/2014,2013-08-24,2013-08-24,Fulham,Arsenal,A,1,1,0,3,0,0,0,0,0,-4,5,30,37,3.5666666666666664,3.4333333333333336,2.0666666666666664,H Webb
2013/2014,2013-08-24,2013-08-24,Hull,Norwich,H,0,2,0,2,0,0,0,0,0,0,1,0,28,2.4166666666666665,3.3166666666666664,2.9333333333333336,M Jones
2013/2014,2013-08-24,2013-08-24,Newcastle,West Ham,D,0,2,0,0,0,0,0,0,0,-3,-2,26,32,2.216666666666667,3.2999999999999994,3.3166666666666664,P Dowd
2013/2014,2013-08-24,2013-08-24,Southampton,Sunderland,D,1,0,0,1,0,0,0,0,0,0,-2,31,27,1.7433333333333334,3.6833333333333336,4.833333333333333,L Mason
2013/2014,2013-08-24,2013-08-24,Stoke,Crystal Palace,H,0,0,1,0,0,0,0,0,0,-1,0,29,0,1.8099999999999998,3.5,4.6000000000000005,A Marriner
2013/2014,2013-08-25,2013-08-31,Cardiff,Man City,H,0,4,2,0,0,0,0,0,0,0,1,0,40,7.916666666666667,4.316666666666666,1.4366666666666665,L Probert
2013/2014,2013-08-25,2013-08-31,Tottenham,Swansea,H,1,1,0,4,0,0,0,0,0,3,-1,38,33,1.5633333333333335,3.9166666666666665,6.283333333333334,N Swarbrick
2013/2014,2013-08-26,2013-08-31,Man United,Chelsea,D,4,4,1,1,0,0,0,0,0,1,2,41,39,2.316666666666667,3.3333333333333335,3.1,M Atkinson
2013/2014,2013-08-31,2013-08-31,Cardiff,Everton,D,0,2,2,2,1,0,4,1,4,0,0,0,36,3.15,3.3166666666666664,2.2933333333333334,A Taylor
2013/2014,2013-08-31,2013-08-31,Crystal Palace,Sunderland,H,1,1,3,2,-2,0,0,1,-3,-1,0,0,27,2.516666666666667,3.25,2.8666666666666667,L Probert
2013/2014,2013-08-31,2013-08-31,Man City,Hull,H,4,1,0,2,4,-1,3,0,3,1,-1,40,0,1.1766666666666667,7.183333333333334,15.833333333333334,P Dowd
2013/2014,2013-08-31,2013-08-31,Newcastle,Fulham,H,0,2,4,3,-4,1,1,3,0,0,2,26,30,2.0999999999999996,3.3333333333333335,3.5499999999999994,C Foy
2013/2014,2013-08-31,2013-08-31,Norwich,Southampton,H,2,2,3,1,0,1,1,3,0,0,1,28,31,2.8166666666666664,3.25,2.533333333333333,H Webb
2013/2014,2013-08-31,2013-08-31,West Ham,Stoke,A,2,2,0,2,2,-1,3,0,3,2,-1,32,29,1.9366666666666668,3.4500000000000006,4.010000000000001,J Moss
2013/2014,2013-09-01,2013-09-07,Arsenal,Tottenham,H,4,2,4,0,-2,1,0,3,-3,-1,2,37,38,2.033333333333333,3.533333333333333,3.5666666666666664,M Oliver
2013/2014,2013-09-01,2013-09-07,Liverpool,Man United,H,2,4,0,1,1,3,3,3,3,2,1,35,41,2.61,3.2999999999999994,2.7099999999999995,A Marriner
2013/2014,2013-09-01,2013-09-07,West Brom,Swansea,A,0,1,1,5,-1,-1,0,0,-3,-1,-2,34,33,2.5166666666666666,3.3666666666666667,2.783333333333333,M Dean
2013/2014,2013-09-14,2013-09-14,Aston Villa,Newcastle,A,4,1,4,4,-2,-4,0,0,-3,-2,-1,25,26,2.15,3.3333333333333335,3.466666666666667,M Dean
2013/2014,2013-09-14,2013-09-14,Everton,Chelsea,H,2,4,2,1,0,0,1,1,0,0,0,36,39,3.466666666666667,3.3333333333333335,2.1833333333333336,H Webb
2013/2014,2013-09-14,2013-09-14,Fulham,West Brom,D,2,0,4,3,-2,0,0,1,-3,-5,0,30,34,2.1333333333333333,3.4,3.5,L Probert
2013/2014,2013-09-14,2013-09-14,Hull,Cardiff,D,1,3,4,4,-1,-2,3,0,3,1,-1,0,0,2.4166666666666665,3.25,3,R Madley
2013/2014,2013-09-14,2013-09-14,Man United,Crystal Palace,H,4,4,2,4,0,-2,1,0,0,0,-1,41,0,1.2033333333333334,6.433333333333334,14.333333333333334,J Moss
2013/2014,2013-09-14,2013-09-14,Stoke,Man City,D,3,8,2,3,1,1,3,0,3,1,-1,29,40,5.55,3.866666666666667,1.6233333333333333,M Clattenburg
2013/2014,2013-09-14,2013-09-14,Sunderland,Arsenal,A,2,5,5,4,-1,2,0,3,-3,-1,6,27,37,5.483333333333333,3.766666666666666,1.6566666666666665,M Atkinson
2013/2014,2013-09-14,2013-09-14,Tottenham,Norwich,H,2,3,1,3,1,-1,3,0,3,4,-1,38,28,1.4400000000000002,4.333333333333333,7.666666666666667,L Mason
2013/2014,2013-09-15,2013-09-21,Southampton,West Ham,D,2,2,2,1,0,0,1,1,0,0,0,31,32,1.86,3.5833333333333335,4.183333333333334,A Marriner
2013/2014,2013-09-16,2013-09-21,Swansea,Liverpool,D,3,3,5,0,-3,1,0,3,-3,-2,3,33,35,3.5666666666666664,3.4,2.1166666666666667,M Oliver
2013/2014,2013-09-21,2013-09-21,Chelsea,Fulham,H,4,3,2,5,6,0,12,3,12,3,-1,39,30,1.2833333333333332,5.416666666666667,10.833333333333334,A Marriner
2013/2014,2013-09-21,2013-09-21,Liverpool,Southampton,A,3,2,0,2,2,0,6,3,6,3,-1,35,31,1.5733333333333333,3.966666666666667,5.95,N Swarbrick
2013/2014,2013-09-21,2013-09-21,Newcastle,Hull,A,3,2,5,5,-3,-3,4,0,3,1,-2,26,0,1.8166666666666667,3.4500000000000006,4.666666666666667,M Atkinson
2013/2014,2013-09-21,2013-09-21,Norwich,Aston Villa,A,3,5,5,6,1,0,4,3,3,1,-1,28,25,2.3333333333333335,3.3333333333333335,3.0666666666666664,C Foy
2013/2014,2013-09-21,2013-09-21,West Brom,Sunderland,H,1,3,4,8,-3,-2,0,1,-6,-2,-1,34,27,2,3.3666666666666667,3.9,P Dowd
2013/2014,2013-09-21,2013-09-21,West Ham,Everton,A,2,3,1,2,1,0,3,2,0,-1,0,32,36,3,3.2999999999999994,2.4,L Mason
2013/2014,2013-09-22,2013-09-28,Arsenal,Stoke,H,8,3,5,2,-1,0,3,3,0,1,1,37,29,1.3533333333333335,4.933333333333334,8.783333333333333,M Dean
2013/2014,2013-09-22,2013-09-28,Cardiff,Tottenham,A,4,4,5,1,2,0,8,3,7,0,-1,0,38,4.316666666666666,3.5666666666666664,1.8366666666666667,M Clattenburg
2013/2014,2013-09-22,2013-09-28,Crystal Palace,Swansea,A,4,5,6,7,0,1,3,3,0,1,1,0,33,3.1,3.3333333333333335,2.3333333333333335,K Friend
2013/2014,2013-09-22,2013-09-28,Man City,Man United,H,8,6,3,2,5,2,6,3,6,2,-1,40,41,2.1500000000000004,3.3666666666666667,3.4,H Webb
2013/2014,2013-09-28,2013-09-28,Aston Villa,Man City,H,6,8,6,3,-3,1,0,1,-6,-3,0,25,40,6.366666666666667,4.066666666666667,1.5333333333333332,M Jones
2013/2014,2013-09-28,2013-09-28,Fulham,Cardiff,A,3,4,7,5,-2,-2,1,1,-3,0,0,30,0,2,3.383333333333333,3.8333333333333335,C Pawson
2013/2014,2013-09-28,2013-09-28,Hull,West Ham,H,5,4,7,4,-1,-1,4,2,3,0,0,0,32,2.3433333333333333,3.233333333333333,3.1333333333333333,K Friend
2013/2014,2013-09-28,2013-09-28,Man United,West Brom,A,6,4,2,4,2,0,4,2,3,1,0,41,34,1.2766666666666666,5.566666666666666,10.666666666666666,M Oliver
2013/2014,2013-09-28,2013-09-28,Southampton,Crystal Palace,H,3,4,2,6,1,-4,2,0,0,0,-2,31,0,1.4666666666666668,4.233333333333333,7.283333333333334,M Atkinson
2013/2014,2013-09-28,2013-09-28,Swansea,Arsenal,A,5,8,7,5,-3,4,1,6,-3,0,7,33,37,3.2000000000000006,3.3666666666666667,2.2433333333333336,M Clattenburg
2013/2014,2013-09-28,2013-09-28,Tottenham,Chelsea,D,4,6,1,2,3,-1,6,1,6,5,-1,38,39,2.65,3.266666666666667,2.6933333333333334,M Dean
2013/2014,2013-09-29,2013-10-05,Stoke,Norwich,A,4,3,5,6,1,-3,4,0,3,0,-2,29,28,1.9333333333333333,3.383333333333333,4.1000000000000005,A Taylor
2013/2014,2013-09-29,2013-10-05,Sunderland,Liverpool,A,3,5,11,3,-3,0,0,4,-6,-2,0,27,35,5.166666666666667,3.75,1.6733333333333331,H Webb
2013/2014,2013-09-30,2013-10-05,Everton,Newcastle,H,6,5,4,8,1,-3,4,3,3,1,1,36,26,1.6333333333333335,3.8333333333333335,5.533333333333334,P Dowd
2013/2014,2013-10-05,2013-10-05,Cardiff,Newcastle,A,6,5,7,8,2,-3,8,6,4,-1,1,0,26,2.316666666666667,3.3666666666666667,3.0666666666666664,K Friend
2013/2014,2013-10-05,2013-10-05,Fulham,Stoke,H,4,4,9,5,-3,-2,1,3,-6,-1,-1,30,29,2.3,3.266666666666667,3.2000000000000006,R East
2013/2014,2013-10-05,2013-10-05,Hull,Aston Villa,D,6,9,7,8,0,1,7,6,6,1,1,0,25,2.4000000000000004,3.266666666666667,3.016666666666667,M Clattenburg
2013/2014,2013-10-05,2013-10-05,Liverpool,Crystal Palace,H,5,4,3,10,1,-8,6,0,3,-1,-3,35,0,1.2066666666666668,6.5,14,A Taylor
2013/2014,2013-10-05,2013-10-05,Man City,Everton,H,14,6,7,4,7,1,9,5,9,3,1,40,36,1.6300000000000001,3.9666666666666663,5.3,J Moss
2013/2014,2013-10-05,2013-10-05,Sunderland,Man United,A,3,8,11,8,-6,-2,0,3,-9,-2,-2,27,41,5.7,3.966666666666667,1.5899999999999999,C Foy
2013/2014,2013-10-06,2013-10-12,Norwich,Chelsea,A,4,7,6,3,0,-1,4,2,0,-1,0,28,39,5.966666666666666,3.9333333333333336,1.5833333333333333,N Swarbrick
2013/2014,2013-10-06,2013-10-12,Southampton,Swansea,H,5,8,2,9,3,2,5,6,3,1,2,31,33,2.0500000000000003,3.4,3.6333333333333333,M Dean
2013/2014,2013-10-06,2013-10-12,Tottenham,West Ham,A,6,4,2,5,4,-2,7,2,6,0,-1,38,32,1.4366666666666665,4.383333333333334,7.75,L Probert
2013/2014,2013-10-06,2013-10-12,West Brom,Arsenal,D,6,13,5,7,0,7,3,9,-3,1,8,34,37,4.666666666666667,3.766666666666667,1.7333333333333334,L Mason
2013/2014,2013-10-19,2013-10-19,Arsenal,Norwich,H,14,5,8,9,2,-2,6,3,3,2,1,37,28,1.27,5.566666666666666,11.333333333333334,L Probert
2013/2014,2013-10-19,2013-10-19,Chelsea,Cardiff,H,10,7,4,9,8,-2,15,4,15,4,1,39,0,1.2433333333333334,5.916666666666667,12.766666666666666,A Taylor
2013/2014,2013-10-19,2013-10-19,Everton,Hull,H,10,6,9,7,0,-2,7,3,3,2,1,36,0,1.4566666666666668,4.233333333333333,7.783333333333334,N Swarbrick
2013/2014,2013-10-19,2013-10-19,Man United,Southampton,D,10,7,9,2,-2,1,4,6,0,-1,1,41,31,1.5066666666666668,4.1433333333333335,6.666666666666667,M Jones
2013/2014,2013-10-19,2013-10-19,Newcastle,Liverpool,D,9,11,12,5,-4,4,4,7,0,-1,1,26,35,4.233333333333333,3.7000000000000006,1.8200000000000003,A Marriner
2013/2014,2013-10-19,2013-10-19,Stoke,West Brom,D,4,7,7,6,-1,1,4,5,0,-1,1,29,34,2.216666666666667,3.266666666666667,3.35,H Webb
2013/2014,2013-10-19,2013-10-19,Swansea,Sunderland,H,8,5,11,16,-2,-5,1,1,-6,-1,-2,33,27,1.5899999999999999,3.866666666666667,5.966666666666666,C Pawson
2013/2014,2013-10-19,2013-10-19,West Ham,Man City,A,7,17,5,8,0,3,3,1,-3,-2,-1,32,40,5.2,3.733333333333333,1.6766666666666665,M Oliver
2013/2014,2013-10-20,2013-10-26,Aston Villa,Tottenham,A,9,6,8,5,-2,1,3,6,-3,1,1,25,38,3.85,3.483333333333333,1.9666666666666668,P Dowd
2013/2014,2013-10-21,2013-10-26,Crystal Palace,Fulham,A,5,5,13,9,-4,-2,3,3,-3,-1,-2,0,30,2.716666666666667,3.2999999999999994,2.6,L Mason
2013/2014,2013-10-26,2013-10-26,Aston Villa,Everton,A,9,12,8,10,-6,0,3,5,-6,1,-1,25,36,3.3000000000000003,3.3333333333333335,2.2166666666666663,A Taylor
2013/2014,2013-10-26,2013-10-26,Crystal Palace,Arsenal,A,5,18,13,9,-9,7,3,10,-6,-1,0,0,37,9.033333333333333,4.933333333333334,1.346666666666667,C Foy
2013/2014,2013-10-26,2013-10-26,Liverpool,West Brom,H,13,7,7,6,5,1,9,6,6,1,0,35,34,1.39,4.7,7.916666666666667,J Moss
2013/2014,2013-10-26,2013-10-26,Man United,Stoke,H,11,4,10,7,-2,-4,5,3,0,0,-2,41,29,1.3233333333333333,5.166666666666667,9.5,L Mason
2013/2014,2013-10-26,2013-10-26,Norwich,Cardiff,D,6,8,13,13,-2,-5,4,4,-3,-2,-1,28,0,2.15,3.3666666666666667,3.4,M Jones
2013/2014,2013-10-26,2013-10-26,Southampton,Fulham,H,8,5,3,9,5,-1,8,6,6,2,-2,31,30,1.596666666666667,3.8333333333333335,5.966666666666666,A Marriner
