Season,Date,Date_interval,HomeTeam,AwayTeam,FTR,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA,Referee
2005/2006,2005-08-13,2005-08-13,Aston Villa,Bolton,D,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1666666666666665,3.1666666666666665,3.0833333333333335,M Riley
2005/2006,2005-08-13,2005-08-13,Everton,Man United,A,0,0,0,0,0,0,0,0,0,0,0,0,0,4.383333333333333,3.283333333333333,1.7566666666666666,G Poll
2005/2006,2005-08-13,2005-08-13,Fulham,Birmingham,D,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,3.15,2.856666666666667,R Styles
2005/2006,2005-08-13,2005-08-13,Man City,West Brom,D,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6900000000000002,3.35,4.666666666666667,C Foy
2005/2006,2005-08-13,2005-08-13,Middlesbrough,Liverpool,D,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7566666666666664,3.1833333333333336,2.3666666666666667,M Halsey
2005/2006,2005-08-13,2005-08-13,Portsmouth,Tottenham,A,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6333333333333333,3.15,2.466666666666667,B Knight
2005/2006,2005-08-13,2005-08-13,Sunderland,Charlton,A,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2733333333333334,3.15,2.8833333333333333,H Webb
2005/2006,2005-08-13,2005-08-13,West Ham,Blackburn,H,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,3.1666666666666665,2.7833333333333337,A Wiley
2005/2006,2005-08-14,2005-08-20,Arsenal,Newcastle,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4000000000000001,4,7.466666666666666,S Bennett
2005/2006,2005-08-14,2005-08-20,Wigan,Chelsea,A,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333334,4.333333333333333,1.343333333333333,M Clattenburg
2005/2006,2005-08-20,2005-08-20,Birmingham,Man City,A,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183333333333333,3.1,3.1166666666666667,M Clattenburg
2005/2006,2005-08-20,2005-08-20,Blackburn,Fulham,H,1,0,3,0,0,0,0,0,0,0,0,0,0,1.9333333333333333,3.1333333333333333,3.75,H Webb
2005/2006,2005-08-20,2005-08-20,Charlton,Wigan,H,3,0,1,0,0,0,0,0,0,0,0,0,0,1.7666666666666666,3.233333333333333,4.376666666666666,R Styles
2005/2006,2005-08-20,2005-08-20,Liverpool,Sunderland,H,0,1,0,3,0,0,0,0,0,0,0,0,0,1.3033333333333335,4.5,8.833333333333334,B Knight
2005/2006,2005-08-20,2005-08-20,Man United,Aston Villa,H,2,2,0,2,0,0,0,0,0,0,0,0,0,1.2466666666666666,4.933333333333334,10.5,P Dowd
2005/2006,2005-08-20,2005-08-20,Newcastle,West Ham,D,0,3,0,1,0,0,0,0,0,0,0,0,0,1.6199999999999999,3.4666666666666663,5.05,D Gallagher
2005/2006,2005-08-20,2005-08-20,Tottenham,Middlesbrough,H,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8999999999999997,3.1666666666666665,3.8333333333333335,M Atkinson
2005/2006,2005-08-20,2005-08-20,West Brom,Portsmouth,H,0,0,0,2,0,0,0,0,0,0,0,0,0,2.1833333333333336,3.0666666666666664,3.15,M Riley
2005/2006,2005-08-21,2005-08-27,Bolton,Everton,A,2,0,2,2,0,0,0,0,0,0,0,0,0,2.1,3.1333333333333333,3.266666666666667,A Wiley
2005/2006,2005-08-21,2005-08-27,Chelsea,Arsenal,H,1,2,0,0,0,0,0,0,0,0,0,0,0,1.8999999999999997,3.1666666666666665,3.9166666666666665,G Poll
2005/2006,2005-08-23,2005-08-27,Birmingham,Middlesbrough,A,1,0,2,2,-1,-2,0,0,-3,-1,-1,0,0,2.35,3.1333333333333333,2.7833333333333337,P Dowd
2005/2006,2005-08-23,2005-08-27,Portsmouth,Aston Villa,D,1,2,4,3,-2,-1,0,0,-3,-1,-1,0,0,2.4,3.15,2.7000000000000006,G Poll
2005/2006,2005-08-23,2005-08-27,Sunderland,Man City,A,1,2,4,1,-2,1,0,3,-3,-1,1,0,0,2.5833333333333335,3.15,2.5166666666666666,P Walton
2005/2006,2005-08-24,2005-08-27,Arsenal,Fulham,H,2,1,0,2,2,-1,3,0,3,1,-1,0,0,1.24,5,10.666666666666666,M Clattenburg
2005/2006,2005-08-24,2005-08-27,Blackburn,Tottenham,D,3,4,4,0,1,2,3,3,3,1,1,0,0,2.706666666666667,3.15,2.4,D Gallagher
2005/2006,2005-08-24,2005-08-27,Bolton,Newcastle,H,2,0,2,2,2,-2,3,0,0,0,-1,0,0,2.1333333333333333,3.1999999999999997,3.116666666666667,R Styles
2005/2006,2005-08-24,2005-08-27,Chelsea,West Brom,H,1,2,0,1,7,0,6,1,6,0,0,0,0,1.1733333333333331,5.666666666666667,14.333333333333334,M Halsey
2005/2006,2005-08-27,2005-08-27,Aston Villa,Blackburn,H,2,3,3,4,0,-2,1,0,0,0,-1,0,0,2,3.216666666666667,3.4166666666666665,M Clattenburg
2005/2006,2005-08-27,2005-08-27,Fulham,Everton,H,1,0,2,2,0,0,1,3,0,0,0,0,0,2.3833333333333333,3.1333333333333333,2.733333333333333,M Riley
2005/2006,2005-08-27,2005-08-27,Man City,Portsmouth,H,2,1,1,4,0,-1,1,0,0,0,-1,0,0,1.6366666666666667,3.4,5.033333333333333,A Wiley
2005/2006,2005-08-27,2005-08-27,Tottenham,Chelsea,A,4,1,0,0,2,1,3,3,3,1,1,0,0,4.11,3.216666666666667,1.8099999999999998,R Styles
2005/2006,2005-08-27,2005-08-27,West Brom,Birmingham,A,2,1,1,2,1,0,3,1,3,1,0,0,0,2.3066666666666666,3.0833333333333335,2.8833333333333333,G Poll
2005/2006,2005-08-27,2005-08-27,West Ham,Bolton,A,3,2,1,2,2,0,3,1,3,1,0,0,0,2.4333333333333336,3.1333333333333333,2.6833333333333336,P Dowd
2005/2006,2005-08-27,2005-08-27,Wigan,Sunderland,H,0,1,2,4,-2,-1,0,0,-3,-1,-1,0,0,2.0500000000000003,3.1999999999999997,3.3166666666666664,S Bennett
2005/2006,2005-08-28,2005-09-03,Middlesbrough,Charlton,A,3,4,2,1,0,2,1,3,0,0,1,0,0,1.8933333333333333,3.233333333333333,3.81,M Dean
2005/2006,2005-08-28,2005-09-03,Newcastle,Man United,A,0,3,4,0,-2,2,1,3,0,0,1,0,0,4.733333333333333,3.3833333333333333,1.67,H Webb
2005/2006,2005-09-10,2005-09-10,Birmingham,Charlton,A,4,7,7,1,-3,5,0,6,-6,-2,2,0,0,2.3233333333333333,3.15,2.7900000000000005,M Halsey
2005/2006,2005-09-10,2005-09-10,Chelsea,Sunderland,H,8,2,0,7,14,-3,12,0,12,2,-2,0,0,1.1366666666666667,6.666666666666667,15,M Dean
2005/2006,2005-09-10,2005-09-10,Everton,Portsmouth,A,1,3,3,7,-2,-2,0,0,-3,-1,-2,0,0,1.6900000000000002,3.3333333333333335,4.65,M Atkinson
2005/2006,2005-09-10,2005-09-10,Man United,Man City,D,5,6,0,3,1,3,3,6,3,1,2,0,0,1.3833333333333335,4.05,7.75,S Bennett
2005/2006,2005-09-10,2005-09-10,Middlesbrough,Arsenal,H,3,6,5,2,-3,2,1,0,-3,-1,-1,0,0,4.466666666666667,3.266666666666667,1.74,M Riley
2005/2006,2005-09-10,2005-09-10,Newcastle,Fulham,D,0,3,6,6,-4,-3,1,0,-3,-1,-2,0,0,1.6366666666666667,3.35,5.183333333333334,A Wiley
2005/2006,2005-09-10,2005-09-10,Tottenham,Liverpool,D,4,1,2,0,0,0,3,1,0,-1,0,0,0,2.433333333333333,3.1333333333333333,2.6666666666666665,H Webb
2005/2006,2005-09-10,2005-09-10,West Brom,Wigan,A,4,1,8,2,-4,-2,3,0,0,-1,-1,0,0,2.066666666666667,3.1666666666666665,3.3333333333333335,M Clattenburg
2005/2006,2005-09-11,2005-09-17,Bolton,Blackburn,D,6,3,4,5,4,-3,6,0,3,1,-2,0,0,1.8666666666666665,3.15,3.983333333333333,G Poll
2005/2006,2005-09-12,2005-09-17,West Ham,Aston Villa,H,4,4,3,4,1,0,3,1,0,-1,0,0,0,2.3666666666666667,3.1333333333333333,2.75,R Styles
2005/2006,2005-09-17,2005-09-17,Aston Villa,Tottenham,D,4,4,4,2,1,0,4,4,3,1,0,0,0,2.4333333333333336,3.15,2.6666666666666665,S Bennett
2005/2006,2005-09-17,2005-09-17,Charlton,Chelsea,A,8,10,1,0,1,8,3,6,3,1,2,0,0,5.366666666666667,3.533333333333333,1.5733333333333335,H Webb
2005/2006,2005-09-17,2005-09-17,Fulham,West Ham,A,4,4,7,3,-2,0,4,1,0,1,0,0,0,2.1166666666666667,3.1166666666666667,3.216666666666667,G Poll
2005/2006,2005-09-17,2005-09-17,Portsmouth,Birmingham,D,4,4,7,8,-3,-2,1,4,-3,0,1,0,0,2.283333333333333,3.15,2.866666666666667,D Gallagher
2005/2006,2005-09-17,2005-09-17,Sunderland,West Brom,D,2,5,9,10,-4,-5,0,1,-6,-2,-1,0,0,2.273333333333333,3.15,2.883333333333333,R Beeby
2005/2006,2005-09-18,2005-09-24,Blackburn,Newcastle,A,3,1,5,7,0,-4,4,0,3,0,-2,0,0,2.333333333333333,3.15,2.766666666666667,M Riley
2005/2006,2005-09-18,2005-09-24,Liverpool,Man United,D,1,6,0,1,1,4,3,6,3,1,2,0,0,2.6999999999999997,3.1,2.4499999999999997,R Styles
2005/2006,2005-09-18,2005-09-24,Man City,Bolton,A,7,6,4,4,2,2,4,4,3,1,1,0,0,2.033333333333333,3.216666666666667,3.3166666666666664,M Dean
2005/2006,2005-09-18,2005-09-24,Wigan,Middlesbrough,D,3,5,3,6,-1,1,3,3,0,1,1,0,0,2.6333333333333333,3.1,2.5,U Rennie
2005/2006,2005-09-19,2005-09-24,Arsenal,Everton,H,7,1,4,4,4,0,6,6,6,2,-1,0,0,1.3666666666666665,4.233333333333333,7.666666666666667,A Wiley
2005/2006,2005-09-24,2005-09-24,Birmingham,Liverpool,D,5,1,9,0,-4,0,0,2,-9,-3,0,0,0,3.216666666666667,3.1833333333333336,2.1,S Bennett
2005/2006,2005-09-24,2005-09-24,Bolton,Portsmouth,H,6,5,4,8,4,-1,7,3,3,0,1,0,0,1.6900000000000002,3.383333333333333,4.716666666666667,M Clattenburg
2005/2006,2005-09-24,2005-09-24,Chelsea,Aston Villa,H,12,5,0,9,16,-4,15,1,15,3,-1,0,0,1.23,5.1000000000000005,11.166666666666666,B Knight
2005/2006,2005-09-24,2005-09-24,Everton,Wigan,A,1,3,4,3,-3,-1,0,3,-6,-2,1,0,0,1.8500000000000003,3.25,3.8666666666666667,R Styles
2005/2006,2005-09-24,2005-09-24,Man United,Blackburn,A,6,3,1,5,1,-3,4,1,3,0,0,0,0,1.2933333333333332,4.443333333333333,10.166666666666666,P Dowd
2005/2006,2005-09-24,2005-09-24,Newcastle,Man City,H,1,7,7,4,-4,3,2,7,-3,0,0,0,0,2.033333333333333,3.216666666666667,3.3166666666666664,G Poll
2005/2006,2005-09-24,2005-09-24,West Brom,Charlton,A,6,8,11,3,-5,6,3,9,-3,-2,3,0,0,2.6833333333333336,3.1333333333333333,2.4333333333333336,C Foy
2005/2006,2005-09-24,2005-09-24,West Ham,Arsenal,D,10,7,4,4,6,1,6,0,3,1,-2,0,0,4.683333333333334,3.35,1.6900000000000002,M Dean
2005/2006,2005-09-25,2005-10-01,Middlesbrough,Sunderland,A,6,3,7,10,-2,-5,4,0,0,1,-3,0,0,1.5566666666666666,3.533333333333333,5.633333333333333,H Webb
2005/2006,2005-09-26,2005-10-01,Tottenham,Fulham,H,5,5,3,9,0,-3,4,1,0,0,0,0,0,1.6199999999999999,3.4166666666666665,5.183333333333334,A Wiley
2005/2006,2005-10-01,2005-10-01,Blackburn,West Brom,H,5,7,9,13,-2,-5,4,2,0,-1,0,0,0,1.8166666666666667,3.266666666666666,4.033333333333333,U Rennie
2005/2006,2005-10-01,2005-10-01,Charlton,Tottenham,A,10,5,4,3,-1,0,3,5,0,-1,0,0,0,2.4,3.1333333333333333,2.783333333333333,P Dowd
2005/2006,2005-10-01,2005-10-01,Fulham,Man United,A,5,7,9,3,-3,3,4,7,-3,-1,0,0,0,4.916666666666667,3.4500000000000006,1.6533333333333333,H Webb
2005/2006,2005-10-01,2005-10-01,Portsmouth,Newcastle,D,5,5,9,7,-3,0,2,3,-3,0,1,0,0,2.733333333333333,3.15,2.3666666666666667,S Bennett
2005/2006,2005-10-01,2005-10-01,Sunderland,West Ham,D,3,10,10,4,-4,5,1,4,-6,0,1,0,0,2.4333333333333336,3.1166666666666667,2.6833333333333336,M Atkinson
2005/2006,2005-10-02,2005-10-08,Arsenal,Birmingham,H,9,7,4,11,6,-2,9,5,9,3,0,0,0,1.3266666666666667,4.433333333333334,8.166666666666666,C Foy
2005/2006,2005-10-02,2005-10-08,Aston Villa,Middlesbrough,A,6,6,11,9,-3,1,5,4,3,0,0,0,0,2.15,3.1666666666666665,3.183333333333333,M Dean
2005/2006,2005-10-02,2005-10-08,Liverpool,Chelsea,A,3,14,2,1,1,10,4,9,3,0,3,0,0,3.216666666666667,2.9333333333333336,2.2666666666666666,G Poll
2005/2006,2005-10-02,2005-10-08,Man City,Everton,H,7,1,6,7,0,-3,4,6,0,-1,-2,0,0,1.7433333333333334,3.3333333333333335,4.376666666666666,M Halsey
2005/2006,2005-10-02,2005-10-08,Wigan,Bolton,H,5,8,4,4,0,4,4,7,0,0,2,0,0,2.6999999999999997,3.1333333333333333,2.49,A Wiley
2005/2006,2005-10-15,2005-10-15,Chelsea,Bolton,H,18,9,2,6,17,3,18,7,18,4,-1,0,0,1.26,4.733333333333333,11,R Styles
2005/2006,2005-10-15,2005-10-15,Liverpool,Blackburn,H,4,7,6,9,-2,-5,4,4,0,-1,1,0,0,1.6033333333333335,3.5,5.333333333333333,M Halsey
2005/2006,2005-10-15,2005-10-15,Middlesbrough,Portsmouth,D,9,5,11,9,-4,-2,4,3,-3,-1,-1,0,0,1.6900000000000002,3.3333333333333335,4.5,C Foy
2005/2006,2005-10-15,2005-10-15,Sunderland,Man United,A,6,10,11,5,-2,4,2,10,-6,0,1,0,0,6.183333333333333,3.5500000000000003,1.54,S Bennett
2005/2006,2005-10-15,2005-10-15,Tottenham,Everton,H,9,1,5,9,2,-5,7,6,3,1,-3,0,0,1.6033333333333335,3.4499999999999997,5.25,D Gallagher
2005/2006,2005-10-15,2005-10-15,West Brom,Arsenal,H,7,10,15,4,-6,3,3,1,-6,-3,0,0,0,5.733333333333333,3.5,1.57,B Knight
2005/2006,2005-10-15,2005-10-15,Wigan,Newcastle,H,7,5,5,7,1,0,7,4,3,1,0,0,0,2.6666666666666665,3.15,2.4499999999999997,P Dowd
2005/2006,2005-10-16,2005-10-22,Birmingham,Aston Villa,A,7,8,12,14,-4,-5,1,1,-9,0,-2,0,0,2.3733333333333335,3.1,2.85,G Poll
2005/2006,2005-10-16,2005-10-22,Man City,West Ham,H,9,11,6,5,2,5,7,5,3,1,0,0,0,1.9333333333333333,3.1999999999999997,3.6333333333333333,M Clattenburg
2005/2006,2005-10-17,2005-10-22,Charlton,Fulham,D,12,7,7,13,-2,-5,3,1,-3,-2,-1,0,0,1.7266666666666666,3.3333333333333335,4.55,M Riley
2005/2006,2005-10-22,2005-10-22,Arsenal,Man City,H,11,9,6,6,7,1,12,7,12,4,-1,0,0,1.4666666666666668,3.8166666666666664,6.6499999999999995,M Riley
2005/2006,2005-10-22,2005-10-22,Aston Villa,Wigan,A,8,8,14,5,-4,0,5,6,0,-1,2,0,0,2.033333333333333,3.1166666666666667,3.4499999999999997,R Beeby
2005/2006,2005-10-22,2005-10-22,Blackburn,Birmingham,H,7,7,10,12,0,-3,7,5,3,1,-1,0,0,1.95,3.1666666666666665,3.65,B Knight
2005/2006,2005-10-22,2005-10-22,Fulham,Liverpool,H,7,5,13,6,-5,0,4,3,-6,-2,0,0,0,3.4499999999999997,3.1166666666666667,2.0833333333333335,M Atkinson
2005/2006,2005-10-22,2005-10-22,Man United,Tottenham,D,13,11,6,5,0,2,4,8,0,-1,1,0,0,1.57,3.5,5.733333333333334,U Rennie
2005/2006,2005-10-22,2005-10-22,Portsmouth,Charlton,A,6,12,10,7,-3,7,3,12,-3,0,4,0,0,2.6166666666666667,3.15,2.4833333333333334,H Webb
2005/2006,2005-10-23,2005-10-29,Bolton,West Brom,H,10,9,11,16,6,-7,10,2,6,1,-1,0,0,1.6900000000000002,3.3333333333333335,4.733333333333333,M Dean
2005/2006,2005-10-23,2005-10-29,Everton,Chelsea,D,1,23,11,3,-6,13,0,12,-9,-3,4,0,0,8.166666666666666,4.4433333333333325,1.3366666666666667,M Clattenburg
2005/2006,2005-10-23,2005-10-29,Newcastle,Sunderland,H,5,7,8,14,0,-3,5,3,0,1,1,0,0,1.653333333333333,3.4,4.9,R Styles
2005/2006,2005-10-23,2005-10-29,West Ham,Middlesbrough,H,12,10,7,12,6,2,7,7,3,0,1,0,0,2.3066666666666666,3.15,2.823333333333333,S Bennett
2005/2006,2005-10-29,2005-10-29,Birmingham,Everton,A,7,1,15,11,-7,-7,1,6,-12,-1,-4,0,0,2.15,3.1333333333333333,3.1666666666666665,R Styles
2005/2006,2005-10-29,2005-10-29,Charlton,Bolton,A,15,10,9,11,-1,-1,4,7,-3,0,-2,0,0,2.0500000000000003,3.15,3.366666666666667,M Clattenburg
2005/2006,2005-10-29,2005-10-29,Chelsea,Blackburn,H,23,9,3,10,21,-6,21,4,21,5,-1,0,0,1.2133333333333334,5.266666666666667,12.166666666666666,M Riley
2005/2006,2005-10-29,2005-10-29,Liverpool,West Ham,H,5,12,8,7,-1,4,7,5,3,1,-1,0,0,1.623333333333333,3.3666666666666667,5.566666666666666,U Rennie
2005/2006,2005-10-29,2005-10-29,Middlesbrough,Man United,H,10,14,12,7,-4,6,5,13,-3,0,2,0,0,4.166666666666667,3.1999999999999997,1.8333333333333333,A Wiley
2005/2006,2005-10-29,2005-10-29,Sunderland,Portsmouth,A,7,7,14,12,-4,-2,2,4,-9,-1,0,0,0,2.216666666666667,3.1,3.033333333333333,M Halsey
2005/2006,2005-10-29,2005-10-29,Tottenham,Arsenal,D,12,12,6,6,4,2,10,1,6,2,-1,0,0,2.7166666666666663,3.0666666666666664,2.5,S Bennett
2005/2006,2005-10-29,2005-10-29,Wigan,Fulham,H,10,10,5,14,2,-3,10,2,6,2,0,0,0,1.9833333333333332,3.1666666666666665,3.533333333333333,A Marriner
2005/2006,2005-10-30,2005-11-05,West Brom,Newcastle,A,9,8,18,10,-5,-1,6,4,-3,1,-1,0,0,2.8166666666666664,3.1166666666666667,2.4,H Webb
2005/2006,2005-10-31,2005-11-05,Man City,Aston Villa,H,11,9,8,16,2,-6,10,4,6,2,1,0,0,1.8433333333333335,3.1833333333333336,4.166666666666667,D Gallagher
2005/2006,2005-11-05,2005-11-05,Arsenal,Sunderland,H,13,10,7,21,8,-7,15,3,15,5,-1,0,0,1.2166666666666666,5.333333333333333,11.333333333333334,A Wiley
2005/2006,2005-11-05,2005-11-05,Aston Villa,Liverpool,A,9,7,16,8,-5,-2,5,3,-3,-2,-1,0,0,3.1333333333333333,3.1166666666666667,2.2,S Bennett
2005/2006,2005-11-05,2005-11-05,Blackburn,Charlton,H,11,15,14,10,2,8,10,15,6,2,5,0,0,2.3333333333333335,3.0666666666666664,2.8666666666666667,P Dowd
2005/2006,2005-11-05,2005-11-05,Fulham,Man City,H,10,11,15,8,-3,1,7,7,-3,1,-2,0,0,2.4499999999999997,3.1,2.6833333333333336,R Styles
2005/2006,2005-11-05,2005-11-05,Newcastle,Birmingham,H,8,7,10,16,1,-6,8,5,3,2,-2,0,0,1.5866666666666667,3.466666666666667,5.3500000000000005,M Dean
2005/2006,2005-11-05,2005-11-05,Portsmouth,Wigan,A,11,11,13,5,-4,2,3,9,-6,-1,3,0,0,2.3666666666666667,3.1166666666666667,2.783333333333333,M Clattenburg
2005/2006,2005-11-05,2005-11-05,West Ham,West Brom,H,14,9,10,18,5,-9,10,2,6,1,-2,0,0,1.7933333333333332,3.233333333333333,4.193333333333334,P Walton
2005/2006,2005-11-06,2005-11-12,Everton,Middlesbrough,H,3,15,12,15,-5,4,1,7,-9,0,-1,0,0,2.433333333333333,3.1,2.7833333333333337,M Riley
2005/2006,2005-11-06,2005-11-12,Man United,Chelsea,H,15,28,11,6,0,15,5,13,0,0,0,0,0,3.033333333333333,3.1,2.2833333333333337,G Poll
2005/2006,2005-11-07,2005-11-12,Bolton,Tottenham,H,13,13,11,7,9,2,13,9,9,2,0,0,0,2.4,3.1166666666666667,2.7399999999999998,H Webb
2005/2006,2005-11-19,2005-11-19,Charlton,Man United,A,16,16,14,11,-2,3,4,13,-6,-1,-1,0,0,3.8333333333333335,3.216666666666667,1.8999999999999997,M Riley
2005/2006,2005-11-19,2005-11-19,Chelsea,Newcastle,H,28,12,7,10,23,3,24,7,24,6,1,0,0,1.31,4.5,8.833333333333334,M Halsey
2005/2006,2005-11-19,2005-11-19,Liverpool,Portsmouth,H,9,11,8,15,1,1,10,7,6,2,1,0,0,1.3999999999999997,3.9499999999999997,7.766666666666667,P Walton
2005/2006,2005-11-19,2005-11-19,Man City,Blackburn,D,15,15,11,15,3,-8,13,4,9,3,-2,0,0,1.9166666666666667,3.1833333333333336,3.733333333333333,M Atkinson
2005/2006,2005-11-19,2005-11-19,Sunderland,Aston Villa,A,11,10,24,21,-8,-10,2,4,-12,-2,-1,0,0,2.466666666666667,3.1,2.6666666666666665,C Foy
2005/2006,2005-11-19,2005-11-19,West Brom,Everton,H,9,4,22,12,-9,-6,6,9,-6,-1,1,0,0,2.3666666666666667,3.1,2.7833333333333337,D Gallagher
2005/2006,2005-11-19,2005-11-19,Wigan,Arsenal,A,13,16,5,8,3,2,13,2,9,3,0,0,0,4.1499999999999995,3.1999999999999997,1.8333333333333333,G Poll
2005/2006,2005-11-20,2005-11-26,Middlesbrough,Fulham,H,15,12,16,16,-2,-4,8,2,0,1,-1,0,0,1.8166666666666664,3.1999999999999997,4.166666666666667,U Rennie
2005/2006,2005-11-20,2005-11-26,Tottenham,West Ham,D,13,15,8,10,4,3,11,5,6,0,-2,0,0,1.6866666666666665,3.2999999999999994,4.8999999999999995,A Wiley
2005/2006,2005-11-26,2005-11-26,Arsenal,Blackburn,H,19,15,10,15,10,-8,18,5,18,6,0,0,0,1.32,4.4433333333333325,8.333333333333334,C Foy
2005/2006,2005-11-26,2005-11-26,Aston Villa,Charlton,H,13,17,22,17,-9,5,5,15,-6,-3,-1,0,0,2.1833333333333336,3.1,3.1,M Clattenburg
2005/2006,2005-11-26,2005-11-26,Man City,Liverpool,A,15,12,11,8,3,0,14,6,9,0,1,0,0,2.7166666666666663,3.0666666666666664,2.5,A Wiley
2005/2006,2005-11-26,2005-11-26,Portsmouth,Chelsea,A,11,31,18,7,-6,14,3,13,-9,-2,-1,0,0,8.233333333333333,4.076666666666667,1.3699999999999999,P Dowd
2005/2006,2005-11-26,2005-11-26,Sunderland,Birmingham,A,12,7,27,17,-10,-7,2,5,-15,-3,-3,0,0,2.4,3.1,2.75,U Rennie
2005/2006,2005-11-26,2005-11-26,Wigan,Tottenham,A,15,13,8,8,2,1,13,9,6,-1,-1,0,0,2.5,3.1,2.7166666666666663,M Riley
2005/2006,2005-11-27,2005-12-03,Everton,Newcastle,H,4,12,16,13,-4,0,4,7,-6,1,-1,0,0,2.466666666666667,3.1,2.6666666666666665,H Webb
2005/2006,2005-11-27,2005-12-03,Fulham,Bolton,H,14,14,19,11,-2,2,10,10,0,2,1,0,0,2.3400000000000003,3.1166666666666667,2.806666666666667,G Poll
2005/2006,2005-11-27,2005-12-03,Middlesbrough,West Brom,D,18,13,18,22,-1,-13,11,2,3,2,-3,0,0,1.6733333333333331,3.3333333333333335,4.866666666666666,P Walton
2005/2006,2005-11-27,2005-12-03,West Ham,Man United,A,16,19,11,12,6,5,13,16,9,2,1,0,0,4.533333333333334,3.233333333333333,1.7566666666666666,S Bennett
2005/2006,2005-11-30,2005-12-03,Sunderland,Liverpool,A,12,13,28,8,-11,1,2,9,-18,-4,2,0,0,6.133333333333333,3.6833333333333336,1.5,P Dowd
2005/2006,2005-12-03,2005-12-03,Blackburn,Everton,A,15,4,18,16,5,-10,13,9,9,3,-1,0,0,1.9166666666666667,3.1666666666666665,3.733333333333333,M Halsey
2005/2006,2005-12-03,2005-12-03,Bolton,Arsenal,H,14,22,11,10,10,3,16,5,12,3,1,0,0,4.226666666666667,3.233333333333333,1.8099999999999998,H Webb
2005/2006,2005-12-03,2005-12-03,Chelsea,Middlesbrough,H,33,18,7,18,26,3,27,7,27,7,-2,0,0,1.2566666666666666,4.766666666666667,10.5,M Riley
2005/2006,2005-12-03,2005-12-03,Liverpool,Wigan,H,13,16,8,10,4,4,13,12,9,3,4,0,0,1.5266666666666666,3.5500000000000003,6.25,U Rennie
2005/2006,2005-12-03,2005-12-03,Man United,Portsmouth,H,19,11,12,20,1,-2,8,7,3,1,-1,0,0,1.2233333333333334,5.083333333333333,12.333333333333334,C Foy
2005/2006,2005-12-03,2005-12-03,Newcastle,Aston Villa,D,12,14,13,22,5,-8,11,7,6,3,1,0,0,1.7733333333333334,3.233333333333333,4.366666666666667,A Wiley
2005/2006,2005-12-03,2005-12-03,Tottenham,Sunderland,H,16,12,10,28,5,-9,12,3,6,0,-2,0,0,1.3433333333333335,4.276666666666666,8.5,P Walton
2005/2006,2005-12-03,2005-12-03,West Brom,Fulham,D,13,14,22,19,-5,-5,9,2,-3,1,-2,0,0,2.29,3.1,2.9,S Bennett
2005/2006,2005-12-04,2005-12-10,Charlton,Man City,A,17,15,18,12,-4,2,4,7,-9,-2,-3,0,0,2.2666666666666666,3.1,2.956666666666667,P Dowd
2005/2006,2005-12-05,2005-12-10,Birmingham,West Ham,A,8,17,17,13,-8,3,1,6,-15,-2,0,0,0,2.3166666666666664,3.1333333333333333,2.85,M Atkinson
2005/2006,2005-12-10,2005-12-10,Birmingham,Fulham,H,8,16,17,20,-8,-4,4,3,-15,-2,0,0,0,2.2333333333333334,3.1166666666666667,3,U Rennie
2005/2006,2005-12-10,2005-12-10,Blackburn,West Ham,H,15,17,20,13,3,3,13,9,6,-1,0,0,0,1.9666666666666668,3.15,3.616666666666667,M Riley
2005/2006,2005-12-10,2005-12-10,Bolton,Aston Villa,D,17,15,13,23,11,-8,19,8,15,4,0,0,0,1.8099999999999998,3.1999999999999997,4.093333333333334,P Dowd
2005/2006,2005-12-10,2005-12-10,Charlton,Sunderland,H,17,14,18,33,-5,-12,7,3,-9,-2,-3,0,0,1.6199999999999999,3.4,5.2,A Wiley
2005/2006,2005-12-10,2005-12-10,Chelsea,Wigan,H,34,16,7,13,27,1,30,12,30,8,-1,0,0,1.2066666666666668,5.183333333333334,13.166666666666666,H Webb
2005/2006,2005-12-10,2005-12-10,Liverpool,Middlesbrough,H,18,20,8,21,9,2,16,7,12,4,-3,0,0,1.5566666666666666,3.533333333333333,5.533333333333334,S Bennett
2005/2006,2005-12-10,2005-12-10,Newcastle,Arsenal,H,13,22,15,12,4,1,12,5,6,0,-1,0,0,3.8333333333333335,3.1666666666666665,1.8833333333333335,D Gallagher
2005/2006,2005-12-10,2005-12-10,West Brom,Man City,H,15,15,24,12,-5,3,10,10,-3,0,-3,0,0,2.65,3.1166666666666667,2.466666666666667,M Dean
2005/2006,2005-12-11,2005-12-17,Man United,Everton,D,24,7,13,16,5,-7,11,12,6,2,1,0,0,1.3,4.416666666666667,9.666666666666666,R Styles
