,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,HSCum,ASCum,HSTCum,ASTCum,HFCum,AFCum,HCCum,ACCum,HYCum,AYCum,HRCum,ARCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA
3202,2013/2014,2013-12-21,2013-12-21,Man United,West Ham,3,1,H,6,1,1,3,5,-2,21,4,8,1,7,16,8,2,1,4,0,0,3,0,3,2.75,1.625,2.375,2.375,-0.5,-1.125,1.375,0.75,13.5,11.5,4.75,2.875,10.0,11.375,6.375,4.625,1.5,1.875,0.0,0.125,0.0,-2,-3,41.0,32.0,1.3333333333333333,5.1000000000000005,9.1
3203,2013/2014,2013-12-21,2013-12-21,Stoke,Aston Villa,2,1,H,2,1,1,5,1,-4,12,14,2,4,13,17,6,7,1,5,0,0,3,0,3,1.875,2.0,2.5,2.25,0.375,0.0,2.125,1.5,11.75,11.125,3.125,3.625,12.625,13.375,4.625,3.5,2.25,2.25,0.0,0.0,0.875,1,-1,29.0,25.0,2.25,3.1999999999999997,3.3333333333333335
3204,2013/2014,2013-12-21,2013-12-21,Sunderland,Norwich,0,0,D,0,1,0,1,0,0,18,14,4,5,13,10,6,7,2,1,1,0,1,1,0,1.5,1.75,3.75,3.5,-1.5,-2.125,0.75,1.125,12.75,9.5,3.125,3.125,12.125,9.75,5.125,2.625,1.5,1.375,0.0,0.0,-1.875,-2,1,27.0,28.0,2.0500000000000003,3.4333333333333336,3.633333333333333
3205,2013/2014,2013-12-21,2013-12-21,West Brom,Hull,1,1,D,1,1,1,1,0,0,14,6,3,3,8,15,9,2,2,1,0,0,1,1,0,2.125,1.625,2.75,2.375,-0.625,-0.75,1.0,0.5,13.0,8.875,3.875,2.5,9.625,11.625,5.5,3.25,1.5,1.75,0.0,0.0,-0.875,-2,0,34.0,0.0,1.9100000000000001,3.4166666666666665,4.21
3206,2013/2014,2013-12-22,2013-12-28,Southampton,Tottenham,2,3,A,5,4,3,3,2,1,12,13,5,3,10,18,2,5,1,1,0,0,0,3,-3,2.5,1.875,1.875,2.625,0.5,0.125,2.0,2.75,15.875,17.75,5.5,5.625,10.625,10.875,7.375,7.5,1.375,1.875,0.0,0.0,0.5,0,2,31.0,38.0,2.5666666666666664,3.25,2.783333333333333
3207,2013/2014,2013-12-22,2013-12-28,Swansea,Everton,1,2,A,2,2,4,2,-2,0,13,14,3,6,11,10,4,8,1,0,0,0,0,3,-3,2.75,3.375,2.625,1.875,0.25,0.75,1.25,1.625,13.625,13.125,5.125,3.875,9.125,10.0,7.625,4.75,2.0,1.5,0.0,0.0,-0.375,0,0,33.0,36.0,3.0666666666666664,3.3166666666666664,2.316666666666667
3208,2013/2014,2013-12-23,2013-12-28,Arsenal,Chelsea,0,0,D,3,1,1,0,2,1,7,13,2,4,7,11,8,6,2,1,0,0,1,1,0,4.125,4.0,2.125,2.25,1.0,0.875,2.375,1.75,14.5,16.25,6.375,5.375,11.125,10.875,5.625,4.75,1.0,1.75,0.125,0.125,1.875,0,-1,37.0,39.0,2.393333333333333,3.2999999999999994,3.0
3209,2013/2014,2013-12-26,2013-12-28,Aston Villa,Crystal Palace,0,1,A,1,1,2,1,-1,0,10,12,4,7,11,8,7,5,2,2,0,0,1,3,-2,2.125,1.375,2.875,3.375,-1.5,-1.625,0.875,0.375,13.875,10.125,3.625,2.625,12.125,9.5,5.125,2.25,1.875,1.25,0.0,0.25,-1.125,-1,-2,25.0,0.0,1.8366666666666667,3.5,4.343333333333334
3210,2013/2014,2013-12-26,2013-12-28,Cardiff,Southampton,0,3,A,2,5,5,3,-3,2,9,11,0,6,11,13,6,3,1,2,0,0,1,3,-2,1.625,2.5,3.125,1.875,-0.625,-0.5,2.0,1.125,8.875,10.625,2.875,3.5,9.625,15.5,3.875,5.125,1.25,1.75,0.0,0.0,0.625,1,0,0.0,31.0,3.1,3.2999999999999994,2.31
3211,2013/2014,2013-12-26,2013-12-28,Chelsea,Swansea,1,0,H,1,2,0,4,1,-2,19,8,7,1,14,9,13,7,1,0,0,0,3,1,2,4.0,2.75,2.25,2.625,1.625,0.0,3.5,1.25,18.0,12.625,6.25,4.625,11.5,10.125,6.0,4.625,1.25,1.875,0.0,0.125,3.375,2,0,39.0,33.0,1.3433333333333335,5.1000000000000005,8.450000000000001
3212,2013/2014,2013-12-26,2013-12-28,Everton,Sunderland,0,1,A,2,3,2,2,0,1,26,13,9,6,11,7,11,2,1,0,1,0,0,4,-4,3.375,1.5,1.875,3.75,1.0,-1.375,2.25,0.375,16.875,9.625,7.25,2.125,10.25,9.375,7.0,5.0,2.0,1.0,0.0,0.5,1.5,2,0,36.0,27.0,1.3633333333333333,4.866666666666666,8.25
3213,2013/2014,2013-12-26,2013-12-28,Hull,Man United,2,3,A,8,4,3,2,5,2,17,13,5,4,12,14,6,5,2,2,0,1,3,6,-3,1.75,3.5,2.5,2.5,-0.125,0.5,1.875,1.75,13.0,12.5,2.625,4.625,10.75,12.375,5.5,5.25,1.5,2.625,0.125,0.0,1.125,0,1,0.0,41.0,6.2,4.0,1.55
3214,2013/2014,2013-12-26,2013-12-28,Man City,Liverpool,2,1,H,3,1,1,2,2,-1,20,12,6,5,10,9,7,6,1,3,0,0,6,0,6,6.375,5.25,2.5,2.375,3.5,1.75,3.0,1.5,18.5,13.5,7.625,5.25,9.875,11.375,7.25,7.125,1.875,1.75,0.0,0.0,3.0,8,1,40.0,35.0,1.7666666666666666,3.9,4.3
3215,2013/2014,2013-12-26,2013-12-28,Newcastle,Stoke,5,1,H,5,1,1,5,4,-4,27,11,8,3,10,8,8,2,1,1,0,2,3,0,3,3.0,2.125,2.75,2.625,-0.125,-1.125,1.875,0.625,16.875,10.125,4.875,3.5,11.25,14.125,5.875,4.375,1.125,2.25,0.125,0.0,1.125,0,0,26.0,29.0,1.7666666666666666,3.533333333333333,4.816666666666666
3216,2013/2014,2013-12-26,2013-12-28,Norwich,Fulham,1,2,A,1,2,3,7,-2,-5,12,15,3,7,14,10,5,4,3,0,0,0,0,3,-3,1.875,2.125,3.625,4.25,0.125,-1.0,1.5,1.125,15.125,6.5,4.0,1.75,11.875,9.625,6.5,3.0,0.875,1.625,0.0,0.0,0.375,0,-4,28.0,30.0,2.0666666666666664,3.35,3.633333333333333
3217,2013/2014,2013-12-26,2013-12-28,Tottenham,West Brom,1,1,D,4,4,3,4,1,0,20,7,3,4,8,12,12,2,3,2,0,0,1,2,-1,1.875,2.25,2.625,2.875,-0.25,-0.5,1.375,0.875,16.625,11.875,5.5,3.0,9.375,13.0,6.5,5.25,1.875,2.0,0.125,0.0,0.0,-1,-2,38.0,34.0,1.51,4.076666666666667,6.7
3218,2013/2014,2013-12-26,2013-12-28,West Ham,Arsenal,1,3,A,4,3,6,1,-2,2,12,29,5,8,11,6,0,10,1,1,0,0,1,3,-2,1.75,4.125,2.75,2.125,-0.25,1.0,1.0,2.0,13.25,12.875,3.25,5.0,10.625,9.125,4.75,5.0,1.125,1.875,0.125,0.125,-0.75,0,-1,32.0,37.0,6.033333333333334,3.8833333333333333,1.58
3219,2013/2014,2013-12-28,2013-12-28,Aston Villa,Swansea,1,1,D,1,2,2,4,-1,-2,7,17,3,3,13,9,2,8,3,2,0,0,1,1,0,1.8888888888888888,2.4444444444444446,2.5555555555555554,2.3333333333333335,-1.4444444444444444,-0.2222222222222222,0.8888888888888888,1.2222222222222223,13.444444444444445,12.11111111111111,3.6666666666666665,4.222222222222222,12.0,10.0,5.333333333333333,4.888888888888889,1.8888888888888888,1.6666666666666667,0.0,0.1111111111111111,-1.2222222222222223,-1,0,25.0,33.0,2.783333333333333,3.25,2.5500000000000003
3220,2013/2014,2013-12-28,2013-12-28,Cardiff,Sunderland,2,2,D,2,3,5,2,-3,1,16,21,7,9,14,10,6,6,3,2,0,0,1,4,-3,1.4444444444444444,1.3333333333333333,2.7777777777777777,3.3333333333333335,-0.8888888888888888,-1.1111111111111112,1.8888888888888888,0.7777777777777778,8.88888888888889,10.0,2.5555555555555554,2.5555555555555554,9.777777777777779,9.11111111111111,4.111111111111111,4.666666666666667,1.2222222222222223,0.8888888888888888,0.0,0.4444444444444444,0.3333333333333333,1,0,0.0,27.0,2.276666666666667,3.25,3.233333333333333
3221,2013/2014,2013-12-28,2013-12-28,Hull,Fulham,6,0,H,8,2,3,7,5,-5,21,5,13,2,11,9,6,1,0,0,0,0,3,3,0,1.5555555555555556,1.8888888888888888,2.2222222222222223,3.7777777777777777,0.4444444444444444,-1.4444444444444444,2.0,1.3333333333333333,13.444444444444445,7.444444444444445,2.888888888888889,2.3333333333333335,10.88888888888889,9.666666666666666,5.555555555555555,3.111111111111111,1.5555555555555556,1.4444444444444444,0.1111111111111111,0.0,0.6666666666666666,0,-4,0.0,30.0,2.0500000000000003,3.3166666666666664,3.7166666666666663
3222,2013/2014,2013-12-28,2013-12-28,Man City,Crystal Palace,1,0,H,3,1,1,1,2,0,23,9,4,4,12,7,12,5,1,1,0,0,6,3,3,5.666666666666667,1.2222222222222223,2.2222222222222223,3.0,3.3333333333333335,-1.4444444444444444,3.3333333333333335,0.6666666666666666,18.666666666666668,10.333333333333334,7.444444444444445,3.111111111111111,9.88888888888889,9.333333333333334,7.222222222222222,2.5555555555555554,1.7777777777777777,1.3333333333333333,0.0,0.2222222222222222,3.3333333333333335,8,-2,40.0,0.0,1.1166666666666667,8.666666666666666,22.0
3223,2013/2014,2013-12-28,2013-12-28,Norwich,Man United,0,1,A,1,4,3,2,-2,2,15,7,4,3,11,10,8,3,4,3,0,0,0,6,-6,1.6666666666666667,3.111111111111111,3.2222222222222223,2.2222222222222223,-0.1111111111111111,0.6666666666666666,1.3333333333333333,2.2222222222222223,14.777777777777779,12.555555555555555,3.888888888888889,4.555555555555555,12.11111111111111,12.555555555555555,6.333333333333333,5.222222222222222,1.1111111111111112,2.5555555555555554,0.0,0.1111111111111111,0.0,0,1,28.0,41.0,6.033333333333334,4.033333333333333,1.55
3224,2013/2014,2013-12-28,2013-12-28,West Ham,West Brom,3,3,D,4,4,6,4,-2,0,16,22,6,7,10,13,6,5,3,2,0,0,1,2,-1,1.5555555555555556,2.0,2.4444444444444446,2.5555555555555554,-0.4444444444444444,-0.4444444444444444,1.0,1.0,13.11111111111111,11.333333333333334,3.4444444444444446,3.111111111111111,10.666666666666666,12.88888888888889,4.222222222222222,4.888888888888889,1.1111111111111112,2.0,0.1111111111111111,0.0,-0.8888888888888888,0,-2,32.0,34.0,2.2933333333333334,3.3333333333333335,3.1166666666666667
3225,2013/2014,2013-12-29,2014-01-04,Chelsea,Liverpool,2,1,H,5,3,1,2,4,1,11,8,5,4,17,17,4,2,4,1,0,0,3,0,3,3.6666666666666665,4.777777777777778,2.0,2.3333333333333335,1.5555555555555556,1.4444444444444444,3.4444444444444446,1.3333333333333333,18.11111111111111,13.333333333333334,6.333333333333333,5.222222222222222,11.777777777777779,11.11111111111111,6.777777777777778,7.0,1.2222222222222223,1.8888888888888888,0.0,0.0,3.2222222222222223,3,-1,39.0,35.0,2.15,3.4,3.3333333333333335
3226,2013/2014,2013-12-29,2014-01-04,Everton,Southampton,2,1,H,3,1,2,5,1,-4,9,12,4,2,9,14,2,3,2,4,0,0,3,0,3,3.2222222222222223,2.7777777777777777,1.8888888888888888,2.0,0.8888888888888888,-0.2222222222222222,2.0,1.3333333333333333,17.88888888888889,10.666666666666666,7.444444444444445,3.7777777777777777,10.333333333333334,15.222222222222221,7.444444444444445,4.888888888888889,1.8888888888888888,1.7777777777777777,0.1111111111111111,0.0,0.8888888888888888,-1,1,36.0,31.0,1.7933333333333332,3.533333333333333,4.583333333333333
3227,2013/2014,2013-12-29,2014-01-04,Newcastle,Arsenal,0,1,A,0,3,2,0,-2,3,11,11,3,5,10,8,4,1,0,3,0,0,0,3,-3,3.2222222222222223,4.0,2.5555555555555554,2.0,0.3333333333333333,1.1111111111111112,2.0,2.111111111111111,18.0,14.666666666666666,5.222222222222222,5.333333333333333,11.11111111111111,8.777777777777779,6.111111111111111,5.555555555555555,1.1111111111111112,1.7777777777777777,0.1111111111111111,0.1111111111111111,1.3333333333333333,1,1,26.0,37.0,3.8166666666666664,3.483333333333333,1.9666666666666668
3228,2013/2014,2013-12-29,2014-01-04,Tottenham,Stoke,3,0,H,5,1,1,4,4,-3,20,2,7,1,6,14,6,1,2,2,0,0,3,0,3,2.111111111111111,2.0,2.6666666666666665,2.888888888888889,-0.1111111111111111,-1.4444444444444444,1.3333333333333333,0.5555555555555556,17.0,10.222222222222221,5.222222222222222,3.4444444444444446,9.222222222222221,13.444444444444445,7.111111111111111,4.111111111111111,2.0,2.111111111111111,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0,-1,38.0,29.0,1.4633333333333332,4.176666666666667,7.033333333333334
3229,2013/2014,2014-01-01,2014-01-04,Arsenal,Cardiff,2,0,H,3,0,0,2,3,-2,28,8,6,2,6,11,12,2,1,2,0,0,3,0,3,4.0,1.6666666666666667,2.0,3.3333333333333335,1.1111111111111112,-1.3333333333333333,2.2222222222222223,0.7777777777777778,13.666666666666666,11.666666666666666,5.888888888888889,2.6666666666666665,10.666666666666666,9.222222222222221,5.888888888888889,4.666666666666667,1.1111111111111112,1.1111111111111112,0.1111111111111111,0.0,1.6666666666666667,0,-2,37.0,0.0,1.2533333333333332,5.75,11.833333333333334
3230,2013/2014,2014-01-01,2014-01-04,Crystal Palace,Norwich,1,1,D,1,1,1,1,0,0,13,8,4,5,12,10,9,4,2,1,0,1,1,1,0,1.3333333333333333,1.7777777777777777,3.111111111111111,3.5555555555555554,-1.2222222222222223,-1.8888888888888888,1.7777777777777777,1.1111111111111112,11.666666666666666,10.0,3.7777777777777777,3.3333333333333335,10.333333333333334,9.777777777777779,4.666666666666667,3.111111111111111,0.7777777777777778,1.3333333333333333,0.0,0.0,-0.1111111111111111,-1,0,0.0,28.0,2.3433333333333333,3.233333333333333,3.1
3231,2013/2014,2014-01-01,2014-01-04,Fulham,West Ham,2,1,H,2,1,1,2,1,-1,30,11,11,3,6,5,12,4,2,1,0,1,3,0,3,2.111111111111111,2.0,4.555555555555555,3.111111111111111,-1.0,-1.2222222222222223,0.7777777777777778,0.6666666666666666,13.333333333333334,10.666666666666666,5.111111111111111,2.6666666666666665,9.666666666666666,11.88888888888889,5.777777777777778,4.333333333333333,1.5555555555555556,2.111111111111111,0.0,0.1111111111111111,-1.6666666666666667,-1,-4,30.0,32.0,2.4499999999999997,3.233333333333333,2.9499999999999997
3232,2013/2014,2014-01-01,2014-01-04,Liverpool,Hull,2,0,H,3,0,2,2,1,-2,17,10,6,0,15,15,3,4,1,2,0,0,3,0,3,4.777777777777778,2.4444444444444446,2.3333333333333335,2.5555555555555554,3.2222222222222223,-0.6666666666666666,3.3333333333333335,0.5555555555555556,21.77777777777778,8.555555555555555,8.11111111111111,2.5555555555555554,11.11111111111111,12.0,7.111111111111111,3.111111111111111,1.1111111111111112,1.6666666666666667,0.0,0.0,2.6666666666666665,6,0,35.0,0.0,1.2733333333333332,5.6499999999999995,10.5
3233,2013/2014,2014-01-01,2014-01-04,Man United,Tottenham,1,2,A,1,5,2,1,-1,4,16,9,6,4,7,7,13,2,2,1,0,0,0,3,-3,3.5555555555555554,2.111111111111111,2.4444444444444446,2.6666666666666665,0.1111111111111111,0.2222222222222222,1.5555555555555556,2.7777777777777777,14.333333333333334,17.22222222222222,5.111111111111111,5.333333333333333,9.666666666666666,11.666666666666666,6.555555555555555,7.222222222222222,1.4444444444444444,1.7777777777777777,0.0,0.0,0.3333333333333333,1,3,41.0,38.0,1.75,3.6999999999999997,4.616666666666666
3234,2013/2014,2014-01-01,2014-01-04,Southampton,Chelsea,0,3,A,1,5,5,1,-4,4,12,11,2,5,13,10,6,8,4,1,0,0,0,3,-3,2.7777777777777777,3.6666666666666665,2.0,2.0,0.6666666666666666,0.8888888888888888,1.7777777777777777,1.6666666666666667,15.444444444444445,15.88888888888889,5.444444444444445,5.222222222222222,10.555555555555555,10.88888888888889,6.777777777777778,4.888888888888889,1.3333333333333333,1.6666666666666667,0.0,0.1111111111111111,0.1111111111111111,-1,0,31.0,39.0,3.8166666666666664,3.4499999999999997,1.9833333333333334
3235,2013/2014,2014-01-01,2014-01-04,Stoke,Everton,1,1,D,1,3,4,2,-3,1,10,16,4,4,16,11,2,5,4,1,0,0,1,1,0,2.0,3.2222222222222223,2.888888888888889,1.8888888888888888,0.4444444444444444,0.6666666666666666,2.2222222222222223,1.7777777777777777,11.777777777777779,13.222222222222221,3.0,4.111111111111111,12.666666666666666,10.0,4.777777777777778,5.111111111111111,2.111111111111111,1.3333333333333333,0.0,0.0,1.1111111111111112,2,1,29.0,36.0,3.766666666666667,3.2999999999999994,2.033333333333333
3236,2013/2014,2014-01-01,2014-01-04,Sunderland,Aston Villa,0,1,A,0,1,1,0,-1,1,17,13,1,5,8,11,10,2,4,3,0,0,0,3,-3,1.6666666666666667,2.0,3.5555555555555554,2.7777777777777777,-1.3333333333333333,-0.4444444444444444,0.7777777777777778,1.3333333333333333,13.333333333333334,11.444444444444445,3.2222222222222223,3.6666666666666665,12.222222222222221,13.777777777777779,5.222222222222222,3.888888888888889,1.5555555555555556,2.5555555555555554,0.1111111111111111,0.0,-1.6666666666666667,0,-2,27.0,25.0,2.15,3.2999999999999994,3.4499999999999997
3237,2013/2014,2014-01-01,2014-01-04,Swansea,Man City,2,3,A,2,3,3,2,-1,1,15,14,4,4,5,10,8,6,2,5,0,0,0,3,-3,2.6666666666666665,6.0,2.7777777777777777,2.3333333333333335,0.0,2.2222222222222223,1.1111111111111112,1.6666666666666667,13.555555555555555,16.22222222222222,4.888888888888889,5.777777777777778,9.333333333333334,11.444444444444445,7.222222222222222,6.777777777777778,1.8888888888888888,1.3333333333333333,0.0,0.0,-0.6666666666666666,-1,1,33.0,40.0,5.383333333333333,4.016666666666667,1.6066666666666667
3238,2013/2014,2014-01-01,2014-01-04,West Brom,Newcastle,1,0,H,1,0,0,2,1,-2,13,9,4,3,7,15,3,4,0,0,0,1,3,0,3,2.4444444444444446,3.2222222222222223,3.0,2.5555555555555554,-0.5555555555555556,-0.2222222222222222,1.0,2.3333333333333335,13.11111111111111,13.0,3.7777777777777777,5.0,9.444444444444445,12.222222222222221,5.888888888888889,2.888888888888889,1.5555555555555556,1.8888888888888888,0.0,0.1111111111111111,-0.7777777777777778,0,2,34.0,26.0,2.516666666666667,3.2999999999999994,2.7933333333333334
3239,2013/2014,2014-01-11,2014-01-11,Cardiff,West Ham,0,2,A,0,2,2,0,-2,2,19,10,7,3,7,16,8,7,1,3,0,1,0,3,-3,1.5,1.9,3.2,3.0,-1.1,-1.2,1.8,0.6,9.6,10.7,3.0,2.7,10.2,11.2,4.3,4.3,1.4,2.0,0.0,0.2,0.0,0,-5,0.0,32.0,1.95,3.4166666666666665,3.9666666666666663
3240,2013/2014,2014-01-11,2014-01-11,Everton,Norwich,2,0,H,2,0,0,2,2,-2,23,12,5,3,7,14,10,5,1,2,0,0,3,0,3,3.2,1.7,1.9,3.3,0.9,-1.7,2.1,1.1,17.0,9.8,7.1,3.5,10.2,9.8,6.9,3.2,1.9,1.3,0.1,0.1,1.1,1,0,36.0,28.0,1.3933333333333333,4.576666666666667,8.733333333333333
3241,2013/2014,2014-01-11,2014-01-11,Fulham,Sunderland,1,4,A,1,4,4,1,-3,3,17,10,5,6,15,13,10,6,3,3,0,0,0,3,-3,2.1,1.5,4.2,3.3,-0.8,-0.9,1.0,1.1,15.0,11.1,5.7,3.2,9.3,9.2,6.4,4.8,1.6,1.0,0.0,0.4,-1.2,1,0,30.0,27.0,2.1833333333333336,3.266666666666667,3.4500000000000006
3242,2013/2014,2014-01-11,2014-01-11,Hull,Chelsea,0,2,A,0,2,2,0,-2,2,10,14,2,5,12,7,1,7,2,1,0,0,0,3,-3,2.2,3.8,2.5,1.9,0.9,1.2,2.1,1.8,14.2,15.4,3.9,5.2,10.9,10.8,5.6,5.2,1.4,1.6,0.1,0.1,0.6,1,1,0.0,39.0,6.0,3.8666666666666667,1.58
3243,2013/2014,2014-01-11,2014-01-11,Man United,Swansea,2,0,H,2,0,0,2,2,-2,16,13,5,2,9,10,3,5,0,2,0,0,3,0,3,3.3,2.6,2.4,2.8,0.0,-0.4,1.4,1.2,14.5,12.6,5.2,4.1,9.4,9.9,7.2,5.2,1.5,1.7,0.0,0.1,0.0,-1,0,41.0,33.0,1.5133333333333334,3.966666666666667,6.75
3244,2013/2014,2014-01-11,2014-01-11,Southampton,West Brom,1,0,H,1,0,0,1,1,-1,18,4,5,2,11,17,4,4,1,2,0,0,3,0,3,2.6,2.3,2.3,2.7,0.2,-0.4,1.6,1.1,15.1,12.4,5.1,3.5,10.8,12.9,6.7,4.9,1.6,2.0,0.0,0.0,-0.2,-2,0,31.0,34.0,1.7933333333333332,3.6333333333333333,4.483333333333333
3245,2013/2014,2014-01-11,2014-01-11,Tottenham,Crystal Palace,2,0,H,2,0,0,2,2,-2,10,14,4,2,12,12,5,11,1,2,0,0,3,0,3,2.4,1.3,2.5,2.9,0.3,-1.3,1.5,0.9,17.3,10.2,5.4,3.2,8.9,9.1,7.0,2.8,2.0,1.3,0.1,0.2,0.2,1,-1,38.0,0.0,1.3566666666666667,4.783333333333333,8.916666666666666
3246,2013/2014,2014-01-12,2014-01-18,Newcastle,Man City,0,2,A,3,6,3,2,0,4,13,14,5,6,18,15,5,6,4,2,0,0,0,3,-3,2.9,5.7,2.5,2.3,0.1,2.1,1.8,1.8,17.3,16.0,5.0,5.6,11.0,11.3,5.9,6.7,1.0,1.7,0.1,0.0,0.9,-1,2,26.0,40.0,5.216666666666667,3.9,1.64
3247,2013/2014,2014-01-12,2014-01-18,Stoke,Liverpool,3,5,A,3,7,6,5,-3,2,13,13,4,9,10,8,11,2,1,1,0,0,0,3,-3,1.9,4.6,3.0,2.3,0.1,1.4,2.1,1.2,11.6,12.8,3.1,5.1,13.0,11.7,4.5,6.5,2.3,1.8,0.0,0.0,1.0,0,-2,29.0,35.0,5.316666666666666,3.783333333333333,1.6633333333333333
3248,2013/2014,2014-01-13,2014-01-18,Aston Villa,Arsenal,1,2,A,3,4,4,1,-1,3,11,8,5,4,12,9,3,5,2,2,0,0,0,3,-3,1.9,3.9,2.5,1.8,-1.4,1.3,0.9,2.2,12.8,14.3,3.6,5.3,12.1,8.7,5.0,5.1,2.0,1.9,0.0,0.1,-1.1,0,2,25.0,37.0,5.833333333333333,3.9666666666666663,1.58
3249,2013/2014,2014-01-18,2014-01-18,Arsenal,Fulham,2,0,H,4,0,1,2,3,-2,22,8,8,2,5,7,4,4,0,0,0,0,3,0,3,3.9,2.2,1.8,4.6,1.3,-1.8,2.3,1.5,15.1,7.2,5.9,2.3,10.2,9.6,6.5,2.9,1.1,1.3,0.1,0.0,1.8,1,-1,37.0,30.0,1.2066666666666668,6.5,13.333333333333334
3250,2013/2014,2014-01-18,2014-01-18,Crystal Palace,Stoke,1,0,H,1,3,0,6,1,-3,12,17,6,2,9,13,4,3,0,2,0,0,3,0,3,1.3,1.9,3.1,3.0,-1.1,-1.6,1.7,0.5,11.8,9.4,3.8,3.2,10.5,13.5,5.1,3.8,0.9,2.1,0.0,0.2,-0.1,0,-2,0.0,29.0,2.2500000000000004,3.2000000000000006,3.366666666666667
3251,2013/2014,2014-01-18,2014-01-18,Liverpool,Aston Villa,2,2,D,7,3,5,4,2,-1,14,12,6,3,14,18,2,3,1,4,0,0,1,1,0,4.6,1.9,2.3,2.5,3.0,-0.3,3.3,1.5,21.3,11.6,7.9,3.8,11.5,13.5,6.7,3.7,1.1,2.6,0.0,0.0,2.7,7,1,35.0,25.0,1.2133333333333332,6.416666666666667,12.833333333333334
3252,2013/2014,2014-01-18,2014-01-18,Man City,Cardiff,4,2,H,6,2,2,4,4,-2,24,7,9,6,6,5,10,7,2,0,0,0,3,0,3,5.7,1.5,2.3,3.4,3.2,-1.4,3.6,0.7,19.1,11.3,7.1,2.6,10.1,9.4,7.7,4.4,1.7,1.2,0.0,0.0,3.3,10,-3,40.0,0.0,1.1266666666666667,9.166666666666666,18.166666666666668
3253,2013/2014,2014-01-18,2014-01-18,Norwich,Hull,1,0,H,1,0,0,1,1,-1,25,10,4,0,8,16,10,8,1,2,0,1,3,0,3,1.7,2.2,3.5,2.7,-0.3,-0.8,1.2,0.5,14.8,8.7,3.9,2.3,12.0,12.3,6.5,3.2,1.4,1.7,0.0,0.0,-0.6,-2,-1,28.0,0.0,2.35,3.1999999999999997,3.15
3254,2013/2014,2014-01-18,2014-01-18,Sunderland,Southampton,2,2,D,2,2,2,2,0,0,10,17,5,8,8,8,4,7,2,0,0,0,1,1,0,1.9,2.7,3.4,2.3,-1.3,-0.6,0.7,1.2,13.7,10.8,3.0,3.6,11.8,15.1,5.7,4.7,1.8,2.0,0.1,0.0,-1.8,-1,-1,27.0,31.0,2.983333333333333,3.266666666666667,2.4166666666666665
3255,2013/2014,2014-01-18,2014-01-18,West Ham,Newcastle,1,3,A,1,3,3,3,-2,0,11,19,2,9,9,6,4,3,0,0,0,0,0,3,-3,2.1,2.9,3.0,2.5,-0.6,-0.4,1.0,2.1,13.4,12.6,3.7,4.8,10.6,12.5,4.4,3.0,1.3,1.7,0.1,0.2,-0.9,0,-1,32.0,26.0,2.9,3.3333333333333335,2.4166666666666665
3256,2013/2014,2014-01-19,2014-01-25,Chelsea,Man United,3,1,H,3,1,1,3,2,-2,13,10,6,4,15,21,5,4,1,3,0,1,3,0,3,4.0,3.5,1.9,2.4,1.8,0.8,3.4,2.6,17.4,12.0,6.2,4.4,12.3,12.3,6.5,5.0,1.5,2.6,0.0,0.1,3.2,4,3,39.0,41.0,1.76,3.6833333333333336,4.7
3257,2013/2014,2014-01-19,2014-01-25,Swansea,Tottenham,1,3,A,1,3,3,1,-2,2,13,11,3,5,6,9,8,2,2,1,0,0,0,3,-3,2.6,2.6,3.0,2.5,-0.1,0.6,1.0,2.8,13.7,16.4,4.8,5.2,8.9,11.2,7.3,6.7,1.9,1.7,0.0,0.0,-0.9,-2,4,33.0,38.0,3.0833333333333335,3.2999999999999994,2.3433333333333333
3258,2013/2014,2014-01-20,2014-01-25,West Brom,Everton,1,1,D,1,1,1,1,0,0,14,13,6,4,16,12,4,2,3,2,0,0,1,1,0,2.3,3.4,2.8,1.9,-0.4,0.7,1.2,1.7,13.1,13.5,3.8,4.1,9.2,10.1,5.6,5.1,1.4,1.3,0.0,0.0,-0.4,1,0,34.0,36.0,3.266666666666667,3.3166666666666664,2.2333333333333334
3259,2013/2014,2014-01-28,2014-02-01,Crystal Palace,Hull,1,0,H,1,1,0,2,1,-1,13,13,3,4,14,8,8,3,4,0,0,1,3,0,3,1.2727272727272727,2.0,2.8181818181818183,2.5454545454545454,-0.9090909090909091,-0.8181818181818182,1.8181818181818181,0.45454545454545453,11.818181818181818,8.818181818181818,4.0,2.090909090909091,10.363636363636363,12.636363636363637,5.0,3.6363636363636362,0.8181818181818182,1.7272727272727273,0.0,0.09090909090909091,0.18181818181818182,1,-2,0.0,0.0,2.4,3.1333333333333333,3.1333333333333333
