,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,oddsH,oddsD,oddsA
1277,2008/2009,2008-11-23,2008-11-29,Tottenham,Blackburn,1,0,H,1,0,0,1,1,-1,3,0,3,16.0,14.0,20.0,24.0,3.0,-3.0,13.0,9.0,0.0,2,0,1.7266666666666666,3.4666666666666663,4.533333333333334
1278,2008/2009,2008-11-24,2008-11-29,Wigan,Everton,1,0,H,3,0,1,1,2,-1,6,0,6,15.0,19.0,18.0,21.0,-1.0,2.0,8.0,13.0,-3.0,0,2,2.5166666666666666,3.183333333333333,2.676666666666667
1279,2008/2009,2008-11-29,2008-11-29,Aston Villa,Fulham,0,0,D,0,0,0,0,0,0,1,1,0,22.0,12.0,16.0,11.0,9.0,-1.0,12.0,3.0,5.0,0,0,1.6066666666666667,3.5833333333333335,5.466666666666666
1280,2008/2009,2008-11-29,2008-11-29,Middlesbrough,Newcastle,0,0,D,0,0,0,0,0,0,1,1,0,15.0,17.0,21.0,22.0,-2.0,-6.0,14.0,3.0,4.0,-1,0,2.1166666666666667,3.1999999999999997,3.2999999999999994
1281,2008/2009,2008-11-29,2008-11-29,Stoke,Hull,1,1,D,1,1,1,1,0,0,1,1,0,14.0,21.0,24.0,23.0,-2.0,3.0,21.0,14.0,12.0,4,0,2.4,3.25,2.7266666666666666
1282,2008/2009,2008-11-29,2008-11-29,Sunderland,Bolton,1,4,A,1,4,5,1,-4,3,0,3,-3,12.0,14.0,19.0,16.0,-6.0,0.0,7.0,9.0,-6.0,-1,2,2.2,3.183333333333333,3.15
1283,2008/2009,2008-11-29,2008-11-29,Wigan,West Brom,2,1,H,3,1,1,2,2,-1,6,0,6,15.0,10.0,18.0,25.0,1.0,-10.0,14.0,4.0,3.0,0,-4,1.76,3.366666666666667,4.466666666666667
1284,2008/2009,2008-11-30,2008-12-06,Chelsea,Arsenal,1,2,A,3,3,2,1,1,2,0,3,-3,32.0,25.0,4.0,18.0,22.0,4.0,15.0,13.0,9.0,0,-2,1.7166666666666668,3.383333333333333,4.8
1285,2008/2009,2008-11-30,2008-12-06,Man City,Man United,0,1,A,1,2,2,0,-1,2,0,3,-3,29.0,25.0,22.0,10.0,9.0,3.0,12.0,9.0,3.0,1,0,4.11,3.35,1.8266666666666669
1286,2008/2009,2008-11-30,2008-12-06,Portsmouth,Blackburn,3,2,H,3,3,2,6,1,-3,3,0,3,15.0,14.0,20.0,25.0,2.0,-4.0,12.0,9.0,4.0,0,-1,1.95,3.266666666666667,3.6999999999999997
1287,2008/2009,2008-11-30,2008-12-06,Tottenham,Everton,0,1,A,0,1,1,0,-1,1,0,3,-3,17.0,19.0,20.0,22.0,4.0,1.0,16.0,13.0,3.0,3,-1,1.903333333333333,3.3000000000000003,3.8000000000000003
1288,2008/2009,2008-12-01,2008-12-06,Liverpool,West Ham,0,0,D,3,0,1,0,2,0,1,1,0,21.0,17.0,8.0,22.0,7.0,-8.0,17.0,8.0,15.0,0,1,1.2933333333333332,4.733333333333333,10.0
1289,2008/2009,2008-12-06,2008-12-06,Arsenal,Wigan,1,0,H,3,0,1,1,2,-1,3,0,3,25.0,18.0,18.0,19.0,5.0,-8.0,13.0,11.0,6.0,-1,0,1.2933333333333332,4.716666666666667,9.833333333333334
1290,2008/2009,2008-12-06,2008-12-06,Blackburn,Liverpool,1,3,A,3,3,6,1,-3,2,0,3,-3,14.0,21.0,25.0,8.0,-11.0,8.0,5.0,19.0,-12.0,-2,1,4.933333333333334,3.4333333333333336,1.6933333333333334
1291,2008/2009,2008-12-06,2008-12-06,Bolton,Chelsea,0,2,A,0,3,2,2,-2,1,0,3,-3,18.0,32.0,17.0,4.0,-2.0,27.0,8.0,27.0,-3.0,-1,10,6.416666666666667,3.6999999999999997,1.51
1292,2008/2009,2008-12-06,2008-12-06,Fulham,Man City,1,1,D,1,1,1,2,0,-1,1,1,0,12.0,29.0,11.0,22.0,6.0,2.0,22.0,5.0,12.0,3,0,2.566666666666667,3.15,2.6333333333333333
1293,2008/2009,2008-12-06,2008-12-06,Hull,Middlesbrough,2,1,H,2,1,1,2,1,-1,3,0,3,22.0,15.0,24.0,21.0,-4.0,-4.0,8.0,8.0,-3.0,0,0,2.2933333333333334,3.2000000000000006,2.9500000000000006
1294,2008/2009,2008-12-06,2008-12-06,Man United,Sunderland,1,0,H,2,0,0,1,2,-1,3,0,3,25.0,13.0,10.0,24.0,17.0,-11.0,22.0,8.0,20.0,5,1,1.1633333333333333,6.233333333333333,16.333333333333332
1295,2008/2009,2008-12-06,2008-12-06,Newcastle,Stoke,2,2,D,2,2,2,2,0,0,1,1,0,17.0,15.0,22.0,25.0,0.0,-11.0,11.0,2.0,3.0,0,-1,1.7666666666666666,3.3666666666666667,4.45
1296,2008/2009,2008-12-07,2008-12-13,Everton,Aston Villa,2,3,A,3,7,3,4,0,3,0,3,-3,20.0,22.0,22.0,16.0,-4.0,6.0,6.0,12.0,-7.0,0,1,2.5400000000000005,3.1666666666666665,2.65
1297,2008/2009,2008-12-07,2008-12-13,West Brom,Portsmouth,1,1,D,1,1,5,1,-4,0,1,1,0,11.0,18.0,27.0,22.0,-6.0,-9.0,7.0,8.0,-9.0,-1,0,2.54,3.2000000000000006,2.6166666666666667
1298,2008/2009,2008-12-08,2008-12-13,West Ham,Tottenham,0,2,A,0,2,2,0,-2,2,0,3,-3,17.0,17.0,22.0,21.0,-5.0,-1.0,10.0,8.0,0.0,0,-1,2.6,3.1666666666666665,2.5900000000000003
1299,2008/2009,2008-12-13,2008-12-13,Aston Villa,Bolton,4,2,H,7,2,4,4,3,-2,3,0,3,22.0,18.0,16.0,19.0,9.0,3.0,13.0,12.0,5.0,0,3,1.6566666666666665,3.466666666666667,5.066666666666666
1300,2008/2009,2008-12-13,2008-12-13,Liverpool,Hull,2,2,D,2,2,2,2,0,0,1,1,0,24.0,24.0,9.0,25.0,9.0,3.0,18.0,15.0,15.0,0,0,1.3099999999999998,4.633333333333334,9.166666666666666
1301,2008/2009,2008-12-13,2008-12-13,Man City,Everton,0,1,A,0,3,1,3,-1,0,0,3,-3,30.0,20.0,24.0,22.0,8.0,2.0,12.0,16.0,0.0,-1,1,2.0166666666666666,3.25,3.5
1302,2008/2009,2008-12-13,2008-12-13,Middlesbrough,Arsenal,1,1,D,1,1,1,1,0,0,1,1,0,16.0,28.0,23.0,19.0,-2.0,6.0,15.0,16.0,4.0,0,1,4.3,3.366666666666667,1.7833333333333332
1303,2008/2009,2008-12-13,2008-12-13,Stoke,Fulham,0,0,D,0,0,0,0,0,0,1,1,0,17.0,13.0,27.0,12.0,-2.0,-1.0,22.0,4.0,12.0,0,0,2.35,3.1666666666666665,2.8766666666666665
1304,2008/2009,2008-12-13,2008-12-13,Sunderland,West Brom,4,0,H,4,1,0,5,4,-4,3,0,3,13.0,11.0,25.0,27.0,-10.0,-11.0,7.0,4.0,-9.0,-3,-5,2.0,3.25,3.533333333333333
1305,2008/2009,2008-12-13,2008-12-13,Tottenham,Man United,0,0,D,2,0,0,0,2,0,1,1,0,17.0,27.0,21.0,10.0,3.0,5.0,16.0,12.0,0.0,-1,1,4.166666666666667,3.3166666666666664,1.8266666666666669
1306,2008/2009,2008-12-13,2008-12-13,Wigan,Blackburn,3,0,H,3,0,0,3,3,-3,3,0,3,18.0,17.0,20.0,31.0,3.0,-7.0,20.0,9.0,9.0,2,-2,2.0166666666666666,3.233333333333333,3.516666666666667
1307,2008/2009,2008-12-14,2008-12-20,Chelsea,West Ham,1,1,D,1,1,1,2,0,-1,1,1,0,35.0,17.0,6.0,24.0,23.0,-8.0,15.0,9.0,6.0,-1,0,1.24,5.183333333333334,11.833333333333334
1308,2008/2009,2008-12-14,2008-12-20,Portsmouth,Newcastle,0,3,A,1,3,5,0,-4,3,0,3,-3,19.0,19.0,23.0,24.0,3.0,-6.0,15.0,4.0,7.0,1,0,1.9833333333333332,3.216666666666667,3.483333333333333
1309,2008/2009,2008-12-20,2008-12-20,Blackburn,Stoke,3,0,H,3,0,0,3,3,-3,3,0,3,17.0,17.0,34.0,27.0,-14.0,-11.0,5.0,3.0,-15.0,-3,0,1.843333333333333,3.3166666666666664,4.1
1310,2008/2009,2008-12-20,2008-12-20,Bolton,Portsmouth,2,1,H,2,1,1,5,1,-4,3,0,3,20.0,19.0,23.0,23.0,-4.0,-9.0,8.0,9.0,-6.0,-2,0,2.1833333333333336,3.1666666666666665,3.1833333333333336
1311,2008/2009,2008-12-20,2008-12-20,Fulham,Middlesbrough,3,0,H,3,0,0,3,3,-3,3,0,3,13.0,17.0,12.0,24.0,6.0,-5.0,23.0,8.0,12.0,0,-1,2.1333333333333333,3.1666666666666665,3.3166666666666664
1312,2008/2009,2008-12-20,2008-12-20,Hull,Sunderland,1,4,A,1,4,4,1,-3,3,0,3,-3,26.0,17.0,27.0,25.0,-3.0,-12.0,11.0,8.0,0.0,1,-1,2.0500000000000003,3.1833333333333336,3.5333333333333337
1313,2008/2009,2008-12-20,2008-12-20,West Ham,Aston Villa,0,1,A,1,1,2,0,-1,1,0,3,-3,17.0,29.0,24.0,20.0,-7.0,9.0,10.0,15.0,-3.0,-1,2,2.9166666666666665,3.216666666666667,2.3066666666666666
1314,2008/2009,2008-12-21,2008-12-27,Arsenal,Liverpool,1,1,D,3,4,3,1,0,3,1,1,0,29.0,26.0,20.0,11.0,7.0,10.0,16.0,22.0,9.0,1,2,2.333333333333333,3.1666666666666665,2.883333333333333
1315,2008/2009,2008-12-21,2008-12-27,Newcastle,Tottenham,2,1,H,3,1,3,2,0,-1,3,0,3,22.0,19.0,24.0,21.0,0.0,1.0,12.0,11.0,3.0,0,1,2.3733333333333335,3.216666666666667,2.8333333333333335
1316,2008/2009,2008-12-21,2008-12-27,West Brom,Man City,2,1,H,2,6,3,3,-1,3,3,0,3,12.0,30.0,32.0,25.0,-10.0,1.0,8.0,6.0,-9.0,0,0,3.0499999999999994,3.1999999999999997,2.2333333333333334
1317,2008/2009,2008-12-22,2008-12-27,Everton,Chelsea,0,0,D,1,2,0,0,1,2,1,1,0,23.0,36.0,25.0,7.0,-4.0,28.0,6.0,30.0,-10.0,-1,11,4.633333333333333,3.4166666666666665,1.7266666666666666
1318,2008/2009,2008-12-26,2008-12-27,Aston Villa,Arsenal,2,2,D,2,3,2,3,0,0,1,1,0,30.0,29.0,20.0,20.0,12.0,6.0,16.0,17.0,8.0,1,0,2.5,3.15,2.723333333333334
1319,2008/2009,2008-12-26,2008-12-27,Chelsea,West Brom,2,0,H,2,2,0,3,2,-1,3,0,3,36.0,12.0,7.0,32.0,23.0,-15.0,16.0,4.0,6.0,0,-6,1.1466666666666667,6.5,16.666666666666668
1320,2008/2009,2008-12-26,2008-12-27,Liverpool,Bolton,3,0,H,4,0,1,3,3,-3,3,0,3,26.0,22.0,11.0,24.0,9.0,1.0,19.0,12.0,15.0,0,-1,1.3033333333333335,4.516666666666667,10.333333333333334
1321,2008/2009,2008-12-26,2008-12-27,Man City,Hull,5,1,H,6,1,3,5,3,-4,3,0,3,30.0,27.0,25.0,31.0,7.0,3.0,12.0,16.0,-3.0,-2,0,1.7666666666666666,3.4333333333333336,4.316666666666666
1322,2008/2009,2008-12-26,2008-12-27,Middlesbrough,Everton,0,1,A,0,1,1,0,-1,1,0,3,-3,17.0,23.0,27.0,25.0,-2.0,2.0,16.0,19.0,4.0,0,2,2.516666666666667,3.183333333333333,2.6733333333333333
1323,2008/2009,2008-12-26,2008-12-27,Portsmouth,West Ham,1,4,A,1,4,4,1,-3,3,0,3,-3,20.0,18.0,28.0,26.0,-1.0,-9.0,15.0,10.0,4.0,-1,0,2.066666666666667,3.216666666666667,3.4
1324,2008/2009,2008-12-26,2008-12-27,Stoke,Man United,0,1,A,0,1,1,0,-1,1,0,3,-3,17.0,27.0,30.0,10.0,-2.0,5.0,23.0,13.0,12.0,0,0,9.833333333333334,4.633333333333334,1.3
1325,2008/2009,2008-12-26,2008-12-27,Sunderland,Blackburn,0,0,D,0,0,0,0,0,0,1,1,0,21.0,20.0,26.0,34.0,-6.0,-10.0,10.0,9.0,-6.0,1,-3,2.183333333333333,3.1666666666666665,3.1833333333333336
1326,2008/2009,2008-12-26,2008-12-27,Tottenham,Fulham,0,0,D,1,0,2,0,-1,0,1,1,0,19.0,16.0,21.0,12.0,5.0,-1.0,17.0,5.0,0.0,0,0,1.7299999999999998,3.4333333333333336,4.566666666666666
1327,2008/2009,2008-12-26,2008-12-27,Wigan,Newcastle,2,1,H,2,3,1,3,1,0,3,0,3,21.0,22.0,20.0,24.0,6.0,-3.0,23.0,7.0,12.0,3,1,2.216666666666667,3.183333333333333,3.1
1328,2008/2009,2008-12-28,2009-01-03,Arsenal,Portsmouth,1,0,H,1,0,0,1,1,-1,3,0,3,32.0,21.0,23.0,32.0,7.0,-13.0,17.0,9.0,9.0,0,-1,1.3833333333333335,4.166666666666667,8.416666666666666
1329,2008/2009,2008-12-28,2009-01-03,Blackburn,Man City,2,2,D,2,2,2,2,0,0,1,1,0,20.0,36.0,34.0,28.0,-11.0,4.0,8.0,6.0,-12.0,1,-1,2.4566666666666666,3.216666666666667,2.7566666666666664
1330,2008/2009,2008-12-28,2009-01-03,Bolton,Wigan,0,1,A,0,1,1,0,-1,1,0,3,-3,22.0,23.0,27.0,21.0,-3.0,-9.0,11.0,11.0,-3.0,1,-1,2.1666666666666665,3.1666666666666665,3.2833333333333337
1331,2008/2009,2008-12-28,2009-01-03,Everton,Sunderland,3,0,H,3,0,0,3,3,-3,3,0,3,24.0,21.0,25.0,26.0,-3.0,-9.0,7.0,11.0,-10.0,0,1,1.75,3.4,4.6499999999999995
1332,2008/2009,2008-12-28,2009-01-03,Fulham,Chelsea,2,2,D,2,2,2,2,0,0,1,1,0,16.0,38.0,12.0,7.0,9.0,30.0,26.0,31.0,15.0,1,0,5.833333333333333,3.65,1.5700000000000003
1333,2008/2009,2008-12-28,2009-01-03,Newcastle,Liverpool,1,5,A,1,5,5,1,-4,4,0,3,-3,25.0,30.0,27.0,12.0,0.0,13.0,15.0,23.0,6.0,1,0,4.333333333333333,3.4,1.8
1334,2008/2009,2008-12-28,2009-01-03,West Brom,Tottenham,2,0,H,2,0,0,2,2,-2,3,0,3,14.0,20.0,35.0,23.0,-11.0,0.0,11.0,11.0,-6.0,1,-1,3.283333333333333,3.266666666666666,2.1333333333333333
1335,2008/2009,2008-12-28,2009-01-03,West Ham,Stoke,2,1,H,2,1,1,2,1,-1,3,0,3,22.0,17.0,27.0,31.0,-8.0,-14.0,10.0,3.0,-6.0,-2,-1,1.7066666666666668,3.4166666666666665,4.8999999999999995
1336,2008/2009,2008-12-29,2009-01-03,Man United,Middlesbrough,1,0,H,1,0,0,1,1,-1,3,0,3,28.0,17.0,10.0,28.0,19.0,-8.0,25.0,8.0,23.0,6,-2,1.21,5.683333333333334,13.5
1337,2008/2009,2008-12-30,2009-01-03,Hull,Aston Villa,0,1,A,0,1,1,0,-1,1,0,3,-3,28.0,32.0,36.0,22.0,-6.0,10.0,11.0,18.0,-3.0,-1,3,3.8766666666666665,3.3833333333333333,1.9033333333333333
1338,2008/2009,2009-01-10,2009-01-10,Arsenal,Bolton,1,0,H,1,0,0,1,1,-1,3,0,3,33.0,22.0,23.0,28.0,8.0,-2.0,20.0,12.0,12.0,1,-2,1.33,4.426666666666667,9.083333333333334
1339,2008/2009,2009-01-10,2009-01-10,Aston Villa,West Brom,2,1,H,2,1,1,2,1,-1,3,0,3,33.0,16.0,22.0,35.0,12.0,-16.0,17.0,4.0,8.0,0,-7,1.3666666666666665,4.326666666666667,8.0
1340,2008/2009,2009-01-10,2009-01-10,Everton,Hull,2,0,H,2,0,0,2,2,-2,3,0,3,27.0,28.0,25.0,37.0,0.0,-1.0,10.0,16.0,-7.0,1,-1,1.6066666666666667,3.6333333333333333,5.316666666666666
1341,2008/2009,2009-01-10,2009-01-10,Middlesbrough,Sunderland,1,1,D,1,1,1,1,0,0,1,1,0,17.0,21.0,29.0,29.0,-3.0,-12.0,16.0,11.0,1.0,-1,-1,2.183333333333333,3.1833333333333336,3.1833333333333336
1342,2008/2009,2009-01-10,2009-01-10,Newcastle,West Ham,2,2,D,2,2,2,2,0,0,1,1,0,26.0,24.0,32.0,28.0,-4.0,-6.0,15.0,13.0,3.0,-1,1,2.1166666666666667,3.2166666666666663,3.3000000000000003
1343,2008/2009,2009-01-10,2009-01-10,Stoke,Liverpool,0,0,D,0,0,0,0,0,0,1,1,0,18.0,35.0,33.0,13.0,-3.0,17.0,23.0,26.0,9.0,-1,1,8.5,4.25,1.36
1344,2008/2009,2009-01-11,2009-01-17,Man United,Chelsea,3,0,H,5,2,0,4,5,-2,6,0,6,29.0,40.0,10.0,9.0,20.0,30.0,28.0,32.0,26.0,7,0,2.1666666666666665,3.1333333333333333,3.266666666666667
1345,2008/2009,2009-01-11,2009-01-17,Wigan,Tottenham,1,0,H,1,0,2,1,-1,-1,3,0,3,24.0,20.0,21.0,25.0,7.0,-2.0,26.0,11.0,15.0,4,-2,2.4,3.1666666666666665,2.81
1346,2008/2009,2009-01-14,2009-01-17,Man United,Wigan,1,0,H,5,1,0,2,5,-1,6,0,6,29.0,24.0,10.0,21.0,25.0,-8.0,34.0,14.0,32.0,7,1,1.2066666666666668,5.5,12.333333333333334
1347,2008/2009,2009-01-17,2009-01-17,Blackburn,Newcastle,3,0,H,3,0,0,3,3,-3,3,0,3,22.0,28.0,36.0,34.0,-11.0,-3.0,9.0,7.0,-12.0,0,-1,2.033333333333333,3.25,3.4666666666666663
1348,2008/2009,2009-01-17,2009-01-17,Bolton,Man United,0,1,A,0,5,1,0,-1,5,0,3,-3,22.0,29.0,29.0,10.0,-4.0,6.0,11.0,16.0,-6.0,-1,1,7.0,3.7833333333333337,1.4666666666666668
1349,2008/2009,2009-01-17,2009-01-17,Chelsea,Stoke,2,1,H,2,1,4,2,-2,-1,3,0,3,40.0,18.0,9.0,33.0,25.0,-15.0,19.0,3.0,9.0,1,-2,1.1833333333333333,5.8999999999999995,13.666666666666666
1350,2008/2009,2009-01-17,2009-01-17,Hull,Arsenal,1,3,A,1,3,3,1,-2,2,0,3,-3,28.0,34.0,39.0,23.0,-7.0,6.0,11.0,18.0,-6.0,-2,0,5.166666666666667,3.716666666666667,1.6066666666666667
1351,2008/2009,2009-01-17,2009-01-17,Man City,Wigan,1,0,H,1,1,0,2,1,-1,3,0,3,38.0,24.0,30.0,21.0,10.0,-9.0,15.0,14.0,0.0,1,1,1.9166666666666667,3.3166666666666664,3.716666666666667
1352,2008/2009,2009-01-17,2009-01-17,Sunderland,Aston Villa,1,2,A,1,2,2,1,-1,1,0,3,-3,22.0,35.0,30.0,23.0,-6.0,11.0,11.0,21.0,-6.0,0,4,3.15,3.1833333333333336,2.183333333333333
1353,2008/2009,2009-01-17,2009-01-17,West Brom,Middlesbrough,3,0,H,3,0,0,3,3,-3,3,0,3,17.0,18.0,37.0,30.0,-9.0,-9.0,14.0,8.0,-3.0,2,-3,2.36,3.1999999999999997,2.8333333333333335
1354,2008/2009,2009-01-18,2009-01-24,Tottenham,Portsmouth,1,1,D,1,1,1,1,0,0,1,1,0,20.0,21.0,26.0,33.0,4.0,-14.0,18.0,9.0,0.0,0,-2,1.71,3.466666666666667,4.633333333333333
1355,2008/2009,2009-01-18,2009-01-24,West Ham,Fulham,3,1,H,3,1,1,3,2,-2,3,0,3,26.0,18.0,30.0,14.0,-7.0,-1.0,13.0,6.0,-3.0,1,0,2.1166666666666667,3.233333333333333,3.266666666666667
1356,2008/2009,2009-01-19,2009-01-24,Liverpool,Everton,1,1,D,1,1,1,1,0,0,1,1,0,35.0,29.0,13.0,25.0,12.0,3.0,22.0,22.0,18.0,1,3,1.59,3.5666666666666664,5.616666666666667
1357,2008/2009,2009-01-27,2009-01-31,Portsmouth,Aston Villa,0,1,A,1,1,4,0,-3,1,0,3,-3,22.0,37.0,34.0,24.0,-4.0,12.0,15.0,24.0,1.0,-2,5,3.0,3.216666666666667,2.283333333333333
1358,2008/2009,2009-01-27,2009-01-31,Sunderland,Fulham,1,0,H,1,3,0,2,1,1,3,0,3,23.0,19.0,32.0,17.0,-7.0,-3.0,11.0,6.0,-9.0,-1,-1,2.1999999999999997,3.183333333333333,3.216666666666667
1359,2008/2009,2009-01-27,2009-01-31,Tottenham,Stoke,3,1,H,5,2,4,3,1,-1,3,0,3,21.0,19.0,27.0,35.0,4.0,-16.0,19.0,3.0,0.0,0,-3,1.57,3.6333333333333333,5.8500000000000005
1360,2008/2009,2009-01-27,2009-01-31,West Brom,Man United,0,5,A,2,6,7,0,-5,6,0,3,-3,20.0,34.0,37.0,10.0,-6.0,11.0,17.0,19.0,0.0,3,2,8.833333333333334,4.583333333333333,1.3366666666666667
1361,2008/2009,2009-01-28,2009-01-31,Blackburn,Bolton,2,2,D,2,5,2,4,0,1,1,1,0,25.0,22.0,36.0,30.0,-8.0,-3.0,12.0,12.0,-9.0,1,-3,1.9166666666666667,3.1833333333333336,4.1
1362,2008/2009,2009-01-28,2009-01-31,Chelsea,Middlesbrough,2,0,H,2,0,0,2,2,-2,3,0,3,42.0,18.0,13.0,33.0,23.0,-12.0,22.0,8.0,12.0,2,-4,1.2233333333333334,5.666666666666667,11.666666666666666
1363,2008/2009,2009-01-28,2009-01-31,Everton,Arsenal,1,1,D,1,1,2,1,-1,0,1,1,0,30.0,37.0,26.0,24.0,2.0,8.0,13.0,21.0,-4.0,2,1,2.8166666666666664,3.183333333333333,2.4333333333333336
1364,2008/2009,2009-01-28,2009-01-31,Man City,Newcastle,2,1,H,2,1,2,2,0,-1,3,0,3,39.0,28.0,30.0,37.0,11.0,-6.0,18.0,7.0,3.0,2,-2,1.7433333333333334,3.4666666666666663,4.566666666666666
1365,2008/2009,2009-01-28,2009-01-31,West Ham,Hull,2,0,H,2,2,0,4,2,-2,3,0,3,29.0,29.0,31.0,42.0,-5.0,-3.0,16.0,16.0,0.0,2,-2,1.76,3.4499999999999997,4.466666666666666
1366,2008/2009,2009-01-28,2009-01-31,Wigan,Liverpool,1,1,D,1,1,1,1,0,0,1,1,0,25.0,36.0,23.0,14.0,6.0,17.0,29.0,27.0,18.0,5,0,4.733333333333333,3.35,1.76
1367,2008/2009,2009-01-31,2009-01-31,Arsenal,West Ham,0,0,D,1,2,1,0,0,2,1,1,0,37.0,29.0,24.0,31.0,9.0,-6.0,23.0,14.0,15.0,2,0,1.406666666666667,4.2,7.466666666666666
1368,2008/2009,2009-01-31,2009-01-31,Aston Villa,Wigan,0,0,D,1,1,0,1,1,0,1,1,0,37.0,25.0,24.0,23.0,13.0,-10.0,20.0,14.0,11.0,1,-2,1.5866666666666667,3.5833333333333335,5.583333333333333
1369,2008/2009,2009-01-31,2009-01-31,Bolton,Tottenham,3,2,H,5,5,4,4,1,1,3,0,3,22.0,21.0,30.0,27.0,-5.0,-3.0,11.0,11.0,-9.0,-2,-3,2.5833333333333335,3.183333333333333,2.606666666666667
1370,2008/2009,2009-01-31,2009-01-31,Fulham,Portsmouth,3,1,H,3,1,2,4,1,-3,3,0,3,19.0,22.0,17.0,34.0,9.0,-14.0,27.0,10.0,15.0,0,0,1.95,3.233333333333333,3.733333333333333
1371,2008/2009,2009-01-31,2009-01-31,Hull,West Brom,2,2,D,2,2,4,7,-2,-5,1,1,0,29.0,20.0,42.0,37.0,-9.0,-17.0,11.0,4.0,-9.0,-3,-8,2.0500000000000003,3.1833333333333336,3.5
1372,2008/2009,2009-01-31,2009-01-31,Man United,Everton,1,0,H,6,1,0,2,6,-1,3,0,3,34.0,30.0,10.0,26.0,30.0,3.0,40.0,23.0,38.0,9,0,1.3533333333333335,4.3999999999999995,8.416666666666666
1373,2008/2009,2009-01-31,2009-01-31,Middlesbrough,Blackburn,0,0,D,0,2,2,2,-2,0,1,1,0,18.0,25.0,33.0,36.0,-3.0,-10.0,17.0,10.0,1.0,0,0,2.3666666666666667,3.233333333333333,2.806666666666667
1374,2008/2009,2009-01-31,2009-01-31,Stoke,Man City,1,0,H,2,2,3,2,-1,0,3,0,3,19.0,39.0,35.0,30.0,-3.0,4.0,24.0,7.0,9.0,0,0,3.1999999999999997,3.2166666666666663,2.15
1375,2008/2009,2009-02-01,2009-02-07,Liverpool,Chelsea,2,0,H,5,0,2,2,3,-2,3,0,3,37.0,44.0,15.0,13.0,12.0,28.0,23.0,32.0,18.0,0,-1,2.3666666666666667,3.0833333333333335,2.966666666666667
1376,2008/2009,2009-02-01,2009-02-07,Newcastle,Sunderland,1,1,D,4,3,3,1,1,2,1,1,0,29.0,24.0,39.0,32.0,-4.0,-12.0,16.0,12.0,3.0,0,0,2.433333333333333,3.1666666666666665,2.766666666666667
1377,2008/2009,2009-02-07,2009-02-07,Blackburn,Aston Villa,0,2,A,0,2,2,0,-2,2,0,3,-3,27.0,38.0,38.0,24.0,-8.0,13.0,13.0,27.0,-9.0,0,6,2.84,3.183333333333333,2.3833333333333333
1378,2008/2009,2009-02-07,2009-02-07,Chelsea,Hull,0,0,D,0,0,2,0,-2,0,1,1,0,44.0,31.0,13.0,46.0,25.0,-5.0,25.0,16.0,15.0,3,-3,1.2,5.733333333333333,13.333333333333334
1379,2008/2009,2009-02-07,2009-02-07,Everton,Bolton,3,0,H,3,0,0,3,3,-3,3,0,3,31.0,27.0,28.0,34.0,1.0,-2.0,14.0,13.0,-4.0,0,0,1.656666666666667,3.4499999999999997,5.166666666666667
1380,2008/2009,2009-02-07,2009-02-07,Man City,Middlesbrough,1,0,H,1,0,0,1,1,-1,3,0,3,41.0,18.0,32.0,35.0,11.0,-14.0,21.0,8.0,6.0,3,-5,1.5866666666666667,3.616666666666667,5.5
1381,2008/2009,2009-02-07,2009-02-07,Portsmouth,Liverpool,2,3,A,2,5,3,2,-1,3,0,3,-3,23.0,37.0,38.0,15.0,-7.0,17.0,15.0,28.0,-2.0,-3,0,4.933333333333334,3.4166666666666665,1.6833333333333336
1382,2008/2009,2009-02-07,2009-02-07,Sunderland,Stoke,2,0,H,3,0,1,2,2,-2,3,0,3,24.0,21.0,32.0,38.0,-6.0,-17.0,14.0,3.0,-6.0,1,-4,1.7766666666666666,3.3333333333333335,4.416666666666667
1383,2008/2009,2009-02-07,2009-02-07,West Brom,Newcastle,2,3,A,2,4,3,3,-1,1,0,3,-3,22.0,29.0,44.0,39.0,-11.0,-7.0,17.0,7.0,-3.0,-1,-3,2.1999999999999997,3.2166666666666663,3.1
1384,2008/2009,2009-02-07,2009-02-07,Wigan,Fulham,0,0,D,0,0,0,0,0,0,1,1,0,26.0,22.0,24.0,19.0,6.0,-2.0,30.0,6.0,18.0,0,-2,1.9833333333333332,3.2000000000000006,3.65
1385,2008/2009,2009-02-08,2009-02-14,Tottenham,Arsenal,0,0,D,0,0,0,0,0,0,1,1,0,26.0,38.0,31.0,25.0,5.0,8.0,22.0,22.0,3.0,1,0,2.9166666666666665,3.183333333333333,2.316666666666667
1386,2008/2009,2009-02-08,2009-02-14,West Ham,Man United,0,1,A,0,1,1,0,-1,1,0,3,-3,31.0,40.0,31.0,10.0,-3.0,17.0,19.0,22.0,3.0,3,3,5.883333333333333,3.7000000000000006,1.54
1387,2008/2009,2009-02-14,2009-02-14,Portsmouth,Man City,2,0,H,2,0,0,2,2,-2,3,0,3,25.0,42.0,41.0,32.0,-8.0,4.0,15.0,7.0,-5.0,-4,-1,2.7733333333333334,3.2000000000000006,2.4
