,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,oddsH,oddsD,oddsA
5311,2018/2019,2019-05-12,2019-05-18,Leicester,Chelsea,0,0,D,0,0,0,0,0,0,1,1,0,51.0,63.0,48.0,39.0,1.0,10.0,29.0,29.0,-1.0,1,0,2.3666666666666667,3.6166666666666667,2.8833333333333333
5312,2018/2019,2019-05-12,2019-05-18,Liverpool,Wolves,2,0,H,2,0,0,2,2,-2,3,0,3,87.0,47.0,22.0,44.0,65.0,7.0,56.0,27.0,49.0,6,1,1.3033333333333335,5.716666666666666,9.933333333333334
5313,2018/2019,2019-05-12,2019-05-18,Man United,Cardiff,0,2,A,0,2,2,0,-2,2,0,3,-3,65.0,32.0,52.0,69.0,18.0,-23.0,44.0,15.0,32.0,0,-1,1.2700000000000002,6.283333333333334,10.4
5314,2018/2019,2019-05-12,2019-05-18,Southampton,Huddersfield,1,1,D,1,1,1,1,0,0,1,1,0,44.0,21.0,64.0,75.0,-13.0,-39.0,22.0,6.0,-3.0,0,-7,1.4266666666666665,4.766666666666667,7.616666666666667
5315,2018/2019,2019-05-12,2019-05-18,Tottenham,Everton,2,2,D,2,2,2,2,0,0,1,1,0,65.0,52.0,37.0,44.0,29.0,2.0,49.0,22.0,28.0,-1,0,2.1166666666666667,3.483333333333333,3.533333333333333
5316,2018/2019,2019-05-12,2019-05-18,Watford,West Ham,1,4,A,1,4,4,1,-3,3,0,3,-3,51.0,48.0,55.0,54.0,-2.0,-13.0,29.0,18.0,5.0,-1,1,2.216666666666667,3.733333333333333,3.116666666666667
5317,2019/2020,2019-08-09,2019-08-10,Liverpool,Norwich,4,1,H,4,1,1,4,3,-3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,-3,1.1433333333333333,8.75,18.5
5318,2019/2020,2019-08-10,2019-08-10,West Ham,Man City,0,5,A,0,5,5,0,-5,5,0,3,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,11.5,6.116666666666667,1.2433333333333334
5319,2019/2020,2019-08-10,2019-08-10,Bournemouth,Sheffield United,1,1,D,1,1,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,1.9566666666666668,3.5833333333333335,3.766666666666667
5320,2019/2020,2019-08-10,2019-08-10,Burnley,Southampton,3,0,H,3,0,0,3,3,-3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-1,2.64,3.2000000000000006,2.75
5321,2019/2020,2019-08-10,2019-08-10,Crystal Palace,Everton,0,0,D,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3.1,3.216666666666667,2.3733333333333335
5322,2019/2020,2019-08-10,2019-08-10,Watford,Brighton,0,3,A,0,3,3,0,-3,3,0,3,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,1.91,3.4,4.193333333333333
5323,2019/2020,2019-08-10,2019-08-10,Tottenham,Aston Villa,3,1,H,3,1,1,3,2,-2,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7,1.3,5.416666666666667,9.866666666666667
5324,2019/2020,2019-08-11,2019-08-17,Leicester,Wolves,0,0,D,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,2.216666666666667,3.25,3.383333333333333
5325,2019/2020,2019-08-11,2019-08-17,Newcastle,Arsenal,0,1,A,1,3,4,1,-3,2,0,3,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,4.466666666666667,3.783333333333333,1.7566666666666666
5326,2019/2020,2019-08-11,2019-08-17,Man United,Chelsea,4,0,H,4,0,0,4,4,-4,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,2.1333333333333333,3.3166666666666664,3.466666666666667
5327,2019/2020,2019-08-17,2019-08-17,Arsenal,Burnley,2,1,H,3,1,1,2,2,-1,3,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,1.3,5.533333333333334,9.833333333333334
5328,2019/2020,2019-08-17,2019-08-17,Aston Villa,Bournemouth,1,2,A,1,2,2,1,-1,1,0,3,-3,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1,2.283333333333333,3.4500000000000006,3.0833333333333335
5329,2019/2020,2019-08-17,2019-08-17,Brighton,West Ham,1,1,D,1,1,1,1,0,0,1,1,0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-1,2,2.5166666666666666,3.283333333333333,2.873333333333333
5330,2019/2020,2019-08-17,2019-08-17,Everton,Watford,1,0,H,1,0,0,1,1,-1,3,0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4,-1,1.6966666666666665,3.9,4.8
5331,2019/2020,2019-08-17,2019-08-17,Norwich,Newcastle,3,1,H,3,1,1,4,2,-3,3,0,3,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2.2333333333333334,3.3166666666666664,3.3166666666666664
5332,2019/2020,2019-08-17,2019-08-17,Southampton,Liverpool,1,2,A,1,2,2,1,-1,1,0,3,-3,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,6.75,4.766666666666667,1.4400000000000002
5333,2019/2020,2019-08-17,2019-08-17,Man City,Tottenham,2,2,D,2,2,2,2,0,0,1,1,0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,-6,1.3533333333333335,5.3500000000000005,7.916666666666667
5334,2019/2020,2019-08-18,2019-08-24,Sheffield United,Crystal Palace,1,0,H,2,2,2,2,0,0,3,3,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3,2.55,3.1333333333333333,2.9166666666666665
5335,2019/2020,2019-08-18,2019-08-24,Chelsea,Leicester,1,1,D,4,3,3,2,1,1,1,4,-3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,1.7166666666666668,3.733333333333333,4.966666666666667
5336,2019/2020,2019-08-19,2019-08-24,Wolves,Man United,1,1,D,1,2,1,3,0,-1,1,1,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3.283333333333333,3.283333333333333,2.2666666666666666
5337,2019/2020,2019-08-23,2019-08-24,Aston Villa,Everton,2,0,H,2,0,0,2,2,-2,3,0,3,2.0,1.0,5.0,0.0,-1.0,0.0,0.0,1.0,-3.0,-1,0,3.15,3.5,2.216666666666667
5338,2019/2020,2019-08-24,2019-08-24,Norwich,Chelsea,2,3,A,2,4,3,3,-1,1,0,3,-3,4.0,0.0,5.0,4.0,2.0,-4.0,3.0,0.0,3.0,2,-1,4.236666666666667,3.8333333333333335,1.8
5339,2019/2020,2019-08-24,2019-08-24,Brighton,Southampton,0,2,A,0,2,2,0,-2,2,0,3,-3,4.0,1.0,1.0,5.0,0.0,-3.0,1.0,0.0,0.0,0,-2,2.4,3.25,3.0499999999999994
5340,2019/2020,2019-08-24,2019-08-24,Man United,Crystal Palace,1,2,A,2,2,3,2,-1,0,0,3,-3,4.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,1,3,1.3500000000000003,5.066666666666666,8.700000000000001
5341,2019/2020,2019-08-24,2019-08-24,Sheffield United,Leicester,1,2,A,2,3,2,2,0,1,3,4,-1,1.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,-1,-1,3.4,3.216666666666667,2.2333333333333334
5342,2019/2020,2019-08-24,2019-08-24,Watford,West Ham,1,3,A,1,3,3,1,-2,2,0,3,-3,0.0,1.0,4.0,6.0,-3.0,0.0,0.0,1.0,-3.0,-3,0,2.0833333333333335,3.5666666666666664,3.4333333333333336
5343,2019/2020,2019-08-24,2019-08-24,Liverpool,Arsenal,3,1,H,3,1,1,3,2,-2,3,0,3,6.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,8,2,1.4933333333333334,4.683333333333334,5.8999999999999995
5344,2019/2020,2019-08-25,2019-08-31,Bournemouth,Man City,1,3,A,2,7,6,1,-4,6,0,3,-3,3.0,7.0,2.0,2.0,0.0,5.0,1.0,3.0,0.0,0,8,14.5,7.0,1.1866666666666665
5345,2019/2020,2019-08-25,2019-08-31,Tottenham,Newcastle,0,1,A,0,2,1,1,-1,1,0,3,-3,5.0,1.0,3.0,4.0,2.0,-3.0,3.0,0.0,3.0,1,-1,1.2133333333333332,6.3999999999999995,13.666666666666666
5346,2019/2020,2019-08-25,2019-08-31,Wolves,Burnley,1,1,D,1,1,1,4,0,-3,1,1,0,1.0,4.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0,-2,1.8433333333333335,3.4333333333333336,4.6000000000000005
5347,2019/2020,2019-08-31,2019-08-31,Southampton,Man United,1,1,D,1,1,1,1,0,0,1,1,0,3.0,6.0,5.0,3.0,-1.0,-1.0,0.0,1.0,-3.0,-1,0,3.716666666666667,3.3499999999999996,2.0666666666666664
5348,2019/2020,2019-08-31,2019-08-31,Chelsea,Sheffield United,2,2,D,2,2,2,2,0,0,1,1,0,4.0,3.0,7.0,3.0,1.0,0.0,1.0,1.0,-3.0,0,0,1.3500000000000003,5.016666666666667,8.833333333333334
5349,2019/2020,2019-08-31,2019-08-31,Crystal Palace,Aston Villa,1,0,H,1,0,0,1,1,-1,3,0,3,2.0,4.0,2.0,5.0,0.0,-2.0,1.0,0.0,0.0,0,-8,2.183333333333333,3.3333333333333335,3.4166666666666665
5350,2019/2020,2019-08-31,2019-08-31,Leicester,Bournemouth,3,1,H,3,2,1,6,2,-4,3,0,3,3.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0,1,1.71,4.016666666666667,4.666666666666667
5351,2019/2020,2019-08-31,2019-08-31,Man City,Brighton,4,0,H,7,0,1,4,6,-4,3,0,3,7.0,4.0,2.0,3.0,0.0,3.0,1.0,3.0,0.0,0,1,1.0766666666666669,10.666666666666666,28.666666666666668
5352,2019/2020,2019-08-31,2019-08-31,Newcastle,Watford,1,1,D,2,1,1,1,1,0,1,1,0,1.0,1.0,4.0,7.0,-3.0,-1.0,0.0,0.0,-3.0,-2,-2,2.533333333333333,3.266666666666667,2.84
5353,2019/2020,2019-08-31,2019-08-31,West Ham,Norwich,2,0,H,2,0,0,2,2,-2,3,0,3,4.0,6.0,7.0,8.0,-5.0,-3.0,0.0,0.0,-3.0,-1,-4,1.8633333333333333,3.883333333333333,3.8833333333333333
5354,2019/2020,2019-08-31,2019-08-31,Burnley,Liverpool,0,3,A,1,3,4,0,-3,3,0,3,-3,4.0,9.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1,5,9.216666666666667,5.5,1.31
5355,2019/2020,2019-09-01,2019-09-07,Everton,Wolves,3,2,H,3,2,2,3,1,-1,3,0,3,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,3.0,5,0,2.15,3.25,3.5833333333333335
5356,2019/2020,2019-09-01,2019-09-07,Arsenal,Tottenham,2,2,D,2,2,2,2,0,0,1,1,0,4.0,5.0,4.0,4.0,2.0,0.0,3.0,1.0,3.0,1,0,2.373333333333333,3.6,2.8166666666666664
5357,2019/2020,2019-09-14,2019-09-14,Liverpool,Newcastle,3,1,H,3,1,1,3,2,-2,3,0,3,12.0,3.0,3.0,5.0,5.0,-2.0,6.0,3.0,6.0,9,1,1.1433333333333333,8.25,17.666666666666668
5358,2019/2020,2019-09-14,2019-09-14,Brighton,Burnley,1,1,D,1,1,1,1,0,0,1,1,0,4.0,5.0,7.0,6.0,-2.0,-4.0,1.0,1.0,-3.0,-1,0,2.1333333333333333,3.3166666666666664,3.516666666666667
5359,2019/2020,2019-09-14,2019-09-14,Man United,Leicester,1,0,H,1,0,0,1,1,-1,3,0,3,7.0,6.0,4.0,3.0,3.0,2.0,3.0,8.0,0.0,-1,1,1.8733333333333333,3.6,4.2
5360,2019/2020,2019-09-14,2019-09-14,Sheffield United,Southampton,0,1,A,0,1,1,0,-1,1,0,3,-3,5.0,4.0,5.0,6.0,0.0,-1.0,6.0,3.0,-1.0,-1,1,2.45,3.1666666666666665,3.0499999999999994
5361,2019/2020,2019-09-14,2019-09-14,Tottenham,Crystal Palace,4,0,H,4,0,0,4,4,-4,3,0,3,7.0,3.0,6.0,2.0,1.0,0.0,3.0,6.0,0.0,-1,1,1.39,4.95,7.766666666666667
5362,2019/2020,2019-09-14,2019-09-14,Wolves,Chelsea,2,5,A,2,5,5,2,-3,3,0,3,-3,4.0,6.0,5.0,9.0,0.0,-3.0,2.0,3.0,0.0,0,1,2.9333333333333336,3.3499999999999996,2.4333333333333336
5363,2019/2020,2019-09-14,2019-09-14,Norwich,Man City,3,2,H,3,2,2,3,1,-1,3,0,3,6.0,14.0,10.0,3.0,1.0,11.0,3.0,6.0,0.0,-1,9,14.833333333333334,8.666666666666666,1.15
5364,2019/2020,2019-09-15,2019-09-21,Bournemouth,Everton,3,1,H,6,1,2,5,4,-4,3,0,3,5.0,4.0,8.0,4.0,-4.0,-2.0,1.0,1.0,-3.0,-1,-1,2.9500000000000006,3.5,2.333333333333333
5365,2019/2020,2019-09-15,2019-09-21,Watford,Arsenal,2,2,D,2,2,10,2,-8,0,1,1,0,2.0,6.0,8.0,6.0,-5.0,0.0,0.0,3.0,-6.0,-4,-1,3.766666666666667,3.7000000000000006,1.9366666666666668
5366,2019/2020,2019-09-16,2019-09-21,Aston Villa,West Ham,0,0,D,0,0,0,0,0,0,1,1,0,4.0,6.0,6.0,7.0,1.0,2.0,3.0,4.0,0.0,1,1,2.606666666666667,3.5,2.6166666666666667
5367,2019/2020,2019-09-20,2019-09-21,Southampton,Bournemouth,1,3,A,1,6,3,2,-2,4,0,3,-3,5.0,5.0,6.0,8.0,-1.0,-3.0,1.0,3.0,-3.0,0,-1,2.0500000000000003,3.6333333333333333,3.5
5368,2019/2020,2019-09-21,2019-09-21,Leicester,Tottenham,2,1,H,2,1,1,2,1,-1,3,0,3,6.0,11.0,4.0,6.0,2.0,0.0,4.0,2.0,3.0,1,0,2.89,3.4500000000000006,2.39
5369,2019/2020,2019-09-21,2019-09-21,Burnley,Norwich,2,0,H,2,0,0,2,2,-2,3,0,3,6.0,9.0,7.0,12.0,0.0,-5.0,3.0,0.0,0.0,-1,-5,1.9833333333333334,3.733333333333333,3.5666666666666664
5370,2019/2020,2019-09-21,2019-09-21,Everton,Sheffield United,0,2,A,1,2,5,0,-4,2,0,3,-3,4.0,5.0,4.0,6.0,2.0,0.0,6.0,2.0,6.0,6,0,1.6433333333333333,3.766666666666667,5.6000000000000005
5371,2019/2020,2019-09-21,2019-09-21,Man City,Watford,8,0,H,8,2,0,10,8,-8,3,0,3,16.0,2.0,6.0,8.0,6.0,-1.0,4.0,1.0,3.0,1,0,1.11,10.166666666666666,19.5
5372,2019/2020,2019-09-21,2019-09-21,Newcastle,Brighton,0,0,D,0,0,0,0,0,0,1,1,0,4.0,5.0,8.0,8.0,-2.0,-1.0,1.0,3.0,-3.0,0,-1,2.4833333333333334,3.1666666666666665,3.016666666666667
5373,2019/2020,2019-09-22,2019-09-28,Crystal Palace,Wolves,1,1,D,3,3,1,1,2,2,4,1,3,3.0,6.0,6.0,10.0,1.0,-1.0,4.0,1.0,3.0,1,-1,2.623333333333333,3.0666666666666664,2.9066666666666667
5374,2019/2020,2019-09-22,2019-09-28,West Ham,Man United,2,0,H,4,0,2,2,2,-2,3,0,3,6.0,8.0,7.0,4.0,-3.0,-1.0,3.0,2.0,0.0,1,0,3.25,3.5666666666666664,2.15
5375,2019/2020,2019-09-22,2019-09-28,Arsenal,Aston Villa,3,2,H,3,4,2,5,1,-1,3,0,3,8.0,4.0,8.0,6.0,2.0,-3.0,4.0,0.0,3.0,0,-9,1.3999999999999997,4.8500000000000005,7.583333333333333
5376,2019/2020,2019-09-22,2019-09-28,Chelsea,Liverpool,1,2,A,3,3,2,1,1,2,3,6,-3,11.0,15.0,11.0,4.0,1.0,4.0,2.0,6.0,-3.0,0,6,3.5,3.65,2.033333333333333
5377,2019/2020,2019-09-28,2019-09-28,Sheffield United,Liverpool,0,1,A,0,3,1,1,-1,2,0,6,-6,7.0,15.0,6.0,4.0,-1.0,6.0,6.0,12.0,-4.0,-2,6,8.866666666666667,5.2,1.34
5378,2019/2020,2019-09-28,2019-09-28,Aston Villa,Burnley,2,2,D,4,2,5,2,-1,0,1,1,0,4.0,8.0,6.0,7.0,1.0,-4.0,4.0,2.0,0.0,0,0,2.3333333333333335,3.3499999999999996,3.0666666666666664
5379,2019/2020,2019-09-28,2019-09-28,Bournemouth,West Ham,2,2,D,2,4,2,2,0,2,1,1,0,11.0,6.0,10.0,7.0,0.0,2.0,4.0,5.0,0.0,1,0,2.466666666666667,3.5666666666666664,2.733333333333333
5380,2019/2020,2019-09-28,2019-09-28,Chelsea,Brighton,2,0,H,3,0,2,2,1,-2,3,0,3,11.0,5.0,11.0,8.0,2.0,-1.0,5.0,4.0,-6.0,0,0,1.4233333333333331,4.666666666666667,7.516666666666667
5381,2019/2020,2019-09-28,2019-09-28,Crystal Palace,Norwich,2,0,H,3,0,1,2,2,-2,4,0,4,3.0,9.0,6.0,14.0,3.0,-7.0,8.0,0.0,6.0,1,-6,1.9166666666666667,3.6999999999999997,3.8000000000000003
5382,2019/2020,2019-09-28,2019-09-28,Tottenham,Southampton,2,1,H,2,1,1,2,1,-1,3,0,3,12.0,6.0,8.0,9.0,5.0,0.0,6.0,6.0,3.0,1,2,1.4233333333333331,4.683333333333334,7.3999999999999995
5383,2019/2020,2019-09-28,2019-09-28,Wolves,Watford,2,0,H,3,0,1,2,2,-2,3,0,3,6.0,4.0,10.0,18.0,-3.0,-9.0,2.0,1.0,-3.0,-1,-1,1.8633333333333333,3.4333333333333336,4.443333333333333
5384,2019/2020,2019-09-28,2019-09-28,Everton,Man City,1,3,A,1,3,3,1,-2,2,0,3,-3,5.0,24.0,9.0,6.0,-2.0,10.0,6.0,6.0,3.0,-1,-1,9.783333333333333,5.666666666666667,1.2933333333333332
5385,2019/2020,2019-09-29,2019-10-05,Leicester,Newcastle,5,0,H,6,0,2,5,4,-5,3,0,3,8.0,4.0,5.0,8.0,3.0,-4.0,7.0,3.0,6.0,2,-1,1.5200000000000002,4.0,6.983333333333333
5386,2019/2020,2019-09-30,2019-10-05,Man United,Arsenal,1,1,D,1,1,1,1,0,0,1,1,0,8.0,11.0,6.0,10.0,4.0,0.0,6.0,4.0,3.0,1,0,2.356666666666667,3.5,2.9333333333333336
5387,2019/2020,2019-10-05,2019-10-05,Brighton,Tottenham,3,0,H,3,0,0,3,3,-3,3,0,3,5.0,14.0,10.0,9.0,-2.0,-1.0,2.0,2.0,-3.0,0,-1,3.8333333333333335,3.6,1.9333333333333333
5388,2019/2020,2019-10-05,2019-10-05,Burnley,Everton,1,0,H,1,0,0,1,1,-1,3,0,3,10.0,6.0,9.0,12.0,2.0,-6.0,6.0,1.0,3.0,1,-2,2.8733333333333335,3.266666666666667,2.5166666666666666
5389,2019/2020,2019-10-05,2019-10-05,Liverpool,Leicester,2,1,H,2,6,1,2,1,4,3,0,3,18.0,8.0,5.0,5.0,7.0,1.0,9.0,8.0,9.0,10,-1,1.4533333333333331,4.6499999999999995,6.833333333333333
5390,2019/2020,2019-10-05,2019-10-05,Norwich,Aston Villa,1,5,A,1,5,5,1,-4,4,0,3,-3,9.0,8.0,16.0,11.0,2.0,-4.0,6.0,0.0,3.0,1,-10,2.34,3.6166666666666667,2.85
5391,2019/2020,2019-10-05,2019-10-05,Watford,Sheffield United,0,0,D,0,0,0,0,0,0,1,1,0,4.0,7.0,20.0,7.0,-13.0,2.0,1.0,5.0,-6.0,0,1,2.1166666666666667,3.3666666666666667,3.5
5392,2019/2020,2019-10-05,2019-10-05,West Ham,Crystal Palace,1,2,A,1,2,2,1,-1,1,0,3,-3,10.0,6.0,9.0,7.0,-1.0,-4.0,6.0,6.0,3.0,2,-1,1.9833333333333334,3.5499999999999994,3.75
5393,2019/2020,2019-10-06,2019-10-12,Arsenal,Bournemouth,1,0,H,1,0,0,1,1,-1,3,0,3,12.0,13.0,11.0,12.0,3.0,1.0,7.0,6.0,6.0,1,1,1.4400000000000002,4.916666666666667,6.583333333333333
5394,2019/2020,2019-10-06,2019-10-12,Man City,Wolves,0,2,A,0,2,2,0,-2,2,0,3,-3,27.0,9.0,7.0,11.0,14.0,1.0,7.0,2.0,6.0,2,0,1.1266666666666667,9.0,19.5
5395,2019/2020,2019-10-06,2019-10-12,Southampton,Chelsea,1,4,A,1,4,4,1,-3,3,0,3,-3,7.0,14.0,11.0,13.0,-3.0,0.0,1.0,6.0,-6.0,-1,2,3.983333333333333,3.783333333333333,1.8633333333333333
5396,2019/2020,2019-10-06,2019-10-12,Newcastle,Man United,1,0,H,1,0,0,1,1,-1,3,0,3,4.0,9.0,13.0,7.0,-2.0,-3.0,2.0,2.0,-3.0,0,-1,4.45,3.4333333333333336,1.8733333333333333
5397,2019/2020,2019-10-19,2019-10-19,Everton,West Ham,2,0,H,2,0,0,2,2,-2,3,0,3,6.0,11.0,13.0,11.0,-4.0,4.0,6.0,6.0,0.0,-2,0,1.9566666666666668,3.6666666666666665,3.75
5398,2019/2020,2019-10-19,2019-10-19,Aston Villa,Brighton,2,1,H,2,1,1,2,1,-1,3,0,3,13.0,8.0,12.0,10.0,0.0,-3.0,5.0,4.0,0.0,0,-1,2.3666666666666667,3.3666666666666667,3.0
5399,2019/2020,2019-10-19,2019-10-19,Bournemouth,Norwich,0,0,D,0,0,0,0,0,0,1,1,0,13.0,10.0,13.0,21.0,0.0,-9.0,5.0,0.0,0.0,0,-7,1.7299999999999998,4.133333333333334,4.276666666666667
5400,2019/2020,2019-10-19,2019-10-19,Chelsea,Newcastle,1,0,H,1,0,0,1,1,-1,3,0,3,18.0,5.0,14.0,13.0,3.0,-9.0,8.0,3.0,-3.0,1,-2,1.3,5.5,9.866666666666667
5401,2019/2020,2019-10-19,2019-10-19,Leicester,Burnley,2,1,H,2,1,1,2,1,-1,3,0,3,14.0,11.0,7.0,9.0,7.0,-4.0,10.0,3.0,9.0,3,0,1.5633333333333335,4.016666666666667,6.2
5402,2019/2020,2019-10-19,2019-10-19,Tottenham,Watford,1,1,D,1,1,1,1,0,0,1,1,0,14.0,4.0,12.0,20.0,6.0,-11.0,9.0,1.0,6.0,2,-2,1.4233333333333331,4.75,7.25
5403,2019/2020,2019-10-19,2019-10-19,Wolves,Southampton,1,1,D,1,1,1,1,0,0,1,1,0,11.0,8.0,11.0,15.0,-1.0,-1.0,5.0,6.0,0.0,1,-1,1.8266666666666669,3.533333333333333,4.466666666666667
5404,2019/2020,2019-10-19,2019-10-19,Crystal Palace,Man City,0,2,A,0,2,2,0,-2,2,0,3,-3,8.0,27.0,8.0,9.0,5.0,12.0,12.0,9.0,10.0,1,1,11.5,6.666666666666667,1.23
5405,2019/2020,2019-10-20,2019-10-26,Man United,Liverpool,1,1,D,1,1,1,1,0,0,1,1,0,9.0,20.0,8.0,6.0,4.0,8.0,7.0,18.0,3.0,0,8,5.016666666666667,3.9166666666666665,1.6733333333333331
5406,2019/2020,2019-10-21,2019-10-26,Sheffield United,Arsenal,1,0,H,2,0,1,1,1,-1,3,0,3,7.0,13.0,7.0,11.0,-2.0,0.0,6.0,5.0,-10.0,-3,0,3.8666666666666667,3.75,1.903333333333333
5407,2019/2020,2019-10-25,2019-10-26,Southampton,Leicester,0,9,A,0,9,9,0,-9,9,0,3,-3,9.0,16.0,16.0,8.0,-6.0,5.0,1.0,8.0,-9.0,-2,-2,3.1666666666666665,3.3666666666666667,2.3
5408,2019/2020,2019-10-26,2019-10-26,Man City,Aston Villa,3,0,H,3,0,0,3,3,-3,3,0,3,29.0,15.0,9.0,13.0,12.0,0.0,7.0,3.0,3.0,-1,1,1.0866666666666667,11.0,25.0
5409,2019/2020,2019-10-26,2019-10-26,Brighton,Everton,3,2,H,3,2,2,3,1,-1,3,0,3,9.0,8.0,12.0,13.0,1.0,-7.0,5.0,1.0,0.0,1,-3,2.8666666666666667,3.266666666666667,2.533333333333333
5410,2019/2020,2019-10-26,2019-10-26,Watford,Bournemouth,0,0,D,0,0,0,0,0,0,1,1,0,5.0,13.0,21.0,13.0,-13.0,0.0,2.0,6.0,-6.0,0,-1,2.183333333333333,3.5499999999999994,3.233333333333333
5411,2019/2020,2019-10-26,2019-10-26,West Ham,Sheffield United,1,1,D,1,2,1,1,0,1,1,1,0,11.0,7.0,13.0,7.0,-2.0,2.0,6.0,6.0,0.0,-1,0,2.0833333333333335,3.483333333333333,3.5666666666666664
5412,2019/2020,2019-10-26,2019-10-26,Burnley,Chelsea,2,4,A,2,4,4,2,-2,2,0,3,-3,12.0,19.0,11.0,14.0,3.0,3.0,9.0,9.0,6.0,2,3,4.5,3.9500000000000006,1.7333333333333332
5413,2019/2020,2019-10-27,2019-11-02,Newcastle,Wolves,1,1,D,4,2,3,2,1,0,1,2,-1,5.0,12.0,14.0,12.0,-1.0,3.0,5.0,5.0,0.0,1,1,2.966666666666667,3.0666666666666664,2.566666666666667
5414,2019/2020,2019-10-27,2019-11-02,Arsenal,Crystal Palace,2,2,D,3,2,3,2,0,0,2,1,1,13.0,8.0,12.0,10.0,4.0,-3.0,10.0,9.0,9.0,2,1,1.4666666666666668,4.7,6.366666666666667
5415,2019/2020,2019-10-27,2019-11-02,Liverpool,Tottenham,2,1,H,4,1,2,2,2,-1,3,0,3,21.0,15.0,7.0,13.0,8.0,-4.0,12.0,2.0,12.0,11,-2,1.5166666666666666,4.41,6.183333333333334
5416,2019/2020,2019-10-27,2019-11-02,Norwich,Man United,1,3,A,1,3,5,2,-4,1,0,3,-3,10.0,10.0,21.0,9.0,-2.0,-4.0,6.0,2.0,0.0,-1,-2,4.303333333333334,3.9499999999999997,1.7666666666666666
5417,2019/2020,2019-11-02,2019-11-02,Bournemouth,Man United,1,0,H,1,3,0,2,1,1,3,3,0,13.0,10.0,13.0,9.0,0.0,-3.0,6.0,5.0,0.0,0,-2,3.266666666666667,3.5666666666666664,2.15
5418,2019/2020,2019-11-02,2019-11-02,Arsenal,Wolves,1,1,D,3,2,3,2,0,0,2,2,0,13.0,12.0,12.0,12.0,4.0,3.0,12.0,7.0,10.0,2,1,1.7666666666666668,3.75,4.583333333333333
5419,2019/2020,2019-11-02,2019-11-02,Aston Villa,Liverpool,1,2,A,1,4,2,2,-1,2,0,3,-3,15.0,21.0,16.0,7.0,1.0,8.0,8.0,19.0,3.0,1,0,8.716666666666667,5.1000000000000005,1.3466666666666667
5420,2019/2020,2019-11-02,2019-11-02,Brighton,Norwich,2,0,H,2,1,0,5,2,-4,3,0,3,12.0,10.0,14.0,21.0,2.0,-9.0,8.0,1.0,3.0,2,0,1.7133333333333332,4.1499999999999995,4.42
5421,2019/2020,2019-11-02,2019-11-02,Man City,Southampton,2,1,H,2,1,1,2,1,-1,3,0,3,32.0,9.0,9.0,25.0,15.0,-1.0,10.0,7.0,6.0,1,0,1.08,11.666666666666666,24.333333333333332
5422,2019/2020,2019-11-02,2019-11-02,Sheffield United,Burnley,3,0,H,3,0,0,3,3,-3,3,0,3,9.0,14.0,8.0,15.0,-1.0,-5.0,9.0,3.0,-7.0,1,-1,2.2333333333333334,3.1833333333333336,3.4500000000000006
